time,away_description,away_change,score,home_change,home_description
11:35.0,K. Middleton misses 3-pt jump shot from 22 ft, ,0-0, , 
11:31.0, , ,0-0, ,Defensive rebound by J. McDaniels
11:18.0, , ,0-0, ,A. Edwards misses 2-pt layup from 3 ft
11:16.0,Defensive rebound by J. Holiday, ,0-0, , 
11:01.0,B. Portis makes 2-pt jump shot from 14 ft,+2,2-0, , 
10:41.0, , ,2-0, ,J. McDaniels misses 2-pt layup from 2 ft (block by B. Lopez)
10:38.0,Defensive rebound by J. Holiday, ,2-0, , 
10:31.0,K. Middleton misses 2-pt jump shot from 22 ft, ,2-0, , 
10:28.0, , ,2-0, ,Defensive rebound by N. Reid
10:19.0, , ,2-0, ,A. Edwards misses 2-pt layup from 4 ft
10:14.0,Defensive rebound by K. Middleton, ,2-0, , 
10:11.0,J. Holiday makes 3-pt jump shot from 25 ft,+3,5-0, , 
9:54.0, , ,5-0, ,Turnover by J. McDaniels (bad pass; steal by B. Lopez)
9:48.0,Turnover by D. DiVincenzo (bad pass; steal by A. Edwards), ,5-0, , 
9:39.0, , ,5-0, ,N. Reid misses 2-pt jump shot from 9 ft
9:36.0,Defensive rebound by B. Lopez, ,5-0, , 
9:29.0,B. Lopez misses 3-pt jump shot from 28 ft, ,5-0, , 
9:26.0,Offensive rebound by Team, ,5-0, , 
9:22.0,B. Portis misses 2-pt hook shot from 7 ft, ,5-0, , 
9:21.0, , ,5-0, ,Defensive rebound by N. Reid
9:12.0, , ,5-0, ,J. McDaniels misses 3-pt jump shot from 25 ft
9:09.0,Defensive rebound by K. Middleton, ,5-0, , 
9:01.0,B. Portis misses 2-pt jump shot from 20 ft, ,5-0, , 
8:58.0, , ,5-0, ,Defensive rebound by R. Rubio
8:46.0, , ,5-2,+2,J. McDaniels makes 2-pt jump shot from 14 ft
8:22.0,K. Middleton misses 3-pt jump shot from 23 ft, ,5-2, , 
8:20.0, , ,5-2, ,Defensive rebound by N. Reid
8:11.0, , ,5-2, ,Turnover by R. Rubio (bad pass; steal by B. Portis)
8:06.0,B. Portis misses 2-pt layup from 2 ft, ,5-2, , 
8:03.0, , ,5-2, ,Defensive rebound by N. Reid
7:55.0, , ,5-2, ,R. Rubio misses 2-pt jump shot from 15 ft
7:52.0,Defensive rebound by B. Portis, ,5-2, , 
7:47.0,Personal foul by R. Rubio (drawn by B. Lopez), ,5-2, , 
7:35.0,B. Lopez misses 2-pt hook shot from 6 ft (block by N. Reid), ,5-2, , 
7:32.0, , ,5-2, ,Defensive rebound by J. Okogie
7:31.0, , ,5-2, ,Personal foul by J. Holiday (drawn by J. Okogie)
7:31.0,P. Connaughton enters the game for B. Portis, ,5-2, , 
7:27.0, , ,5-2, ,R. Rubio misses 2-pt layup from 1 ft
7:24.0,Defensive rebound by Team, ,5-2, , 
7:08.0,K. Middleton makes 2-pt layup from 5 ft,+2,7-2, , 
7:08.0, , ,7-2, ,Minnesota full timeout
6:55.0, , ,7-2, ,Shooting foul by B. Lopez (drawn by A. Edwards)
6:55.0, , ,7-3,+1,A. Edwards makes free throw 1 of 2
6:55.0,B. Forbes enters the game for D. DiVincenzo, ,7-3, , 
6:55.0, , ,7-3, ,A. Edwards misses free throw 2 of 2
6:53.0,Defensive rebound by K. Middleton, ,7-3, , 
