time,away_description,away_change,score,home_change,home_description
11:39.0,T. Hardaway misses 2-pt jump shot from 16 ft, ,0-0, , 
11:35.0,Offensive rebound by D. Powell, ,0-0, , 
11:30.0,K. Porziņģis misses 3-pt jump shot from 25 ft, ,0-0, , 
11:27.0, , ,0-0, ,Defensive rebound by O. Anunoby
11:12.0, , ,0-0, ,S. Ibaka misses 2-pt jump shot from 16 ft
11:10.0,Defensive rebound by T. Hardaway, ,0-0, , 
11:03.0,J. Brunson misses 2-pt jump shot from 15 ft, ,0-0, , 
10:58.0, , ,0-0, ,Defensive rebound by K. Lowry
10:56.0, , ,0-3,+3,P. McCaw makes 3-pt jump shot from 24 ft (assist by K. Lowry)
10:39.0,Turnover by T. Hardaway (bad pass; steal by P. McCaw), ,0-3, , 
10:36.0, , ,0-5,+2,O. Anunoby makes 2-pt layup from 1 ft (assist by P. McCaw)
10:27.0,Turnover by T. Hardaway (back court), ,0-5, , 
10:17.0, , ,0-5, ,K. Lowry misses 3-pt jump shot from 25 ft
10:13.0,Defensive rebound by J. Brunson, ,0-5, , 
10:09.0,J. Brunson misses 3-pt jump shot from 25 ft, ,0-5, , 
10:05.0, , ,0-5, ,Defensive rebound by S. Ibaka
9:58.0, , ,0-5, ,K. Lowry misses 2-pt layup from 2 ft (block by D. Powell)
9:53.0,Defensive rebound by J. Brunson, ,0-5, , 
9:50.0,T. Hardaway misses 3-pt jump shot from 22 ft, ,0-5, , 
9:47.0, , ,0-5, ,Defensive rebound by F. VanVleet
9:40.0, , ,0-5, ,Turnover by S. Ibaka (lost ball; steal by J. Brunson)
9:29.0,K. Porziņģis misses 2-pt jump shot from 15 ft, ,0-5, , 
9:24.0, , ,0-5, ,Defensive rebound by S. Ibaka
9:12.0, , ,0-5, ,P. McCaw misses 3-pt jump shot from 25 ft
9:10.0,Defensive rebound by K. Porziņģis, ,0-5, , 
9:10.0,Dallas full timeout, ,0-5, , 
8:46.0,J. Brunson misses 3-pt jump shot from 22 ft, ,0-5, , 
8:44.0, , ,0-5, ,Defensive rebound by K. Lowry
8:41.0, , ,0-5, ,Turnover by F. VanVleet (bad pass; steal by K. Porziņģis)
8:37.0,Turnover by T. Hardaway (bad pass), ,0-5, , 
8:23.0, , ,0-7,+2,S. Ibaka makes 2-pt hook shot from 7 ft
8:05.0,D. Powell misses 3-pt jump shot from 22 ft, ,0-7, , 
8:02.0, , ,0-7, ,Defensive rebound by K. Lowry
7:46.0, , ,0-7, ,O. Anunoby misses 3-pt jump shot from 23 ft
7:43.0,Defensive rebound by D. Powell, ,0-7, , 
7:38.0,T. Hardaway misses 3-pt jump shot from 24 ft, ,0-7, , 
7:35.0, , ,0-7, ,Defensive rebound by K. Lowry
7:34.0, , ,0-7, ,Turnover by K. Lowry (bad pass)
7:17.0,J. Brunson misses 2-pt jump shot from 16 ft, ,0-7, , 
7:15.0, , ,0-7, ,Defensive rebound by Team
6:59.0, , ,0-9,+2,S. Ibaka makes 2-pt hook shot from 8 ft (assist by K. Lowry)
6:43.0,Shooting foul by S. Ibaka (drawn by K. Porziņģis), ,0-9, , 
6:43.0,K. Porziņģis misses free throw 1 of 2, ,0-9, , 
6:43.0,Offensive rebound by Team, ,0-9, , 
6:43.0,K. Porziņģis makes free throw 2 of 2,+1,1-9, , 
6:32.0, , ,1-11,+2,K. Lowry makes 2-pt jump shot from 13 ft (assist by F. VanVleet)
6:19.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by J. Brunson),+3,4-11, , 
5:56.0, , ,4-11, ,F. VanVleet misses 2-pt jump shot from 20 ft
5:54.0,Defensive rebound by D. Powell, ,4-11, , 
5:48.0,D. Powell misses 3-pt jump shot from 25 ft, ,4-11, , 
5:44.0, , ,4-11, ,Defensive rebound by K. Lowry
5:38.0, , ,4-11, ,P. McCaw misses 2-pt layup from 1 ft
5:36.0,Defensive rebound by D. Powell, ,4-11, , 
5:29.0,Turnover by D. Powell (lost ball; steal by F. VanVleet), ,4-11, , 
