time,away_description,away_change,score,home_change,home_description
11:44.0, , ,0-0, ,K. Towns misses 3-pt jump shot from 28 ft
11:42.0,Defensive rebound by T. Young, ,0-0, , 
11:29.0,T. Young misses 2-pt hook shot from 4 ft, ,0-0, , 
11:26.0, , ,0-0, ,Defensive rebound by K. Towns
11:18.0, , ,0-0, ,J. McDaniels misses 3-pt jump shot from 26 ft
11:15.0,Defensive rebound by N. Vučević, ,0-0, , 
11:09.0,Turnover by T. Young (bad pass; steal by R. Rubio), ,0-0, , 
11:05.0, , ,0-0, ,Turnover by K. Towns (bad pass; steal by P. Williams)
10:57.0,T. Satoranský misses 3-pt jump shot from 22 ft, ,0-0, , 
10:55.0, , ,0-0, ,Defensive rebound by J. McDaniels
10:38.0, , ,0-0, ,R. Rubio misses 2-pt jump shot from 21 ft
10:35.0,Defensive rebound by Z. LaVine, ,0-0, , 
10:29.0,Z. LaVine misses 2-pt layup from 2 ft (block by J. McDaniels), ,0-0, , 
10:29.0,Offensive rebound by Team, ,0-0, , 
10:18.0,T. Young misses 2-pt layup from 2 ft (block by J. McDaniels), ,0-0, , 
10:15.0,Offensive rebound by T. Young, ,0-0, , 
10:13.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by T. Young),+3,3-0, , 
9:58.0, , ,3-0, ,A. Edwards misses 3-pt jump shot from 27 ft
9:55.0,Defensive rebound by T. Young, ,3-0, , 
9:41.0,N. Vučević misses 2-pt dunk at rim (block by J. McDaniels), ,3-0, , 
9:34.0, , ,3-0, ,Defensive rebound by R. Rubio
9:13.0, , ,3-0, ,J. McDaniels misses 3-pt jump shot from 23 ft
9:11.0, , ,3-0, ,Offensive rebound by K. Towns
9:09.0, , ,3-3,+3,R. Rubio makes 3-pt jump shot from 26 ft (assist by K. Towns)
8:50.0,Z. LaVine misses 3-pt jump shot from 23 ft, ,3-3, , 
8:49.0,Offensive rebound by Team, ,3-3, , 
8:45.0,T. Young makes 2-pt dunk from 2 ft (assist by T. Satoranský),+2,5-3, , 
8:28.0, , ,5-3, ,A. Edwards misses 2-pt layup from 2 ft (block by Z. LaVine)
8:26.0,Defensive rebound by T. Young, ,5-3, , 
8:21.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by T. Young),+2,7-3, , 
8:02.0, , ,7-6,+3,A. Edwards makes 3-pt jump shot from 23 ft (assist by R. Rubio)
7:38.0,Turnover by T. Young (bad pass; steal by A. Edwards), ,7-6, , 
7:33.0, , ,7-6, ,A. Edwards misses 2-pt layup from 2 ft
7:28.0, , ,7-6, ,Offensive rebound by K. Towns
7:28.0, , ,7-8,+2,K. Towns makes 2-pt layup at rim
7:13.0,Turnover by T. Young (bad pass; steal by J. McDaniels), ,7-8, , 
7:05.0, , ,7-10,+2,J. Okogie makes 2-pt layup from 1 ft
7:04.0,Chicago full timeout, ,7-10, , 
7:04.0,D. Theis enters the game for T. Young, ,7-10, , 
6:53.0,Z. LaVine misses 2-pt layup from 2 ft, ,7-10, , 
6:51.0, , ,7-10, ,Defensive rebound by R. Rubio
6:45.0, , ,7-10, ,R. Rubio misses 2-pt layup from 1 ft
6:44.0,Defensive rebound by D. Theis, ,7-10, , 
6:39.0,N. Vučević misses 2-pt jump shot from 6 ft, ,7-10, , 
6:37.0, , ,7-10, ,Defensive rebound by K. Towns
6:26.0, , ,7-13,+3,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio)
6:08.0,T. Satoranský makes 2-pt jump shot from 13 ft,+2,9-13, , 
5:50.0, , ,9-15,+2,K. Towns makes 2-pt dunk from 2 ft (assist by R. Rubio)
5:28.0,Turnover by N. Vučević (bad pass; steal by A. Edwards), ,9-15, , 
5:28.0, , ,9-15, ,Personal foul by T. Satoranský (drawn by A. Edwards)
5:28.0, , ,9-15, ,N. Reid enters the game for J. McDaniels
5:28.0, , ,9-15, ,D. Russell enters the game for R. Rubio
5:22.0, , ,9-18,+3,N. Reid makes 3-pt jump shot from 26 ft (assist by D. Russell)
5:07.0,T. Satoranský makes 2-pt layup from 2 ft (assist by N. Vučević),+2,11-18, , 
5:07.0,Shooting foul by N. Reid (drawn by T. Satoranský), ,11-18, , 
5:07.0,L. Markkanen enters the game for N. Vučević, ,11-18, , 
5:07.0,T. Satoranský misses free throw 1 of 1, ,11-18, , 
5:05.0, , ,11-18, ,Defensive rebound by K. Towns
4:52.0, , ,11-20,+2,D. Russell makes 2-pt jump shot from 18 ft
4:31.0,D. Theis makes 2-pt jump shot from 12 ft (assist by Z. LaVine),+2,13-20, , 
4:14.0, , ,13-22,+2,D. Russell makes 2-pt jump shot from 21 ft
4:03.0,T. Satoranský misses 3-pt jump shot from 26 ft, ,13-22, , 
4:03.0, , ,13-22, ,Defensive rebound by A. Edwards
3:53.0, , ,13-22, ,A. Edwards misses 2-pt layup from 2 ft
3:51.0,Defensive rebound by D. Theis, ,13-22, , 
3:48.0,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),+2,15-22, , 
3:29.0, , ,15-24,+2,D. Russell makes 2-pt jump shot from 20 ft
3:14.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by T. Satoranský),+3,18-24, , 
3:13.0, , ,18-24, ,Minnesota full timeout
3:13.0,T. Brown enters the game for Z. LaVine, ,18-24, , 
3:13.0,D. Valentine enters the game for T. Satoranský, ,18-24, , 
3:13.0,C. White enters the game for P. Williams, ,18-24, , 
