time,away_description,away_change,score,home_change,home_description
11:42.0, , ,0-0, ,D. Brooks misses 2-pt jump shot from 12 ft
11:38.0, , ,0-0, ,Offensive rebound by J. Jackson
11:38.0, , ,0-2,+2,J. Jackson makes 2-pt dunk at rim
11:24.0,N. Marshall misses 3-pt jump shot from 26 ft, ,0-2, , 
11:20.0, , ,0-2, ,Defensive rebound by J. Valančiūnas
11:16.0, , ,0-2, ,Shooting foul by N. Marshall (drawn by K. Anderson)
11:16.0, , ,0-3,+1,K. Anderson makes free throw 1 of 3
11:16.0, , ,0-4,+1,K. Anderson makes free throw 2 of 3
11:16.0, , ,0-5,+1,K. Anderson makes free throw 3 of 3
10:56.0,E. Bledsoe makes 2-pt jump shot from 18 ft,+2,2-5, , 
10:48.0, , ,2-5, ,D. Brooks misses 2-pt layup from 3 ft
10:45.0,Defensive rebound by L. Ball, ,2-5, , 
10:42.0,J. Johnson misses 2-pt layup from 2 ft, ,2-5, , 
10:39.0,Offensive rebound by N. Marshall, ,2-5, , 
10:39.0,N. Marshall misses 2-pt layup at rim, ,2-5, , 
10:39.0,Offensive rebound by N. Marshall, ,2-5, , 
10:39.0,N. Marshall misses 2-pt layup at rim, ,2-5, , 
10:39.0,Offensive rebound by Team, ,2-5, , 
10:31.0,W. Hernangómez makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),+2,4-5, , 
10:15.0, , ,4-5, ,J. Valančiūnas misses 2-pt jump shot from 9 ft (block by E. Bledsoe)
10:13.0, , ,4-5, ,Offensive rebound by J. Valančiūnas
10:10.0, , ,4-5, ,J. Morant misses 3-pt jump shot from 26 ft
10:05.0,Defensive rebound by J. Johnson, ,4-5, , 
10:00.0,J. Johnson misses 3-pt jump shot from 27 ft, ,4-5, , 
9:54.0,Offensive rebound by W. Hernangómez, ,4-5, , 
9:54.0,W. Hernangómez misses 2-pt layup at rim (block by K. Anderson), ,4-5, , 
9:52.0, , ,4-5, ,Defensive rebound by J. Valančiūnas
9:49.0, , ,4-5, ,K. Anderson misses 2-pt layup from 2 ft (block by L. Ball)
9:46.0,Defensive rebound by W. Hernangómez, ,4-5, , 
9:39.0,W. Hernangómez makes 2-pt layup at rim (assist by J. Johnson),+2,6-5, , 
9:24.0, , ,6-8,+3,J. Jackson makes 3-pt jump shot from 26 ft (assist by K. Anderson)
9:11.0,Shooting foul by J. Jackson (drawn by J. Johnson), ,6-8, , 
9:11.0,J. Johnson makes free throw 1 of 2,+1,7-8, , 
9:11.0,J. Johnson misses free throw 2 of 2, ,7-8, , 
9:09.0, , ,7-8, ,Defensive rebound by J. Valančiūnas
8:55.0, , ,7-10,+2,D. Brooks makes 2-pt jump shot from 19 ft (assist by K. Anderson)
8:37.0,W. Hernangómez misses 2-pt jump shot from 2 ft (block by J. Valančiūnas), ,7-10, , 
8:35.0, , ,7-10, ,Defensive rebound by J. Valančiūnas
8:27.0, , ,7-12,+2,J. Valančiūnas makes 2-pt jump shot from 12 ft (assist by J. Morant)
8:14.0,J. Johnson makes 2-pt layup from 1 ft (assist by E. Bledsoe),+2,9-12, , 
8:02.0, , ,9-14,+2,D. Brooks makes 2-pt jump shot from 12 ft (assist by J. Morant)
7:44.0,J. Johnson misses 2-pt jump shot from 5 ft (block by J. Jackson), ,9-14, , 
7:41.0, , ,9-14, ,Defensive rebound by J. Jackson
7:39.0, , ,9-16,+2,J. Jackson makes 2-pt dunk from 2 ft (assist by J. Morant)
7:28.0,E. Bledsoe misses 3-pt jump shot from 25 ft, ,9-16, , 
7:24.0, , ,9-16, ,Defensive rebound by J. Jackson
7:16.0, , ,9-16, ,J. Morant misses 2-pt layup from 1 ft
7:12.0,Defensive rebound by J. Johnson, ,9-16, , 
7:06.0,L. Ball misses 2-pt jump shot from 21 ft, ,9-16, , 
7:03.0, , ,9-16, ,Defensive rebound by K. Anderson
7:01.0, , ,9-16, ,D. Brooks misses 3-pt jump shot from 25 ft
6:57.0,Defensive rebound by W. Hernangómez, ,9-16, , 
6:52.0, , ,9-16, ,Memphis full timeout
6:52.0, , ,9-16, ,D. Bane enters the game for J. Jackson
6:46.0,Turnover by E. Bledsoe (out of bounds lost ball), ,9-16, , 
6:34.0, , ,9-16, ,Turnover by J. Morant (bad pass; steal by N. Marshall)
6:33.0,N. Marshall misses 2-pt layup from 4 ft (block by K. Anderson), ,9-16, , 
6:31.0,Offensive rebound by Team, ,9-16, , 
6:24.0,W. Hernangómez makes 2-pt jump shot from 6 ft (assist by L. Ball),+2,11-16, , 
6:14.0, , ,11-18,+2,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by J. Morant)
5:59.0,N. Marshall makes 3-pt jump shot from 23 ft (assist by L. Ball),+3,14-18, , 
5:50.0, , ,14-20,+2,K. Anderson makes 2-pt layup from 2 ft (assist by J. Morant)
5:39.0,Personal foul by D. Brooks (drawn by E. Bledsoe), ,14-20, , 
5:29.0,J. Johnson misses 3-pt jump shot from 26 ft, ,14-20, , 
5:26.0, , ,14-20, ,Defensive rebound by D. Bane
5:23.0, , ,14-23,+3,D. Brooks makes 3-pt jump shot from 26 ft (assist by D. Bane)
5:10.0,E. Bledsoe makes 2-pt jump shot from 8 ft,+2,16-23, , 
4:51.0, , ,16-25,+2,J. Morant makes 2-pt jump shot from 8 ft
