time,away_description,away_change,score,home_change,home_description
11:49.0,O. Spellman misses 3-pt jump shot from 25 ft, ,0-0, , 
11:47.0, , ,0-0, ,Defensive rebound by K. Durant
11:33.0, , ,0-2,+2,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Jones)
11:24.0,Personal foul by J. Jerebko (drawn by T. Young), ,0-2, , 
11:12.0,O. Spellman misses 2-pt jump shot from 11 ft, ,0-2, , 
11:11.0, , ,0-2, ,Defensive rebound by J. Jerebko
11:04.0, , ,0-2, ,Q. Cook misses 3-pt jump shot from 27 ft
11:02.0,Defensive rebound by A. Len, ,0-2, , 
10:51.0,K. Bazemore makes 2-pt layup from 2 ft (assist by T. Young),+2,2-2, , 
10:24.0, , ,2-2, ,Turnover by K. Durant (bad pass; steal by K. Bazemore)
10:18.0,Turnover by K. Bazemore (lost ball; steal by K. Thompson), ,2-2, , 
10:09.0, , ,2-2, ,K. Durant misses 2-pt jump shot from 5 ft
10:08.0,Defensive rebound by T. Young, ,2-2, , 
9:44.0,K. Bazemore misses 2-pt jump shot from 7 ft, ,2-2, , 
9:41.0, , ,2-2, ,Defensive rebound by D. Jones
9:41.0, , ,2-2, ,Turnover by K. Thompson (bad pass; steal by T. Young)
9:37.0,T. Young misses 2-pt layup from 2 ft, ,2-2, , 
9:34.0, , ,2-2, ,Defensive rebound by Team
9:28.0, , ,2-2, ,Personal foul by T. Prince (drawn by K. Durant)
9:22.0, , ,2-2, ,K. Durant misses 2-pt jump shot from 12 ft
9:21.0,Defensive rebound by T. Prince, ,2-2, , 
9:10.0,K. Bazemore misses 3-pt jump shot from 23 ft, ,2-2, , 
9:08.0,Offensive rebound by A. Len, ,2-2, , 
9:06.0,Turnover by A. Len (traveling), ,2-2, , 
8:54.0, , ,2-2, ,Shooting foul by A. Len (drawn by K. Durant)
8:54.0, , ,2-3,+1,K. Durant makes free throw 1 of 2
8:54.0, , ,2-4,+1,K. Durant makes free throw 2 of 2
8:41.0,T. Prince misses 2-pt jump shot from 18 ft, ,2-4, , 
8:40.0,Offensive rebound by A. Len, ,2-4, , 
8:38.0,Shooting foul by D. Jones (drawn by A. Len), ,2-4, , 
8:38.0,A. Len misses free throw 1 of 2, ,2-4, , 
8:38.0,Offensive rebound by Team, ,2-4, , 
8:38.0,A. Len misses free throw 2 of 2, ,2-4, , 
8:37.0, , ,2-4, ,Defensive rebound by J. Jerebko
8:26.0, , ,2-4, ,K. Thompson misses 3-pt jump shot from 25 ft
8:24.0, , ,2-4, ,Offensive rebound by J. Jerebko
8:23.0, , ,2-4, ,J. Jerebko misses 2-pt layup from 1 ft
8:23.0,Defensive rebound by Team, ,2-4, , 
8:13.0,T. Prince makes 2-pt jump shot from 19 ft,+2,4-4, , 
7:52.0, , ,4-4, ,Q. Cook misses 3-pt jump shot from 27 ft
7:50.0, , ,4-4, ,Offensive rebound by J. Jerebko
7:47.0, , ,4-4, ,J. Jerebko misses 3-pt jump shot from 23 ft
7:45.0,Defensive rebound by T. Prince, ,4-4, , 
7:38.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Prince),+2,6-4, , 
7:26.0, , ,6-7,+3,J. Jerebko makes 3-pt jump shot from 22 ft (assist by K. Thompson)
