time,away_description,away_change,score,home_change,home_description
11:43.0, , ,0-2,+2,M. Conley makes 2-pt jump shot from 13 ft (assist by M. Gasol)
11:21.0,R. Kurucs misses 3-pt jump shot from 23 ft, ,0-2, , 
11:18.0, , ,0-2, ,Defensive rebound by J. Jackson
11:10.0, , ,0-2, ,M. Gasol misses 2-pt jump shot from 12 ft
11:08.0,Defensive rebound by J. Dudley, ,0-2, , 
10:52.0,D. Russell misses 2-pt jump shot from 20 ft, ,0-2, , 
10:46.0,Offensive rebound by J. Allen, ,0-2, , 
10:42.0,J. Allen misses 2-pt jump shot from 7 ft, ,0-2, , 
10:40.0, , ,0-2, ,Defensive rebound by M. Conley
10:25.0, , ,0-2, ,J. Jackson misses 2-pt jump shot from 6 ft
10:22.0, , ,0-2, ,Offensive rebound by K. Anderson
10:22.0, , ,0-2, ,K. Anderson misses 2-pt layup from 1 ft
10:21.0, , ,0-2, ,Offensive rebound by K. Anderson
10:21.0, , ,0-2, ,K. Anderson misses 2-pt layup from 1 ft
10:20.0,Defensive rebound by R. Kurucs, ,0-2, , 
10:16.0,J. Dudley misses 2-pt layup from 1 ft, ,0-2, , 
10:13.0, , ,0-2, ,Defensive rebound by M. Gasol
10:06.0, , ,0-4,+2,J. Jackson makes 2-pt layup at rim (assist by K. Anderson)
9:53.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),+3,3-4, , 
9:30.0, , ,3-6,+2,J. Jackson makes 2-pt jump shot from 8 ft
9:20.0,D. Russell makes 2-pt jump shot from 15 ft,+2,5-6, , 
9:02.0, , ,5-8,+2,G. Temple makes 2-pt jump shot from 8 ft (assist by J. Jackson)
8:48.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),+3,8-8, , 
8:32.0, , ,8-10,+2,M. Conley makes 2-pt jump shot from 1 ft
8:09.0,Turnover by D. Russell (bad pass; steal by M. Conley), ,8-10, , 
8:09.0, , ,8-10, ,Personal foul by R. Kurucs (drawn by M. Conley)
7:59.0, , ,8-10, ,M. Gasol misses 2-pt jump shot from 21 ft
7:56.0,Defensive rebound by D. Russell, ,8-10, , 
7:50.0,R. Kurucs misses 2-pt layup from 1 ft, ,8-10, , 
7:48.0, , ,8-10, ,Defensive rebound by M. Gasol
7:39.0, , ,8-12,+2,J. Jackson makes 2-pt hook shot from 13 ft (assist by M. Gasol)
7:28.0,J. Dudley misses 2-pt layup from 2 ft (block by K. Anderson), ,8-12, , 
7:28.0,Offensive rebound by Team, ,8-12, , 
7:18.0,D. Russell misses 2-pt jump shot from 20 ft, ,8-12, , 
7:14.0, , ,8-12, ,Defensive rebound by K. Anderson
7:05.0, , ,8-14,+2,J. Jackson makes 2-pt dunk at rim (assist by K. Anderson)
7:05.0,Brooklyn full timeout, ,8-14, , 
6:52.0,J. Harris misses 3-pt jump shot from 25 ft, ,8-14, , 
6:50.0, , ,8-14, ,Defensive rebound by M. Conley
6:28.0, , ,8-14, ,M. Conley misses 2-pt layup from 1 ft
6:26.0,Defensive rebound by J. Allen, ,8-14, , 
6:20.0,R. Kurucs misses 3-pt jump shot from 24 ft (block by J. Jackson), ,8-14, , 
6:19.0, , ,8-14, ,Defensive rebound by J. Jackson
6:19.0, , ,8-14, ,Turnover by J. Jackson (step out of bounds)
6:19.0,D. Carroll enters the game for J. Harris, ,8-14, , 
6:19.0,S. Dinwiddie enters the game for R. Kurucs, ,8-14, , 
6:19.0,S. Napier enters the game for D. Russell, ,8-14, , 
6:19.0, , ,8-14, ,J. Green enters the game for M. Gasol
5:57.0,Turnover by S. Napier (out of bounds lost ball), ,8-14, , 
5:48.0, , ,8-16,+2,M. Conley makes 2-pt jump shot from 22 ft
5:37.0,S. Dinwiddie makes 2-pt layup at rim,+2,10-16, , 
5:37.0,Shooting foul by J. Jackson (drawn by S. Dinwiddie), ,10-16, , 
5:37.0, , ,10-16, ,D. Brooks enters the game for G. Temple
5:37.0,S. Dinwiddie makes free throw 1 of 1,+1,11-16, , 
5:22.0, , ,11-16, ,D. Brooks misses 2-pt jump shot from 8 ft
5:22.0, , ,11-16, ,Offensive rebound by Team
5:14.0, , ,11-19,+3,M. Conley makes 3-pt jump shot from 23 ft (assist by K. Anderson)
5:01.0,Turnover by S. Dinwiddie (bad pass), ,11-19, , 
4:46.0, , ,11-19, ,Shooting foul by J. Allen (drawn by J. Green)
4:46.0, , ,11-19, ,J. Green misses free throw 1 of 2
4:46.0, , ,11-19, ,Offensive rebound by Team
4:46.0, , ,11-20,+1,J. Green makes free throw 2 of 2
4:29.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Napier),+2,13-20, , 
4:12.0, , ,13-20, ,J. Jackson misses 2-pt layup from 1 ft (block by J. Allen)
4:07.0, , ,13-20, ,Offensive rebound by J. Green
4:07.0, , ,13-22,+2,J. Green makes 2-pt layup from 1 ft
3:52.0, , ,13-22, ,Violation by Team (kicked ball)
3:52.0,E. Davis enters the game for J. Allen, ,13-22, , 
3:52.0,J. Harris enters the game for J. Dudley, ,13-22, , 
3:52.0, , ,13-22, ,S. Mack enters the game for K. Anderson
3:52.0, , ,13-22, ,G. Temple enters the game for M. Conley
3:43.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),+3,16-22, , 
3:22.0, , ,16-22, ,S. Mack misses 2-pt jump shot from 22 ft
3:20.0,Defensive rebound by E. Davis, ,16-22, , 
3:11.0,E. Davis makes 2-pt layup from 1 ft (assist by S. Napier),+2,18-22, , 
2:52.0, , ,18-22, ,J. Green misses 2-pt jump shot at rim
2:48.0,Defensive rebound by J. Harris, ,18-22, , 
2:45.0,Shooting foul by J. Green (drawn by D. Carroll), ,18-22, , 
2:45.0, , ,18-22, ,Memphis full timeout
2:45.0,D. Russell enters the game for J. Harris, ,18-22, , 
2:45.0, , ,18-22, ,M. Gasol enters the game for J. Jackson
2:45.0,D. Carroll makes free throw 1 of 2,+1,19-22, , 
2:45.0,D. Carroll makes free throw 2 of 2,+1,20-22, , 
2:27.0, , ,20-24,+2,D. Brooks makes 2-pt jump shot from 21 ft
2:19.0,Personal foul by D. Brooks (drawn by S. Dinwiddie), ,20-24, , 
2:09.0,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by S. Napier),+3,23-24, , 
1:50.0, , ,23-24, ,G. Temple misses 2-pt jump shot from 20 ft
1:46.0, , ,23-24, ,Offensive rebound by J. Green
1:40.0, , ,23-26,+2,S. Mack makes 2-pt layup from 2 ft
1:26.0,S. Dinwiddie misses 2-pt jump shot from 10 ft, ,23-26, , 
1:24.0, , ,23-26, ,Defensive rebound by M. Gasol
1:19.0, , ,23-26, ,Personal foul by S. Dinwiddie (drawn by J. Green)
1:09.0, , ,23-26, ,D. Brooks misses 2-pt layup from 2 ft
1:06.0,Defensive rebound by E. Davis, ,23-26, , 
1:01.0,D. Russell makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),+3,26-26, , 
0:44.0, , ,26-26, ,M. Gasol misses 2-pt jump shot from 20 ft
0:42.0,Defensive rebound by D. Russell, ,26-26, , 
0:37.0,S. Dinwiddie misses 3-pt jump shot from 27 ft, ,26-26, , 
0:33.0, , ,26-26, ,Defensive rebound by M. Gasol
0:25.0, , ,26-26, ,Turnover by S. Mack (bad pass)
0:02.0,D. Carroll misses 2-pt jump shot from 11 ft, ,26-26, , 
0:00.0, , ,26-26, ,Defensive rebound by J. Green
11:47.0,S. Napier misses 3-pt jump shot from 23 ft, ,26-26, , 
11:44.0, , ,26-26, ,Defensive rebound by J. Green
11:31.0, , ,26-28,+2,J. Noah makes 2-pt layup from 4 ft
11:16.0,Turnover by D. Russell (bad pass; steal by J. Carter), ,26-28, , 
11:10.0, , ,26-31,+3,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Carter)
10:45.0,Turnover by S. Napier (lost ball; steal by J. Carter), ,26-31, , 
10:36.0, , ,26-31, ,J. Noah misses 2-pt layup from 4 ft
10:32.0,Defensive rebound by E. Davis, ,26-31, , 
10:24.0,D. Russell misses 3-pt jump shot from 25 ft, ,26-31, , 
10:19.0, , ,26-31, ,Defensive rebound by Team
10:13.0, , ,26-31, ,G. Temple misses 2-pt jump shot from 21 ft
10:09.0,Defensive rebound by D. Carroll, ,26-31, , 
10:02.0,S. Napier misses 2-pt jump shot from 17 ft, ,26-31, , 
9:59.0, , ,26-31, ,Defensive rebound by J. Noah
9:50.0, , ,26-33,+2,J. Noah makes 2-pt layup at rim (assist by J. Carter)
9:22.0,Turnover by S. Napier (bad pass; steal by D. Brooks), ,26-33, , 
9:17.0, , ,26-33, ,J. Carter misses 3-pt jump shot from 23 ft
9:13.0,Defensive rebound by D. Russell, ,26-33, , 
8:59.0,Offensive foul by E. Davis (drawn by J. Green), ,26-33, , 
8:59.0,Turnover by E. Davis (offensive foul), ,26-33, , 
8:59.0,S. Dinwiddie enters the game for S. Napier, ,26-33, , 
8:59.0, , ,26-33, ,O. Casspi enters the game for J. Green
8:52.0, , ,26-33, ,D. Brooks misses 3-pt jump shot from 26 ft
8:49.0,Defensive rebound by E. Davis, ,26-33, , 
8:41.0,Shooting foul by J. Carter (drawn by D. Russell), ,26-33, , 
8:41.0,D. Russell makes free throw 1 of 2,+1,27-33, , 
8:41.0,D. Russell makes free throw 2 of 2,+1,28-33, , 
