time,away_description,away_change,score,home_change,home_description
11:44.0, , ,0-0, ,K. Huerter misses 2-pt jump shot from 4 ft
11:40.0, , ,0-0, ,Offensive rebound by B. Fernando
11:39.0, , ,0-0, ,D. Hunter misses 3-pt jump shot from 25 ft
11:36.0,Defensive rebound by D. Brooks, ,0-0, , 
11:30.0,D. Brooks misses 3-pt jump shot from 25 ft, ,0-0, , 
11:26.0,Offensive rebound by J. Valančiūnas, ,0-0, , 
11:23.0,D. Melton misses 2-pt jump shot from 13 ft, ,0-0, , 
11:20.0,Offensive rebound by J. Valančiūnas, ,0-0, , 
11:18.0,D. Brooks misses 3-pt jump shot from 26 ft, ,0-0, , 
11:15.0, , ,0-0, ,Defensive rebound by K. Huerter
11:09.0, , ,0-0, ,Turnover by T. Young (bad pass)
10:55.0,Turnover by K. Anderson (bad pass; steal by J. Collins), ,0-0, , 
10:50.0, , ,0-0, ,B. Fernando misses 2-pt dunk from 2 ft
10:46.0,Defensive rebound by J. Morant, ,0-0, , 
10:38.0,J. Morant misses 2-pt jump shot from 11 ft, ,0-0, , 
10:34.0, , ,0-0, ,Defensive rebound by J. Collins
10:29.0, , ,0-0, ,Personal foul by J. Morant (drawn by T. Young)
10:23.0, , ,0-2,+2,T. Young makes 2-pt jump shot from 17 ft (assist by B. Fernando)
10:06.0,K. Anderson misses 3-pt jump shot from 23 ft, ,0-2, , 
10:04.0, , ,0-2, ,Defensive rebound by D. Hunter
9:57.0, , ,0-2, ,B. Fernando misses 3-pt jump shot from 23 ft
9:53.0,Defensive rebound by J. Valančiūnas, ,0-2, , 
9:48.0,Turnover by D. Melton (lost ball; steal by T. Young), ,0-2, , 
9:45.0, , ,0-2, ,T. Young misses 2-pt layup from 12 ft
9:39.0,Defensive rebound by J. Valančiūnas, ,0-2, , 
9:30.0,D. Brooks misses 2-pt hook shot from 7 ft, ,0-2, , 
9:27.0,Offensive rebound by J. Valančiūnas, ,0-2, , 
9:26.0,J. Valančiūnas misses 2-pt layup from 2 ft, ,0-2, , 
9:26.0,Offensive rebound by J. Valančiūnas, ,0-2, , 
9:22.0,D. Brooks misses 3-pt jump shot from 25 ft, ,0-2, , 
9:18.0, , ,0-2, ,Defensive rebound by D. Hunter
9:10.0, , ,0-4,+2,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young)
9:10.0,Memphis full timeout, ,0-4, , 
8:52.0,K. Anderson misses 2-pt jump shot from 3 ft, ,0-4, , 
8:49.0, , ,0-4, ,Defensive rebound by B. Fernando
8:45.0, , ,0-4, ,T. Young misses 2-pt jump shot from 9 ft
8:42.0, , ,0-4, ,Offensive rebound by Team
8:35.0, , ,0-4, ,D. Hunter misses 3-pt jump shot from 23 ft
8:32.0, , ,0-4, ,Offensive rebound by B. Fernando
8:30.0, , ,0-4, ,B. Fernando misses 2-pt layup from 4 ft
8:30.0, , ,0-4, ,Offensive rebound by D. Hunter
8:26.0, , ,0-7,+3,K. Huerter makes 3-pt jump shot from 26 ft (assist by D. Hunter)
8:11.0,J. Morant misses 2-pt jump shot from 13 ft, ,0-7, , 
8:08.0, , ,0-7, ,Defensive rebound by D. Hunter
8:00.0, , ,0-7, ,J. Collins misses 2-pt dunk from 2 ft
7:57.0,Defensive rebound by J. Valančiūnas, ,0-7, , 
7:54.0,D. Brooks misses 3-pt jump shot from 26 ft, ,0-7, , 
7:50.0,Offensive rebound by J. Valančiūnas, ,0-7, , 
7:49.0,J. Valančiūnas makes 2-pt layup from 1 ft,+2,2-7, , 
7:37.0, , ,2-7, ,K. Huerter misses 2-pt jump shot from 21 ft
7:35.0, , ,2-7, ,Offensive rebound by K. Huerter
7:31.0, , ,2-7, ,J. Collins misses 2-pt layup from 4 ft (block by K. Anderson)
7:30.0, , ,2-7, ,Offensive rebound by Team
7:29.0, , ,2-9,+2,D. Hunter makes 2-pt dunk from 1 ft (assist by K. Huerter)
7:29.0,Memphis full timeout, ,2-9, , 
7:15.0,Personal foul by B. Fernando (drawn by J. Valančiūnas), ,2-9, , 
7:08.0,D. Melton misses 2-pt jump shot from 13 ft, ,2-9, , 
7:03.0, , ,2-9, ,Defensive rebound by B. Fernando
6:47.0, , ,2-11,+2,T. Young makes 2-pt jump shot from 16 ft
6:26.0,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by J. Morant),+2,4-11, , 
6:08.0, , ,4-11, ,T. Young misses 3-pt jump shot from 27 ft
6:05.0,Defensive rebound by K. Anderson, ,4-11, , 
5:57.0,J. Morant makes 2-pt jump shot from 12 ft,+2,6-11, , 
5:40.0, , ,6-11, ,T. Young misses 2-pt jump shot from 10 ft
5:36.0,Defensive rebound by D. Brooks, ,6-11, , 
5:33.0,D. Melton misses 2-pt layup from 3 ft (block by D. Hunter), ,6-11, , 
5:32.0,Offensive rebound by J. Morant, ,6-11, , 
5:32.0,J. Morant makes 2-pt dunk from 1 ft,+2,8-11, , 
5:32.0, , ,8-11, ,Atlanta full timeout
5:32.0,G. Dieng enters the game for K. Anderson, ,8-11, , 
5:32.0,J. Jackson enters the game for D. Melton, ,8-11, , 
5:32.0, , ,8-11, ,V. Carter enters the game for B. Fernando
5:32.0, , ,8-11, ,J. Teague enters the game for K. Huerter
5:16.0, , ,8-11, ,V. Carter misses 3-pt jump shot from 25 ft
5:11.0, , ,8-11, ,Offensive rebound by J. Collins
5:07.0, , ,8-14,+3,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Collins)
4:50.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),+3,11-14, , 
4:33.0, , ,11-14, ,V. Carter misses 3-pt jump shot from 26 ft
4:31.0,Defensive rebound by Team, ,11-14, , 
4:16.0,J. Jackson misses 2-pt layup from 7 ft (block by J. Teague), ,11-14, , 
4:16.0, , ,11-14, ,Defensive rebound by Team
4:11.0, , ,11-14, ,Shooting foul by D. Brooks (drawn by T. Young)
4:11.0, , ,11-15,+1,T. Young makes free throw 1 of 3
4:11.0, , ,11-16,+1,T. Young makes free throw 2 of 3
4:11.0,T. Jones enters the game for J. Morant, ,11-16, , 
4:11.0, , ,11-16, ,D. Jones enters the game for J. Collins
4:11.0, , ,11-17,+1,T. Young makes free throw 3 of 3
3:58.0,T. Jones misses 3-pt jump shot from 24 ft, ,11-17, , 
3:55.0, , ,11-17, ,Defensive rebound by J. Teague
3:52.0, , ,11-17, ,Turnover by J. Teague (lost ball; steal by T. Jones)
3:45.0,J. Valančiūnas makes 3-pt jump shot from 26 ft (assist by T. Jones),+3,14-17, , 
3:31.0, , ,14-17, ,T. Young misses 2-pt jump shot from 13 ft
3:27.0, , ,14-17, ,Offensive rebound by D. Jones
3:27.0, , ,14-19,+2,D. Jones makes 2-pt dunk at rim
3:17.0,G. Dieng misses 2-pt hook shot from 3 ft, ,14-19, , 
3:13.0, , ,14-19, ,Defensive rebound by D. Jones
3:07.0, , ,14-19, ,V. Carter misses 3-pt jump shot from 26 ft
3:03.0,Defensive rebound by T. Jones, ,14-19, , 
3:00.0,D. Brooks misses 3-pt jump shot from 25 ft, ,14-19, , 
2:55.0,Offensive rebound by J. Valančiūnas, ,14-19, , 
2:54.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),+3,17-19, , 
2:41.0, , ,17-19, ,J. Teague misses 3-pt jump shot from 25 ft
2:38.0,Defensive rebound by J. Jackson, ,17-19, , 
2:31.0,Shooting foul by V. Carter (drawn by G. Dieng), ,17-19, , 
2:31.0,G. Dieng makes free throw 1 of 2,+1,18-19, , 
2:31.0,A. Tolliver enters the game for J. Valančiūnas, ,18-19, , 
2:31.0, , ,18-19, ,B. Goodwin enters the game for D. Hunter
2:31.0, , ,18-19, ,T. Graham enters the game for T. Young
2:31.0,G. Dieng makes free throw 2 of 2,+1,19-19, , 
2:13.0, , ,19-19, ,T. Graham misses 2-pt layup from 6 ft (block by J. Jackson)
2:09.0,Defensive rebound by J. Jackson, ,19-19, , 
2:02.0,Personal foul by D. Jones (drawn by G. Dieng), ,19-19, , 
2:02.0,J. Konchar enters the game for D. Brooks, ,19-19, , 
2:02.0,Offensive foul by A. Tolliver (drawn by V. Carter), ,19-19, , 
2:02.0,Turnover by A. Tolliver (offensive foul), ,19-19, , 
1:47.0, , ,19-21,+2,J. Teague makes 2-pt jump shot from 8 ft
1:30.0,J. Jackson misses 2-pt jump shot from 5 ft (block by D. Jones), ,19-21, , 
1:27.0, , ,19-21, ,Defensive rebound by J. Teague
1:25.0, , ,19-21, ,Turnover by J. Teague (bad pass)
1:10.0,T. Jones makes 2-pt jump shot from 6 ft (assist by G. Dieng),+2,21-21, , 
0:52.0, , ,21-23,+2,D. Jones makes 2-pt layup from 1 ft (assist by B. Goodwin)
0:39.0,Def 3 sec tech foul by Team, ,21-23, , 
0:39.0,T. Jones makes technical free throw,+1,22-23, , 
0:28.0,T. Jones makes 2-pt jump shot from 18 ft,+2,24-23, , 
0:07.0, , ,24-23, ,J. Teague misses 2-pt jump shot from 7 ft
0:03.0,Defensive rebound by G. Dieng, ,24-23, , 
0:01.0,J. Jackson misses 3-pt jump shot from 26 ft, ,24-23, , 
0:01.0,Offensive rebound by Team, ,24-23, , 
11:49.0,Turnover by G. Dieng (traveling), ,24-23, , 
11:45.0, , ,24-23, ,K. Huerter misses 3-pt jump shot from 23 ft
11:42.0, , ,24-23, ,Offensive rebound by T. Graham
11:36.0, , ,24-25,+2,B. Goodwin makes 2-pt layup from 1 ft
11:21.0,T. Jones misses 3-pt jump shot from 26 ft, ,24-25, , 
11:21.0, , ,24-25, ,Defensive rebound by Team
10:57.0, , ,24-25, ,J. Collins misses 2-pt jump shot from 7 ft
10:54.0,Defensive rebound by A. Tolliver, ,24-25, , 
10:49.0,J. Konchar misses 2-pt layup from 1 ft, ,24-25, , 
10:47.0, , ,24-25, ,Defensive rebound by B. Goodwin
10:44.0, , ,24-25, ,D. Jones misses 2-pt layup from 3 ft
10:44.0,Defensive rebound by G. Dieng, ,24-25, , 
10:27.0,Shooting foul by T. Graham (drawn by J. Jackson), ,24-25, , 
10:27.0,J. Jackson makes free throw 1 of 2,+1,25-25, , 
10:27.0,J. Jackson misses free throw 2 of 2, ,25-25, , 
10:24.0, , ,25-25, ,Defensive rebound by T. Graham
10:15.0, , ,25-25, ,Turnover by J. Collins (bad pass; steal by J. Jackson)
10:11.0,J. Jackson misses 2-pt dunk from 1 ft, ,25-25, , 
10:11.0, , ,25-25, ,Defensive rebound by Team
9:56.0, , ,25-25, ,Shooting foul by J. Jackson (drawn by J. Collins)
9:56.0, , ,25-26,+1,J. Collins makes free throw 1 of 2
9:56.0, , ,25-27,+1,J. Collins makes free throw 2 of 2
9:34.0,T. Jones makes 2-pt jump shot from 18 ft (assist by J. Jackson),+2,27-27, , 
9:20.0, , ,27-27, ,K. Huerter misses 3-pt jump shot from 25 ft
9:11.0,Defensive rebound by J. Konchar, ,27-27, , 
9:09.0,J. Konchar misses 2-pt layup from 1 ft, ,27-27, , 
9:06.0, , ,27-27, ,Defensive rebound by B. Goodwin
9:06.0, , ,27-27, ,B. Fernando enters the game for D. Jones
8:47.0, , ,27-27, ,J. Collins misses 3-pt jump shot from 25 ft
8:44.0, , ,27-27, ,Offensive rebound by B. Fernando
8:42.0, , ,27-27, ,B. Fernando misses 2-pt layup from 2 ft (block by J. Jackson)
8:42.0,Defensive rebound by G. Dieng, ,27-27, , 
8:36.0,Personal foul by J. Collins (drawn by J. Jackson), ,27-27, , 
8:29.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Jones),+3,30-27, , 
8:14.0, , ,30-27, ,Turnover by B. Goodwin (bad pass; steal by G. Dieng)
8:10.0,J. Konchar makes 2-pt layup from 1 ft (assist by J. Jackson),+2,32-27, , 
8:10.0, , ,32-27, ,Atlanta full timeout
8:10.0,K. Anderson enters the game for J. Konchar, ,32-27, , 
8:10.0,D. Melton enters the game for A. Tolliver, ,32-27, , 
8:10.0, , ,32-27, ,D. Hunter enters the game for B. Goodwin
8:10.0, , ,32-27, ,T. Young enters the game for T. Graham
8:00.0, , ,32-27, ,B. Fernando misses 2-pt hook shot from 7 ft
7:56.0,Defensive rebound by D. Melton, ,32-27, , 
7:54.0,Turnover by T. Jones (step out of bounds), ,32-27, , 
7:45.0, , ,32-27, ,Turnover by T. Young (bad pass; steal by T. Jones)
7:42.0,Shooting foul by D. Hunter (drawn by D. Melton), ,32-27, , 
7:42.0,D. Melton makes free throw 1 of 2,+1,33-27, , 
7:42.0,D. Melton makes free throw 2 of 2,+1,34-27, , 
7:28.0, , ,34-27, ,K. Huerter misses 2-pt layup from 1 ft
7:25.0,Defensive rebound by G. Dieng, ,34-27, , 
7:16.0,G. Dieng makes 2-pt layup from 2 ft (assist by D. Melton),+2,36-27, , 
7:16.0,Shooting foul by B. Fernando (drawn by G. Dieng), ,36-27, , 
7:16.0,G. Dieng makes free throw 1 of 1,+1,37-27, , 
6:54.0, , ,37-27, ,Turnover by J. Collins (lost ball; steal by T. Jones)
6:48.0,T. Jones misses 3-pt jump shot from 26 ft, ,37-27, , 
6:41.0,Offensive rebound by D. Melton, ,37-27, , 
6:41.0,D. Melton misses 2-pt layup from 1 ft, ,37-27, , 
6:40.0, , ,37-27, ,Defensive rebound by D. Hunter
6:28.0, , ,37-27, ,K. Huerter misses 3-pt jump shot from 23 ft
6:26.0,Defensive rebound by G. Dieng, ,37-27, , 
6:21.0,K. Anderson makes 2-pt layup from 1 ft (assist by D. Melton),+2,39-27, , 
6:20.0, , ,39-27, ,Atlanta full timeout
6:20.0,D. Brooks enters the game for G. Dieng, ,39-27, , 
6:20.0,J. Morant enters the game for J. Jackson, ,39-27, , 
6:20.0,J. Valančiūnas enters the game for T. Jones, ,39-27, , 
6:20.0, , ,39-27, ,T. Graham enters the game for B. Fernando
6:06.0, , ,39-30,+3,T. Graham makes 3-pt jump shot from 25 ft (assist by T. Young)
5:49.0,D. Brooks misses 2-pt jump shot from 16 ft, ,39-30, , 
5:47.0,Offensive rebound by D. Brooks, ,39-30, , 
5:45.0,D. Brooks makes 2-pt layup from 1 ft,+2,41-30, , 
5:36.0, , ,41-30, ,Personal foul by D. Melton (drawn by T. Young)
5:33.0, , ,41-33,+3,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Graham)
5:19.0,Personal foul by D. Hunter (drawn by K. Anderson), ,41-33, , 
5:19.0,K. Anderson misses free throw 1 of 2, ,41-33, , 
5:19.0,Offensive rebound by Team, ,41-33, , 
5:19.0,K. Anderson makes free throw 2 of 2,+1,42-33, , 
5:00.0, , ,42-33, ,Turnover by T. Young (lost ball; steal by D. Melton)
4:56.0,J. Morant makes 2-pt dunk from 1 ft (assist by D. Melton),+2,44-33, , 
4:51.0, , ,44-33, ,Personal foul by D. Melton (drawn by T. Young)
4:41.0, , ,44-33, ,T. Young misses 3-pt jump shot from 37 ft
4:36.0, , ,44-33, ,Offensive rebound by J. Collins
4:31.0, , ,44-35,+2,T. Graham makes 2-pt layup from 2 ft (assist by D. Hunter)
4:17.0,D. Brooks makes 2-pt layup from 4 ft,+2,46-35, , 
4:02.0, , ,46-35, ,T. Young misses 2-pt jump shot from 8 ft
3:59.0,Defensive rebound by J. Valančiūnas, ,46-35, , 
3:43.0,D. Brooks makes 3-pt jump shot from 25 ft,+3,49-35, , 
3:24.0, , ,49-37,+2,K. Huerter makes 2-pt jump shot from 12 ft
3:20.0,Turnover by K. Anderson (bad pass), ,49-37, , 
3:20.0,J. Jackson enters the game for D. Melton, ,49-37, , 
3:13.0, , ,49-37, ,Turnover by J. Collins (traveling)
2:56.0,K. Anderson misses 2-pt jump shot from 9 ft (block by K. Huerter), ,49-37, , 
2:52.0,Offensive rebound by K. Anderson, ,49-37, , 
2:51.0,J. Jackson misses 2-pt jump shot from 12 ft, ,49-37, , 
2:48.0, , ,49-37, ,Defensive rebound by K. Huerter
2:37.0, , ,49-37, ,Shooting foul by K. Anderson (drawn by T. Young)
2:37.0, , ,49-38,+1,T. Young makes free throw 1 of 2
2:37.0, , ,49-38, ,D. Jones enters the game for J. Collins
2:37.0, , ,49-39,+1,T. Young makes free throw 2 of 2
2:32.0,Personal foul by D. Hunter (drawn by D. Brooks), ,49-39, , 
2:32.0,D. Brooks misses free throw 1 of 2, ,49-39, , 
2:32.0,Offensive rebound by Team, ,49-39, , 
2:32.0, , ,49-39, ,J. Teague enters the game for D. Hunter
2:32.0,D. Brooks makes free throw 2 of 2,+1,50-39, , 
2:30.0, , ,50-39, ,Turnover by T. Graham (bad pass; steal by D. Brooks)
2:27.0,D. Brooks misses 2-pt layup from 1 ft, ,50-39, , 
2:26.0,Offensive rebound by D. Brooks, ,50-39, , 
2:25.0,Shooting foul by K. Huerter (drawn by J. Morant), ,50-39, , 
2:25.0,J. Morant misses free throw 1 of 2, ,50-39, , 
2:25.0,Offensive rebound by Team, ,50-39, , 
2:25.0,J. Morant misses free throw 2 of 2, ,50-39, , 
