time,away_description,away_change,score,home_change,home_description
11:36.0, , ,0-0, ,D. House misses 3-pt jump shot from 25 ft
11:32.0,Defensive rebound by M. Conley, ,0-0, , 
11:14.0,J. Jackson misses 3-pt jump shot from 24 ft, ,0-0, , 
11:12.0, , ,0-0, ,Defensive rebound by J. Harden
11:04.0, , ,0-0, ,Personal foul by K. Anderson (drawn by C. Capela)
11:00.0, , ,0-0, ,Shooting foul by G. Temple (drawn by J. Harden)
11:00.0, , ,0-1,+1,J. Harden makes free throw 1 of 2
11:00.0, , ,0-1, ,J. Harden misses free throw 2 of 2
11:00.0,Defensive rebound by J. Jackson, ,0-1, , 
10:44.0,G. Temple misses 3-pt jump shot from 25 ft, ,0-1, , 
10:40.0, , ,0-1, ,Defensive rebound by C. Capela
10:22.0, , ,0-1, ,P. Tucker misses 3-pt jump shot from 22 ft
10:20.0,Defensive rebound by G. Temple, ,0-1, , 
10:09.0,G. Temple misses 2-pt layup from 1 ft, ,0-1, , 
10:06.0, , ,0-1, ,Defensive rebound by A. Rivers
10:01.0, , ,0-1, ,J. Harden misses 3-pt jump shot from 27 ft
9:58.0,Defensive rebound by M. Gasol, ,0-1, , 
9:46.0,M. Conley makes 2-pt jump shot from 19 ft,+2,2-1, , 
9:29.0, , ,2-1, ,P. Tucker misses 2-pt layup from 1 ft
9:27.0,Defensive rebound by M. Gasol, ,2-1, , 
9:09.0,J. Jackson misses 2-pt hook shot from 5 ft, ,2-1, , 
9:07.0, , ,2-1, ,Defensive rebound by C. Capela
8:48.0, , ,2-1, ,Turnover by J. Harden (bad pass; steal by M. Gasol)
8:45.0,Shooting foul by P. Tucker (drawn by M. Conley), ,2-1, , 
8:45.0,M. Conley makes free throw 1 of 2,+1,3-1, , 
8:45.0,M. Conley makes free throw 2 of 2,+1,4-1, , 
8:30.0, , ,4-1, ,A. Rivers misses 2-pt jump shot from 9 ft
8:28.0,Defensive rebound by J. Jackson, ,4-1, , 
8:25.0,G. Temple makes 2-pt layup from 1 ft (assist by M. Conley),+2,6-1, , 
8:15.0, , ,6-1, ,Shooting foul by J. Jackson (drawn by J. Harden)
8:15.0, , ,6-1, ,J. Harden misses free throw 1 of 2
8:15.0, , ,6-1, ,Offensive rebound by Team
8:15.0, , ,6-2,+1,J. Harden makes free throw 2 of 2
7:56.0,M. Gasol misses 2-pt jump shot from 20 ft, ,6-2, , 
7:56.0, , ,6-2, ,Defensive rebound by Team
7:56.0, , ,6-2, ,G. Green enters the game for D. House
7:44.0, , ,6-5,+3,G. Green makes 3-pt jump shot from 26 ft (assist by J. Harden)
7:25.0,M. Conley misses 3-pt jump shot from 25 ft, ,6-5, , 
7:22.0, , ,6-5, ,Defensive rebound by C. Capela
7:03.0, , ,6-8,+3,J. Harden makes 3-pt jump shot from 25 ft
6:56.0,Memphis full timeout, ,6-8, , 
6:45.0,M. Gasol misses 2-pt hook shot from 8 ft, ,6-8, , 
6:43.0, , ,6-8, ,Defensive rebound by C. Capela
6:23.0, , ,6-8, ,J. Harden misses 2-pt jump shot from 10 ft
6:21.0, , ,6-8, ,Offensive rebound by J. Harden
6:11.0, , ,6-8, ,G. Green misses 3-pt jump shot from 26 ft
6:08.0,Defensive rebound by M. Gasol, ,6-8, , 
5:45.0,J. Jackson misses 2-pt jump shot from 10 ft, ,6-8, , 
5:43.0, , ,6-8, ,Defensive rebound by C. Capela
5:43.0,J. Green enters the game for M. Conley, ,6-8, , 
5:43.0,S. Mack enters the game for J. Jackson, ,6-8, , 
5:19.0, , ,6-11,+3,G. Green makes 3-pt jump shot from 23 ft (assist by J. Harden)
5:01.0,Turnover by K. Anderson (bad pass), ,6-11, , 
5:01.0, , ,6-11, ,D. House enters the game for A. Rivers
4:46.0, , ,6-14,+3,G. Green makes 3-pt jump shot from 26 ft (assist by J. Harden)
4:26.0,J. Green makes 3-pt jump shot from 23 ft (assist by S. Mack),+3,9-14, , 
4:20.0, , ,9-17,+3,D. House makes 3-pt jump shot from 27 ft (assist by J. Harden)
3:56.0,G. Temple misses 2-pt layup from 6 ft, ,9-17, , 
3:54.0, , ,9-17, ,Defensive rebound by J. Harden
3:48.0, , ,9-19,+2,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden)
3:35.0,G. Temple misses 3-pt jump shot from 25 ft, ,9-19, , 
3:32.0, , ,9-19, ,Defensive rebound by P. Tucker
3:24.0, , ,9-22,+3,G. Green makes 3-pt jump shot from 23 ft (assist by J. Harden)
3:24.0,Memphis full timeout, ,9-22, , 
3:24.0,D. Brooks enters the game for G. Temple, ,9-22, , 
3:24.0, , ,9-22, ,G. Clark enters the game for C. Capela
