time,away_description,away_change,score,home_change,home_description
11:41.0, , ,0-0, ,D. Murray misses 2-pt layup from 2 ft
11:38.0,Defensive rebound by H. Barnes, ,0-0, , 
11:28.0,Personal foul by D. DeRozan (drawn by N. Bjelica), ,0-0, , 
11:18.0,B. Bogdanović makes 2-pt jump shot from 9 ft,+2,2-0, , 
11:03.0, , ,2-2,+2,D. DeRozan makes 2-pt jump shot from 14 ft
10:47.0,Turnover by D. Fox (bad pass; steal by J. Poeltl), ,2-2, , 
10:39.0, , ,2-4,+2,D. Murray makes 2-pt jump shot from 16 ft
10:28.0,D. Fox makes 2-pt layup from 1 ft,+2,4-4, , 
10:18.0, , ,4-7,+3,D. White makes 3-pt jump shot from 26 ft (assist by J. Poeltl)
10:07.0,D. Fox makes 2-pt layup from 1 ft,+2,6-7, , 
9:51.0, , ,6-10,+3,D. White makes 3-pt jump shot from 27 ft (assist by D. DeRozan)
9:37.0,B. Bogdanović misses 3-pt jump shot from 26 ft, ,6-10, , 
9:34.0, , ,6-10, ,Defensive rebound by D. White
9:31.0, , ,6-10, ,Personal foul by N. Bjelica (drawn by J. Poeltl)
9:28.0, , ,6-10, ,Shooting foul by R. Holmes (drawn by J. Poeltl)
9:28.0, , ,6-10, ,J. Poeltl misses free throw 1 of 2
9:28.0, , ,6-10, ,Offensive rebound by Team
9:28.0, , ,6-11,+1,J. Poeltl makes free throw 2 of 2
9:13.0,D. Fox makes 2-pt jump shot from 22 ft (assist by B. Bogdanović),+2,8-11, , 
9:04.0, , ,8-11, ,Turnover by D. DeRozan (out of bounds lost ball)
8:53.0,B. Bogdanović misses 2-pt jump shot from 11 ft, ,8-11, , 
8:49.0,Offensive rebound by R. Holmes, ,8-11, , 
8:49.0,R. Holmes makes 2-pt layup at rim,+2,10-11, , 
8:38.0, , ,10-11, ,Turnover by D. White (bad pass; steal by H. Barnes)
8:34.0,H. Barnes makes 2-pt layup from 1 ft,+2,12-11, , 
8:12.0,Violation by Team (kicked ball), ,12-11, , 
8:08.0, , ,12-11, ,D. DeRozan misses 2-pt jump shot from 16 ft
8:04.0,Defensive rebound by N. Bjelica, ,12-11, , 
8:00.0,B. Bogdanović misses 3-pt jump shot from 25 ft, ,12-11, , 
7:57.0, , ,12-11, ,Defensive rebound by D. White
7:53.0, , ,12-11, ,Shooting foul by R. Holmes (drawn by D. White)
7:53.0, , ,12-12,+1,D. White makes free throw 1 of 2
7:53.0,B. Hield enters the game for R. Holmes, ,12-12, , 
7:53.0, , ,12-13,+1,D. White makes free throw 2 of 2
7:42.0,N. Bjelica makes 3-pt jump shot from 29 ft (assist by D. Fox),+3,15-13, , 
7:40.0, , ,15-13, ,San Antonio full timeout
7:26.0, , ,15-16,+3,D. Murray makes 3-pt jump shot from 26 ft (assist by D. DeRozan)
7:10.0,D. Fox misses 2-pt dunk from 1 ft (block by J. Poeltl), ,15-16, , 
7:08.0, , ,15-16, ,Defensive rebound by D. Murray
7:01.0, , ,15-16, ,D. White misses 3-pt jump shot from 23 ft
6:58.0,Defensive rebound by B. Hield, ,15-16, , 
6:58.0, , ,15-16, ,R. Gay enters the game for J. Poeltl
6:40.0,N. Bjelica makes 2-pt layup from 1 ft (assist by B. Hield),+2,17-16, , 
6:40.0,Shooting foul by D. White (drawn by N. Bjelica), ,17-16, , 
6:40.0,N. Bjelica makes free throw 1 of 1,+1,18-16, , 
6:18.0, , ,18-18,+2,L. Walker makes 2-pt jump shot from 5 ft
6:13.0,D. Fox makes 2-pt layup from 1 ft,+2,20-18, , 
6:13.0,Shooting foul by D. Murray (drawn by D. Fox), ,20-18, , 
6:13.0,D. Fox makes free throw 1 of 1,+1,21-18, , 
6:01.0, , ,21-20,+2,R. Gay makes 2-pt layup from 1 ft (assist by D. White)
5:54.0,D. Fox makes 2-pt layup from 1 ft,+2,23-20, , 
5:40.0, , ,23-22,+2,D. Murray makes 2-pt layup from 1 ft
5:22.0,D. Fox misses 2-pt layup from 2 ft (block by R. Gay), ,23-22, , 
5:21.0,Offensive rebound by Team, ,23-22, , 
5:21.0, , ,23-22, ,M. Belinelli enters the game for D. Murray
5:21.0, , ,23-22, ,K. Johnson enters the game for L. Walker
5:16.0,B. Bogdanović misses 3-pt jump shot from 25 ft, ,23-22, , 
5:13.0, , ,23-22, ,Defensive rebound by R. Gay
5:11.0, , ,23-22, ,K. Johnson misses 2-pt jump shot from 11 ft (block by D. Fox)
5:10.0, , ,23-22, ,Offensive rebound by Team
5:01.0, , ,23-22, ,R. Gay misses 2-pt jump shot from 21 ft
4:58.0, , ,23-22, ,Offensive rebound by K. Johnson
4:56.0, , ,23-24,+2,R. Gay makes 2-pt jump shot from 14 ft (assist by K. Johnson)
4:40.0,D. Fox misses 2-pt jump shot from 19 ft, ,23-24, , 
4:38.0, , ,23-24, ,Defensive rebound by R. Gay
4:28.0, , ,23-26,+2,D. White makes 2-pt dunk from 1 ft (assist by D. DeRozan)
4:18.0,Sacramento full timeout, ,23-26, , 
4:18.0,K. Bazemore enters the game for N. Bjelica, ,23-26, , 
4:18.0,H. Giles enters the game for B. Bogdanović, ,23-26, , 
4:18.0, , ,23-26, ,J. Poeltl enters the game for D. DeRozan
4:09.0,H. Giles misses 2-pt hook shot from 5 ft, ,23-26, , 
4:07.0, , ,23-26, ,Defensive rebound by R. Gay
3:53.0, , ,23-28,+2,J. Poeltl makes 2-pt layup from 1 ft (assist by D. White)
3:41.0,B. Hield misses 3-pt jump shot from 25 ft, ,23-28, , 
3:38.0, , ,23-28, ,Defensive rebound by M. Belinelli
3:24.0, , ,23-30,+2,R. Gay makes 2-pt jump shot from 7 ft
3:11.0,Turnover by D. Fox (lost ball; steal by M. Belinelli), ,23-30, , 
3:08.0, , ,23-32,+2,M. Belinelli makes 2-pt layup from 1 ft
3:08.0, , ,23-32, ,Shooting foul by K. Bazemore (drawn by M. Belinelli)
3:08.0,C. Joseph enters the game for D. Fox, ,23-32, , 
3:08.0, , ,23-33,+1,M. Belinelli makes free throw 1 of 1
2:55.0,Turnover by K. Bazemore (out of bounds lost ball), ,23-33, , 
2:40.0, , ,23-33, ,M. Belinelli misses 2-pt jump shot from 19 ft
2:36.0, , ,23-33, ,Offensive rebound by J. Poeltl
2:30.0, , ,23-33, ,Shooting foul by K. Bazemore (drawn by M. Belinelli)
2:30.0, , ,23-34,+1,M. Belinelli makes free throw 1 of 3
2:30.0, , ,23-35,+1,M. Belinelli makes free throw 2 of 3
2:30.0, , ,23-35, ,D. Murray enters the game for D. White
2:30.0, , ,23-36,+1,M. Belinelli makes free throw 3 of 3
2:09.0,K. Bazemore misses 2-pt layup from 2 ft, ,23-36, , 
2:06.0, , ,23-36, ,Defensive rebound by K. Johnson
1:59.0, , ,23-36, ,Def 3 sec tech foul by Team
1:59.0, , ,23-37,+1,M. Belinelli makes technical free throw
1:51.0, , ,23-39,+2,R. Gay makes 2-pt jump shot from 15 ft (assist by M. Belinelli)
1:49.0,Sacramento full timeout, ,23-39, , 
1:31.0,H. Barnes makes 2-pt layup from 2 ft (assist by H. Giles),+2,25-39, , 
1:15.0, , ,25-39, ,J. Poeltl misses 2-pt jump shot from 7 ft
1:12.0,Defensive rebound by K. Bazemore, ,25-39, , 
1:03.0,H. Giles makes 2-pt layup from 2 ft,+2,27-39, , 
0:54.0, , ,27-39, ,Personal foul by B. Hield (drawn by M. Belinelli)
0:54.0, , ,27-40,+1,M. Belinelli makes free throw 1 of 2
0:54.0, , ,27-41,+1,M. Belinelli makes free throw 2 of 2
0:43.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by C. Joseph),+3,30-41, , 
0:32.0, , ,30-41, ,D. Murray misses 2-pt jump shot from 7 ft
0:29.0,Defensive rebound by H. Giles, ,30-41, , 
0:16.0,B. Hield misses 2-pt layup from 2 ft, ,30-41, , 
0:14.0, , ,30-41, ,Defensive rebound by D. Murray
0:03.0, , ,30-43,+2,D. Murray makes 2-pt jump shot from 6 ft
0:00.0,K. Bazemore misses 3-pt jump shot from 31 ft, ,30-43, , 
0:00.0,Offensive rebound by Team, ,30-43, , 
11:44.0,B. Hield makes 3-pt jump shot from 26 ft (assist by C. Joseph),+3,33-43, , 
11:44.0,Instant Replay (Request: Ruling Stands), ,33-43, , 
11:30.0, , ,33-43, ,D. Murray misses 3-pt jump shot from 26 ft
11:27.0,Defensive rebound by K. Bazemore, ,33-43, , 
11:21.0,R. Holmes makes 2-pt layup from 1 ft (assist by K. Bazemore),+2,35-43, , 
11:01.0, , ,35-43, ,M. Belinelli misses 3-pt jump shot from 25 ft
10:58.0,Defensive rebound by K. Bazemore, ,35-43, , 
10:53.0,B. Hield misses 3-pt jump shot from 25 ft, ,35-43, , 
10:50.0, , ,35-43, ,Defensive rebound by D. Murray
10:44.0, , ,35-43, ,R. Gay misses 3-pt jump shot from 26 ft
10:41.0,Defensive rebound by K. Bazemore, ,35-43, , 
10:39.0,K. Bazemore makes 2-pt layup from 1 ft,+2,37-43, , 
10:39.0,Shooting foul by D. Murray (drawn by K. Bazemore), ,37-43, , 
10:39.0, , ,37-43, ,L. Walker enters the game for R. Gay
10:39.0,K. Bazemore makes free throw 1 of 1,+1,38-43, , 
10:25.0, , ,38-45,+2,K. Johnson makes 2-pt layup from 1 ft (assist by J. Poeltl)
10:16.0,R. Holmes misses 2-pt layup from 1 ft, ,38-45, , 
10:14.0, , ,38-45, ,Defensive rebound by J. Poeltl
10:00.0, , ,38-45, ,Turnover by D. Murray (lost ball; steal by K. Bazemore)
9:55.0,B. Hield misses 3-pt jump shot from 24 ft, ,38-45, , 
9:50.0, , ,38-45, ,Defensive rebound by L. Walker
9:46.0, , ,38-47,+2,D. Murray makes 2-pt jump shot from 10 ft (assist by L. Walker)
9:46.0, , ,38-47, ,D. DeRozan enters the game for K. Johnson
9:27.0,Turnover by C. Joseph (lost ball; steal by J. Poeltl), ,38-47, , 
9:24.0, , ,38-49,+2,L. Walker makes 2-pt dunk from 1 ft (assist by D. Murray)
9:05.0,Turnover by B. Hield (bad pass), ,38-49, , 
8:55.0, , ,38-49, ,L. Walker misses 2-pt jump shot from 12 ft
8:52.0,Defensive rebound by B. Hield, ,38-49, , 
8:50.0,Shooting foul by D. Murray (drawn by R. Holmes), ,38-49, , 
