time,away_description,away_change,score,home_change,home_description
11:47.0,L. Ball misses 2-pt layup from 2 ft, ,0-0, , 
11:45.0, , ,0-0, ,Defensive rebound by E. Bledsoe
11:40.0, , ,0-0, ,P. George misses 2-pt jump shot from 11 ft
11:37.0, , ,0-0, ,Offensive rebound by Team
11:26.0, , ,0-2,+2,P. George makes 2-pt layup from 2 ft
11:04.0,A. Caruso misses 2-pt jump shot from 17 ft, ,0-2, , 
11:01.0, , ,0-2, ,Defensive rebound by P. George
10:49.0, , ,0-4,+2,E. Bledsoe makes 2-pt jump shot from 3 ft
10:38.0,Z. LaVine misses 2-pt jump shot from 17 ft, ,0-4, , 
10:38.0, , ,0-4, ,Defensive rebound by Team
10:26.0, , ,0-4, ,Turnover by N. Batum (bad pass)
10:19.0,Personal foul by N. Batum (drawn by Z. LaVine), ,0-4, , 
10:13.0,D. DeRozan misses 2-pt jump shot from 18 ft, ,0-4, , 
10:09.0,Offensive rebound by T. Bradley, ,0-4, , 
10:07.0,L. Ball makes 3-pt jump shot from 26 ft (assist by D. DeRozan),+3,3-4, , 
9:55.0, , ,3-6,+2,E. Bledsoe makes 2-pt layup from 2 ft
9:44.0,D. DeRozan misses 2-pt layup from 2 ft (block by I. Zubac), ,3-6, , 
9:41.0, , ,3-6, ,Defensive rebound by N. Batum
9:36.0, , ,3-6, ,R. Jackson misses 3-pt jump shot from 26 ft
9:31.0,Defensive rebound by A. Caruso, ,3-6, , 
9:17.0,Z. LaVine misses 3-pt jump shot from 27 ft, ,3-6, , 
9:10.0, , ,3-6, ,Defensive rebound by I. Zubac
9:04.0, , ,3-6, ,R. Jackson misses 2-pt jump shot from 8 ft
9:02.0,Defensive rebound by Z. LaVine, ,3-6, , 
8:54.0,Z. LaVine makes 2-pt layup from 1 ft,+2,5-6, , 
8:41.0, , ,5-6, ,Shooting foul by D. DeRozan (drawn by I. Zubac)
8:41.0, , ,5-7,+1,I. Zubac makes free throw 1 of 2
8:41.0, , ,5-8,+1,I. Zubac makes free throw 2 of 2
8:22.0,L. Ball misses 2-pt jump shot from 8 ft, ,5-8, , 
8:17.0,Offensive rebound by L. Ball, ,5-8, , 
8:17.0,L. Ball makes 2-pt layup at rim,+2,7-8, , 
8:08.0, , ,7-8, ,Turnover by E. Bledsoe (bad pass)
8:00.0,Shooting foul by I. Zubac (drawn by D. DeRozan), ,7-8, , 
8:00.0,D. DeRozan makes free throw 1 of 2,+1,8-8, , 
8:00.0,D. DeRozan makes free throw 2 of 2,+1,9-8, , 
7:41.0, , ,9-8, ,E. Bledsoe misses 3-pt jump shot from 27 ft
7:38.0,Defensive rebound by A. Caruso, ,9-8, , 
7:25.0,Z. LaVine misses 2-pt layup from 2 ft, ,9-8, , 
7:22.0, , ,9-8, ,Defensive rebound by P. George
7:12.0, , ,9-8, ,P. George misses 2-pt jump shot from 18 ft
7:09.0,Defensive rebound by T. Bradley, ,9-8, , 
6:53.0,D. DeRozan makes 2-pt jump shot from 20 ft,+2,11-8, , 
6:40.0, , ,11-8, ,P. George misses 3-pt jump shot from 26 ft
6:37.0, , ,11-8, ,Offensive rebound by I. Zubac
6:31.0, , ,11-8, ,Turnover by I. Zubac (3 sec)
6:31.0, , ,11-8, ,LA Clippers full timeout
6:22.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by A. Caruso),+2,13-8, , 
5:56.0, , ,13-8, ,R. Jackson misses 3-pt jump shot from 27 ft
5:53.0,Defensive rebound by Z. LaVine, ,13-8, , 
5:45.0,T. Bradley makes 2-pt layup from 2 ft (assist by Z. LaVine),+2,15-8, , 
5:40.0, , ,15-8, ,Turnover by I. Zubac (bad pass; steal by L. Ball)
5:32.0,Z. LaVine makes 3-pt jump shot from 26 ft,+3,18-8, , 
5:19.0, , ,18-8, ,Shooting foul by T. Bradley (drawn by P. George)
5:19.0, , ,18-9,+1,P. George makes free throw 1 of 2
5:19.0,A. Dosunmu enters the game for T. Bradley, ,18-9, , 
5:19.0,J. Green enters the game for A. Caruso, ,18-9, , 
5:19.0,D. Jones enters the game for D. DeRozan, ,18-9, , 
5:19.0, , ,18-9, ,I. Hartenstein enters the game for N. Batum
5:19.0, , ,18-9, ,L. Kennard enters the game for E. Bledsoe
5:19.0, , ,18-9, ,T. Mann enters the game for I. Zubac
5:19.0, , ,18-10,+1,P. George makes free throw 2 of 2
5:06.0,L. Ball misses 3-pt jump shot from 28 ft, ,18-10, , 
5:03.0, , ,18-10, ,Defensive rebound by I. Hartenstein
4:47.0, , ,18-10, ,T. Mann misses 3-pt jump shot from 23 ft
4:45.0,Defensive rebound by Z. LaVine, ,18-10, , 
4:40.0,J. Green makes 2-pt dunk from 1 ft (assist by Z. LaVine),+2,20-10, , 
4:22.0, , ,20-10, ,R. Jackson misses 2-pt jump shot from 19 ft
4:20.0,Defensive rebound by A. Dosunmu, ,20-10, , 
