time,away_description,away_change,score,home_change,home_description
11:38.0,K. Faried misses 2-pt jump shot from 9 ft, ,0-0, , 
11:37.0, , ,0-0, ,Defensive rebound by D. Cousins
11:22.0, , ,0-0, ,D. Cousins misses 2-pt layup from 2 ft
11:21.0,Defensive rebound by C. Capela, ,0-0, , 
11:14.0,P. Tucker misses 3-pt jump shot from 25 ft, ,0-0, , 
11:10.0, , ,0-0, ,Defensive rebound by D. Cousins
11:03.0, , ,0-0, ,D. Green misses 3-pt jump shot from 23 ft
11:02.0,Defensive rebound by K. Faried, ,0-0, , 
10:53.0,E. Gordon makes 3-pt jump shot from 29 ft (assist by C. Paul),+3,3-0, , 
10:41.0, , ,3-0, ,Turnover by K. Durant (lost ball; steal by E. Gordon)
10:36.0,E. Gordon makes 2-pt layup from 1 ft (assist by C. Paul),+2,5-0, , 
10:28.0, , ,5-0, ,Turnover by D. Green (bad pass; steal by C. Paul)
10:24.0,E. Gordon misses 3-pt jump shot from 27 ft, ,5-0, , 
10:21.0, , ,5-0, ,Defensive rebound by D. Green
10:06.0, , ,5-0, ,Shooting foul by K. Faried (drawn by K. Durant)
10:06.0, , ,5-0, ,K. Durant misses free throw 1 of 2
10:06.0, , ,5-0, ,Offensive rebound by Team
10:06.0, , ,5-0, ,K. Durant misses free throw 2 of 2
10:04.0,Defensive rebound by C. Capela, ,5-0, , 
9:54.0,C. Paul misses 3-pt jump shot from 27 ft, ,5-0, , 
9:52.0, , ,5-0, ,Defensive rebound by D. Cousins
9:32.0, , ,5-0, ,K. Thompson misses 3-pt jump shot from 23 ft
9:30.0,Defensive rebound by C. Capela, ,5-0, , 
9:25.0,Shooting foul by D. Cousins (drawn by K. Faried), ,5-0, , 
9:25.0,K. Faried makes free throw 1 of 2,+1,6-0, , 
9:25.0,K. Faried makes free throw 2 of 2,+1,7-0, , 
9:24.0, , ,7-0, ,Turnover by D. Cousins (bad pass; steal by P. Tucker)
9:12.0,C. Capela misses 2-pt layup from 3 ft, ,7-0, , 
9:11.0,Offensive rebound by K. Faried, ,7-0, , 
9:04.0,Personal foul by D. Green (drawn by C. Paul), ,7-0, , 
8:59.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by C. Paul),+3,10-0, , 
8:44.0, , ,10-0, ,D. Green misses 3-pt jump shot from 26 ft
8:42.0,Defensive rebound by K. Faried, ,10-0, , 
8:21.0,C. Paul makes 2-pt layup from 13 ft,+2,12-0, , 
8:08.0, , ,12-0, ,D. Cousins misses 2-pt jump shot from 7 ft
8:07.0,Defensive rebound by C. Capela, ,12-0, , 
7:59.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),+3,15-0, , 
7:45.0, , ,15-3,+3,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry)
7:25.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by K. Faried),+3,18-3, , 
7:15.0, , ,18-6,+3,S. Curry makes 3-pt jump shot from 27 ft
7:03.0,C. Capela misses 2-pt hook shot from 8 ft, ,18-6, , 
7:02.0, , ,18-6, ,Defensive rebound by S. Curry
6:53.0, , ,18-6, ,Shooting foul by K. Faried (drawn by K. Durant)
6:53.0, , ,18-6, ,Golden State full timeout
6:53.0, , ,18-7,+1,K. Durant makes free throw 1 of 2
6:53.0, , ,18-8,+1,K. Durant makes free throw 2 of 2
6:28.0,Turnover by Team (shot clock), ,18-8, , 
6:14.0, , ,18-8, ,K. Thompson misses 3-pt jump shot from 25 ft
6:11.0,Defensive rebound by P. Tucker, ,18-8, , 
6:08.0, , ,18-8, ,Violation by Team (kicked ball)
6:08.0,G. Green enters the game for K. Faried, ,18-8, , 
6:08.0,A. Rivers enters the game for E. Gordon, ,18-8, , 
6:08.0, , ,18-8, ,A. Iguodala enters the game for D. Green
6:01.0,Offensive foul by C. Capela (drawn by A. Iguodala), ,18-8, , 
6:01.0,Turnover by C. Capela (offensive foul), ,18-8, , 
5:53.0, , ,18-8, ,Offensive foul by D. Cousins (drawn by P. Tucker)
5:53.0, , ,18-8, ,Turnover by D. Cousins (offensive foul)
5:40.0,C. Capela makes 2-pt hook shot from 7 ft (assist by C. Paul),+2,20-8, , 
5:29.0, , ,20-8, ,S. Curry misses 3-pt jump shot from 27 ft
5:27.0,Defensive rebound by C. Paul, ,20-8, , 
5:18.0,Shooting foul by S. Curry (drawn by P. Tucker), ,20-8, , 
5:18.0, , ,20-8, ,K. Looney enters the game for D. Cousins
5:18.0,P. Tucker makes free throw 1 of 2,+1,21-8, , 
5:18.0,P. Tucker makes free throw 2 of 2,+1,22-8, , 
4:58.0, , ,22-8, ,S. Curry misses 2-pt jump shot from 10 ft
4:57.0,Defensive rebound by C. Capela, ,22-8, , 
4:49.0,G. Green makes 2-pt layup from 3 ft (assist by C. Paul),+2,24-8, , 
4:43.0, , ,24-10,+2,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry)
4:40.0,Turnover by G. Green (bad pass; steal by K. Thompson), ,24-10, , 
4:38.0, , ,24-12,+2,K. Thompson makes 2-pt layup from 3 ft
4:38.0, , ,24-12, ,Shooting foul by G. Green (drawn by K. Thompson)
4:38.0, , ,24-13,+1,K. Thompson makes free throw 1 of 1
4:23.0,G. Green misses 3-pt jump shot from 27 ft, ,24-13, , 
4:21.0, , ,24-13, ,Defensive rebound by S. Curry
4:09.0, , ,24-13, ,A. Iguodala misses 2-pt jump shot from 10 ft
4:08.0,Defensive rebound by C. Capela, ,24-13, , 
3:55.0,P. Tucker makes 2-pt layup from 5 ft (assist by C. Paul),+2,26-13, , 
3:48.0, , ,26-13, ,K. Durant misses 2-pt jump shot from 13 ft
3:44.0,Defensive rebound by C. Capela, ,26-13, , 
3:40.0,C. Paul misses 3-pt jump shot from 26 ft, ,26-13, , 
3:38.0, , ,26-13, ,Defensive rebound by S. Curry
3:36.0, , ,26-13, ,Turnover by S. Curry (bad pass; steal by C. Capela)
3:30.0,C. Paul misses 2-pt jump shot from 13 ft, ,26-13, , 
3:29.0, , ,26-13, ,Defensive rebound by K. Looney
3:21.0, , ,26-13, ,Personal foul by C. Paul (drawn by S. Curry)
3:21.0,N. Hilário enters the game for C. Capela, ,26-13, , 
3:21.0, , ,26-13, ,J. Jerebko enters the game for K. Thompson
3:21.0,Houston full timeout, ,26-13, , 
3:21.0,E. Gordon enters the game for C. Paul, ,26-13, , 
3:13.0, , ,26-13, ,S. Curry misses 3-pt jump shot from 27 ft
3:12.0, , ,26-13, ,Offensive rebound by K. Durant
3:12.0, , ,26-13, ,K. Durant misses 2-pt dunk from 3 ft (block by N. Hilário)
