time,away_description,away_change,score,home_change,home_description
11:45.0, , ,0-2,+2,H. Barnes makes 2-pt jump shot from 6 ft (assist by N. Bjelica)
11:29.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),+2,2-2, , 
11:09.0, , ,2-2, ,Turnover by B. Hield (bad pass; steal by T. Hardaway)
10:58.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by L. Dončić),+3,5-2, , 
10:47.0, , ,5-4,+2,D. Fox makes 2-pt jump shot from 3 ft
10:36.0,L. Dončić makes 2-pt layup from 1 ft,+2,7-4, , 
10:18.0, , ,7-4, ,N. Bjelica misses 2-pt jump shot from 4 ft
10:14.0,Defensive rebound by L. Dončić, ,7-4, , 
10:10.0,L. Dončić makes 2-pt layup from 2 ft,+2,9-4, , 
10:01.0, , ,9-7,+3,B. Hield makes 3-pt jump shot from 23 ft
9:49.0,L. Dončić misses 3-pt jump shot from 25 ft, ,9-7, , 
9:45.0, , ,9-7, ,Defensive rebound by N. Bjelica
9:29.0, , ,9-7, ,B. Hield misses 2-pt jump shot from 12 ft
9:25.0,Defensive rebound by L. Dončić, ,9-7, , 
9:20.0,D. Finney-Smith misses 3-pt jump shot from 25 ft, ,9-7, , 
9:20.0,Offensive rebound by Team, ,9-7, , 
9:13.0,Turnover by L. Dončić (bad pass; steal by H. Barnes), ,9-7, , 
9:06.0, , ,9-10,+3,B. Hield makes 3-pt jump shot from 23 ft (assist by D. Fox)
8:53.0,L. Dončić misses 3-pt jump shot from 25 ft, ,9-10, , 
8:51.0, , ,9-10, ,Defensive rebound by N. Bjelica
8:44.0, , ,9-12,+2,M. Bagley makes 2-pt dunk from 1 ft (assist by D. Fox)
8:23.0,T. Hardaway makes 2-pt layup from 3 ft,+2,11-12, , 
8:14.0, , ,11-12, ,Turnover by B. Hield (lost ball; steal by D. Finney-Smith)
8:08.0,D. Finney-Smith makes 2-pt dunk at rim (assist by T. Hardaway),+2,13-12, , 
7:52.0, , ,13-12, ,H. Barnes misses 2-pt jump shot from 7 ft
7:49.0,Defensive rebound by L. Dončić, ,13-12, , 
7:41.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),+3,16-12, , 
7:28.0, , ,16-14,+2,D. Fox makes 2-pt layup from 6 ft
7:28.0, , ,16-14, ,Violation by Team (delay of game)
7:13.0,D. Powell misses 2-pt layup from 4 ft, ,16-14, , 
7:11.0, , ,16-14, ,Defensive rebound by D. Fox
6:59.0, , ,16-14, ,B. Hield misses 3-pt jump shot from 25 ft
6:56.0, , ,16-14, ,Offensive rebound by N. Bjelica
6:56.0, , ,16-14, ,N. Bjelica misses 2-pt layup at rim
6:54.0, , ,16-14, ,Offensive rebound by N. Bjelica
6:54.0, , ,16-14, ,N. Bjelica misses 2-pt layup at rim
6:53.0, , ,16-14, ,Offensive rebound by D. Fox
6:52.0, , ,16-16,+2,H. Barnes makes 2-pt layup from 2 ft (assist by D. Fox)
6:52.0,Violation by Team (def goaltending), ,16-16, , 
6:35.0,T. Hardaway misses 3-pt jump shot from 25 ft, ,16-16, , 
6:33.0,Offensive rebound by D. Finney-Smith, ,16-16, , 
6:29.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),+2,18-16, , 
6:23.0, , ,18-16, ,Sacramento full timeout
6:16.0, , ,18-18,+2,M. Bagley makes 2-pt dunk from 1 ft
6:01.0,Turnover by D. Finney-Smith (bad pass; steal by D. Fox), ,18-18, , 
5:56.0, , ,18-20,+2,B. Hield makes 2-pt layup from 2 ft (assist by N. Bjelica)
5:37.0,T. Hardaway makes 3-pt jump shot from 26 ft,+3,21-20, , 
5:31.0, , ,21-20, ,Shooting foul by D. Powell (drawn by D. Fox)
5:31.0, , ,21-20, ,D. Fox misses free throw 1 of 2
5:31.0, , ,21-20, ,Offensive rebound by Team
5:31.0,J. Jackson enters the game for D. Powell, ,21-20, , 
5:31.0, , ,21-20, ,T. Ariza enters the game for M. Bagley
5:31.0, , ,21-20, ,H. Giles enters the game for H. Barnes
5:31.0, , ,21-20, ,D. Fox misses free throw 2 of 2
5:27.0,Defensive rebound by D. Finney-Smith, ,21-20, , 
5:19.0,D. Finney-Smith misses 3-pt jump shot from 23 ft, ,21-20, , 
5:14.0,Offensive rebound by M. Kleber, ,21-20, , 
5:13.0,M. Kleber makes 2-pt layup from 3 ft,+2,23-20, , 
4:59.0, , ,23-20, ,N. Bjelica misses 3-pt jump shot from 27 ft
4:57.0,Defensive rebound by L. Dončić, ,23-20, , 
4:51.0,J. Jackson makes 2-pt layup from 5 ft (assist by L. Dončić),+2,25-20, , 
4:43.0, , ,25-22,+2,B. Hield makes 2-pt layup from 3 ft
4:28.0,L. Dončić misses 3-pt jump shot from 27 ft, ,25-22, , 
4:28.0,Offensive rebound by T. Hardaway, ,25-22, , 
4:28.0,Personal foul by H. Giles (drawn by T. Hardaway), ,25-22, , 
4:22.0,L. Dončić makes 2-pt jump shot from 15 ft,+2,27-22, , 
4:22.0,Shooting foul by D. Fox (drawn by L. Dončić), ,27-22, , 
4:22.0,L. Dončić makes free throw 1 of 1,+1,28-22, , 
4:12.0, , ,28-22, ,B. Hield misses 2-pt jump shot from 17 ft
4:07.0,Defensive rebound by D. Finney-Smith, ,28-22, , 
3:58.0,Turnover by L. Dončić (bad pass), ,28-22, , 
3:49.0, , ,28-22, ,D. Fox misses 3-pt jump shot from 26 ft
3:45.0,Defensive rebound by T. Hardaway, ,28-22, , 
3:38.0,J. Jackson misses 3-pt jump shot from 23 ft, ,28-22, , 
