time,away_description,away_change,score,home_change,home_description
11:39.0, , ,0-0, ,Shooting foul by H. Diallo (drawn by L. Dončić)
11:39.0, , ,0-0, ,L. Dončić misses free throw 1 of 2
11:39.0, , ,0-0, ,Offensive rebound by Team
11:39.0, , ,0-1,+1,L. Dončić makes free throw 2 of 2
11:26.0,Shooting foul by D. Finney-Smith (drawn by J. Grant), ,0-1, , 
11:26.0,J. Grant makes free throw 1 of 2,+1,1-1, , 
11:26.0,J. Grant makes free throw 2 of 2,+1,2-1, , 
11:17.0, , ,2-1, ,Turnover by D. Finney-Smith (bad pass; steal by I. Stewart)
11:12.0,Shooting foul by J. Brunson (drawn by H. Diallo), ,2-1, , 
11:12.0,H. Diallo makes free throw 1 of 2,+1,3-1, , 
11:12.0,H. Diallo misses free throw 2 of 2, ,3-1, , 
11:10.0, , ,3-1, ,Defensive rebound by D. Finney-Smith
10:55.0, , ,3-1, ,Turnover by L. Dončić (bad pass; steal by S. Bey)
10:51.0,H. Diallo makes 2-pt dunk from 2 ft (assist by S. Bey),+2,5-1, , 
10:41.0, , ,5-1, ,L. Dončić misses 2-pt jump shot from 4 ft
10:41.0, , ,5-1, ,Offensive rebound by D. Powell
10:38.0, , ,5-1, ,D. Powell misses 2-pt layup at rim
10:37.0,Defensive rebound by J. Grant, ,5-1, , 
10:33.0,J. Grant misses 2-pt jump shot from 19 ft, ,5-1, , 
10:31.0, , ,5-1, ,Defensive rebound by D. Finney-Smith
10:23.0, , ,5-3,+2,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić)
9:56.0,C. Joseph misses 2-pt jump shot from 18 ft, ,5-3, , 
9:54.0, , ,5-3, ,Defensive rebound by L. Dončić
9:43.0, , ,5-6,+3,L. Dončić makes 3-pt jump shot from 25 ft
9:23.0,S. Bey makes 3-pt jump shot from 26 ft (assist by J. Grant),+3,8-6, , 
8:58.0, , ,8-6, ,L. Dončić misses 2-pt jump shot from 3 ft
8:58.0, , ,8-6, ,Offensive rebound by D. Powell
8:58.0, , ,8-6, ,Shooting foul by J. Grant (drawn by D. Powell)
8:58.0, , ,8-7,+1,D. Powell makes free throw 1 of 2
8:58.0, , ,8-7, ,D. Powell misses free throw 2 of 2
8:56.0,Defensive rebound by I. Stewart, ,8-7, , 
8:44.0,J. Grant misses 2-pt layup from 2 ft, ,8-7, , 
8:43.0,Offensive rebound by I. Stewart, ,8-7, , 
8:43.0,I. Stewart makes 2-pt layup from 2 ft,+2,10-7, , 
8:43.0,Shooting foul by D. Finney-Smith (drawn by I. Stewart), ,10-7, , 
8:43.0,I. Stewart misses free throw 1 of 1, ,10-7, , 
8:41.0, , ,10-7, ,Defensive rebound by D. Finney-Smith
8:27.0, , ,10-10,+3,J. Brunson makes 3-pt jump shot from 22 ft (assist by L. Dončić)
8:14.0,H. Diallo makes 2-pt layup from 4 ft (assist by S. Bey),+2,12-10, , 
7:55.0, , ,12-10, ,J. Brunson misses 2-pt layup from 3 ft
7:54.0, , ,12-10, ,Offensive rebound by D. Powell
7:53.0, , ,12-10, ,D. Finney-Smith misses 3-pt jump shot from 25 ft
7:50.0,Defensive rebound by J. Grant, ,12-10, , 
7:37.0,I. Stewart makes 2-pt layup at rim (assist by S. Bey),+2,14-10, , 
7:36.0, , ,14-10, ,Dallas full timeout
7:18.0, , ,14-13,+3,J. Brunson makes 3-pt jump shot from 23 ft (assist by L. Dončić)
7:09.0,S. Bey misses 3-pt jump shot from 24 ft (block by L. Dončić), ,14-13, , 
7:06.0, , ,14-13, ,Defensive rebound by D. Finney-Smith
6:53.0, , ,14-13, ,Turnover by L. Dončić (bad pass)
6:53.0, , ,14-13, ,M. Kleber enters the game for D. Finney-Smith
6:39.0,I. Stewart misses 2-pt layup from 3 ft, ,14-13, , 
6:37.0, , ,14-13, ,Defensive rebound by D. Powell
6:28.0, , ,14-16,+3,L. Dončić makes 3-pt jump shot from 26 ft
6:09.0,C. Joseph misses 2-pt layup from 2 ft, ,14-16, , 
6:08.0, , ,14-16, ,Defensive rebound by L. Dončić
5:55.0, , ,14-16, ,L. Dončić misses 2-pt jump shot from 12 ft (block by S. Bey)
5:55.0, , ,14-16, ,Offensive rebound by Team
5:55.0, , ,14-16, ,Technical foul by L. Dončić
5:55.0,J. Grant misses technical free throw, ,14-16, , 
