time,away_description,away_change,score,home_change,home_description
11:41.0,L. Stephenson misses 2-pt jump shot from 18 ft, ,0-0, , 
11:38.0, , ,0-0, ,Defensive rebound by C. Capela
11:21.0, , ,0-2,+2,C. Capela makes 2-pt layup from 2 ft (assist by T. Young)
11:09.0,C. Duarte makes 2-pt jump shot from 7 ft,+2,2-2, , 
10:49.0, , ,2-4,+2,J. Collins makes 2-pt jump shot from 10 ft (assist by T. Young)
10:40.0,K. Sykes misses 2-pt layup from 1 ft (block by T. Young), ,2-4, , 
10:39.0,Offensive rebound by Team, ,2-4, , 
10:33.0,Turnover by C. Duarte (bad pass; steal by C. Capela), ,2-4, , 
10:28.0, , ,2-4, ,Turnover by D. Hunter (out of bounds lost ball)
10:19.0,T. Craig misses 2-pt jump shot from 15 ft, ,2-4, , 
10:16.0, , ,2-4, ,Defensive rebound by C. Capela
10:05.0, , ,2-7,+3,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young)
9:48.0,G. Bitadze misses 2-pt layup from 2 ft, ,2-7, , 
9:45.0,Offensive rebound by L. Stephenson, ,2-7, , 
9:43.0,G. Bitadze makes 2-pt dunk from 1 ft (assist by L. Stephenson),+2,4-7, , 
9:35.0, , ,4-10,+3,D. Hunter makes 3-pt jump shot from 23 ft (assist by T. Young)
9:23.0,L. Stephenson makes 2-pt layup at rim,+2,6-10, , 
9:15.0, , ,6-13,+3,T. Young makes 3-pt jump shot from 29 ft
9:03.0,Shooting foul by C. Capela (drawn by L. Stephenson), ,6-13, , 
9:03.0,L. Stephenson makes free throw 1 of 2,+1,7-13, , 
9:03.0,L. Stephenson misses free throw 2 of 2, ,7-13, , 
9:01.0, , ,7-13, ,Defensive rebound by C. Capela
8:55.0, , ,7-13, ,D. Hunter misses 3-pt jump shot from 26 ft
8:52.0,Defensive rebound by T. Craig, ,7-13, , 
8:40.0,Shooting foul by J. Collins (drawn by L. Stephenson), ,7-13, , 
8:40.0,L. Stephenson makes free throw 1 of 2,+1,8-13, , 
