time,away_description,away_change,score,home_change,home_description
11:47.0, , ,0-2,+2,P. Williams makes 2-pt jump shot from 18 ft (assist by C. White)
11:26.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by R. Covington),+3,3-2, , 
11:11.0, , ,3-4,+2,D. Gafford makes 2-pt layup from 1 ft (assist by C. White)
10:56.0,Turnover by D. Lillard (bad pass; steal by Z. LaVine), ,3-4, , 
10:51.0, , ,3-7,+3,C. White makes 3-pt jump shot from 26 ft (assist by Z. LaVine)
10:35.0,D. Lillard misses 3-pt jump shot from 27 ft, ,3-7, , 
10:32.0, , ,3-7, ,Defensive rebound by Z. LaVine
10:27.0, , ,3-7, ,Turnover by Z. LaVine (lost ball; steal by R. Covington)
10:10.0,E. Freedom makes 2-pt layup from 2 ft,+2,5-7, , 
9:47.0, , ,5-7, ,Shooting foul by E. Freedom (drawn by P. Williams)
9:47.0, , ,5-8,+1,P. Williams makes free throw 1 of 2
9:47.0, , ,5-9,+1,P. Williams makes free throw 2 of 2
9:35.0,G. Trent makes 3-pt jump shot from 29 ft (assist by D. Lillard),+3,8-9, , 
9:17.0, , ,8-9, ,C. White misses 3-pt jump shot from 25 ft
9:15.0,Defensive rebound by N. Little, ,8-9, , 
9:07.0,R. Covington misses 3-pt jump shot from 25 ft, ,8-9, , 
9:03.0, , ,8-9, ,Defensive rebound by Z. LaVine
8:49.0, , ,8-9, ,Turnover by L. Markkanen (out of bounds lost ball)
8:37.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),+2,10-9, , 
8:37.0,Shooting foul by D. Gafford (drawn by E. Freedom), ,10-9, , 
8:37.0,E. Freedom misses free throw 1 of 1, ,10-9, , 
8:34.0, , ,10-9, ,Defensive rebound by D. Gafford
8:21.0, , ,10-9, ,Turnover by L. Markkanen (lost ball; steal by R. Covington)
8:16.0,G. Trent misses 3-pt jump shot from 24 ft, ,10-9, , 
8:13.0, , ,10-9, ,Defensive rebound by D. Gafford
8:06.0, , ,10-9, ,C. White misses 3-pt jump shot from 26 ft
8:05.0,Defensive rebound by Team, ,10-9, , 
7:53.0,Shooting foul by C. White (drawn by D. Lillard), ,10-9, , 
7:53.0,D. Lillard makes free throw 1 of 3,+1,11-9, , 
7:53.0,D. Lillard makes free throw 2 of 3,+1,12-9, , 
7:53.0, , ,12-9, ,Chicago full timeout
7:53.0, , ,12-9, ,T. Young enters the game for D. Gafford
7:53.0,D. Lillard makes free throw 3 of 3,+1,13-9, , 
7:42.0, , ,13-9, ,Turnover by Z. LaVine (lost ball; steal by G. Trent)
7:42.0,Personal foul by Z. LaVine (drawn by G. Trent), ,13-9, , 
7:28.0,E. Freedom makes 2-pt layup from 2 ft (assist by G. Trent),+2,15-9, , 
7:07.0, , ,15-12,+3,L. Markkanen makes 3-pt jump shot from 22 ft (assist by T. Young)
6:53.0,D. Lillard makes 2-pt jump shot from 23 ft,+2,17-12, , 
6:44.0, , ,17-14,+2,P. Williams makes 2-pt jump shot from 15 ft (assist by T. Young)
6:29.0,D. Lillard makes 2-pt jump shot from 18 ft,+2,19-14, , 
6:14.0, , ,19-17,+3,L. Markkanen makes 3-pt jump shot from 23 ft (assist by C. White)
5:56.0,G. Trent misses 3-pt jump shot from 22 ft, ,19-17, , 
5:53.0, , ,19-17, ,Defensive rebound by C. White
5:50.0, , ,19-17, ,L. Markkanen misses 3-pt jump shot from 25 ft
5:47.0, , ,19-17, ,Offensive rebound by T. Young
5:45.0, , ,19-20,+3,C. White makes 3-pt jump shot from 26 ft (assist by T. Young)
5:27.0,D. Lillard misses 3-pt jump shot from 31 ft, ,19-20, , 
5:27.0,Offensive rebound by Team, ,19-20, , 
5:27.0, , ,19-20, ,Loose ball foul by T. Young (drawn by E. Freedom)
5:27.0,C. Anthony enters the game for N. Little, ,19-20, , 
5:27.0, , ,19-20, ,G. Temple enters the game for Z. LaVine
5:15.0,R. Covington makes 2-pt layup from 4 ft (assist by D. Lillard),+2,21-20, , 
4:57.0, , ,21-20, ,Turnover by G. Temple (lost ball; steal by R. Covington)
4:57.0,G. Trent misses 3-pt jump shot from 23 ft, ,21-20, , 
4:56.0, , ,21-20, ,Defensive rebound by Team
4:40.0, , ,21-20, ,G. Temple misses 2-pt jump shot from 9 ft
4:37.0,Defensive rebound by E. Freedom, ,21-20, , 
