time,away_description,away_change,score,home_change,home_description
11:43.0, , ,0-0, ,T. Maxey misses 2-pt layup from 3 ft
11:41.0,Defensive rebound by D. Favors, ,0-0, , 
11:24.0,D. Bazley makes 3-pt jump shot from 27 ft,+3,3-0, , 
11:05.0, , ,3-0, ,J. Embiid misses 2-pt layup from 5 ft (block by J. Giddey)
11:02.0, , ,3-0, ,Offensive rebound by Team
10:59.0, , ,3-0, ,T. Harris misses 2-pt jump shot from 12 ft
10:59.0,Defensive rebound by D. Bazley, ,3-0, , 
10:42.0,D. Favors misses 3-pt jump shot from 24 ft, ,3-0, , 
10:38.0, , ,3-0, ,Defensive rebound by T. Maxey
10:30.0, , ,3-3,+3,J. Embiid makes 3-pt jump shot from 27 ft (assist by T. Maxey)
10:16.0,J. Giddey misses 2-pt jump shot from 6 ft, ,3-3, , 
10:13.0, , ,3-3, ,Defensive rebound by T. Harris
10:10.0, , ,3-3, ,M. Thybulle misses 3-pt jump shot from 22 ft
10:07.0,Defensive rebound by J. Giddey, ,3-3, , 
9:57.0,L. Dort makes 2-pt layup from 1 ft (assist by J. Giddey),+2,5-3, , 
9:38.0, , ,5-3, ,Shooting foul by T. Mann (drawn by F. Korkmaz)
9:38.0, , ,5-4,+1,F. Korkmaz makes free throw 1 of 2
9:38.0, , ,5-5,+1,F. Korkmaz makes free throw 2 of 2
9:23.0,L. Dort misses 3-pt jump shot from 27 ft (block by J. Embiid), ,5-5, , 
9:18.0,Offensive rebound by D. Favors, ,5-5, , 
9:16.0,D. Favors makes 2-pt layup from 3 ft,+2,7-5, , 
8:57.0, , ,7-5, ,T. Harris misses 2-pt layup from 3 ft
8:52.0, , ,7-5, ,Offensive rebound by J. Embiid
8:52.0, , ,7-5, ,J. Embiid misses 2-pt layup at rim
8:47.0, , ,7-5, ,Offensive rebound by J. Embiid
8:47.0, , ,7-5, ,J. Embiid misses 2-pt layup at rim
8:47.0, , ,7-5, ,Offensive rebound by J. Embiid
8:45.0, , ,7-7,+2,J. Embiid makes 2-pt layup at rim
8:37.0,T. Mann misses 2-pt jump shot from 6 ft, ,7-7, , 
8:34.0, , ,7-7, ,Defensive rebound by J. Embiid
8:30.0, , ,7-9,+2,F. Korkmaz makes 2-pt layup from 1 ft (assist by J. Embiid)
8:10.0,T. Mann misses 3-pt jump shot from 30 ft, ,7-9, , 
8:04.0, , ,7-9, ,Defensive rebound by J. Embiid
8:01.0, , ,7-9, ,Turnover by M. Thybulle (bad pass; steal by D. Bazley)
7:53.0,T. Mann misses 2-pt dunk from 1 ft, ,7-9, , 
7:51.0, , ,7-9, ,Defensive rebound by J. Embiid
7:40.0, , ,7-9, ,Shooting foul by D. Bazley (drawn by J. Embiid)
7:40.0, , ,7-9, ,J. Embiid misses free throw 1 of 2
7:40.0, , ,7-9, ,Offensive rebound by Team
7:40.0, , ,7-9, ,J. Embiid misses free throw 2 of 2
7:38.0,Defensive rebound by D. Bazley, ,7-9, , 
7:26.0,T. Mann makes 2-pt layup from 1 ft,+2,9-9, , 
7:09.0, , ,9-11,+2,T. Maxey makes 2-pt jump shot from 7 ft (assist by F. Korkmaz)
6:56.0,Shooting foul by J. Embiid (drawn by D. Bazley), ,9-11, , 
6:56.0, , ,9-11, ,Philadelphia full timeout
6:56.0,D. Bazley makes free throw 1 of 2,+1,10-11, , 
6:56.0,D. Bazley makes free throw 2 of 2,+1,11-11, , 
6:42.0, , ,11-11, ,Shooting foul by D. Favors (drawn by J. Embiid)
6:42.0, , ,11-12,+1,J. Embiid makes free throw 1 of 2
6:42.0, , ,11-13,+1,J. Embiid makes free throw 2 of 2
6:32.0,T. Mann misses 3-pt jump shot from 29 ft, ,11-13, , 
6:28.0, , ,11-13, ,Defensive rebound by M. Thybulle
6:17.0, , ,11-13, ,Personal foul by L. Dort (drawn by J. Embiid)
6:11.0, , ,11-13, ,T. Harris misses 2-pt layup from 1 ft (block by D. Favors)
6:09.0,Defensive rebound by J. Giddey, ,11-13, , 
6:06.0,L. Dort makes 2-pt layup from 2 ft (assist by J. Giddey),+2,13-13, , 
5:42.0, , ,13-13, ,M. Thybulle misses 2-pt jump shot from 7 ft
5:40.0, , ,13-13, ,Offensive rebound by J. Embiid
5:39.0, , ,13-13, ,J. Embiid misses 2-pt layup from 4 ft (block by D. Favors)
5:35.0, , ,13-13, ,Offensive rebound by Team
5:27.0, , ,13-15,+2,T. Harris makes 2-pt jump shot from 11 ft
