time,away_description,away_change,score,home_change,home_description
11:51.0, , ,0-0, ,K. Walker misses 3-pt jump shot from 26 ft
11:48.0,Defensive rebound by J. Ennis, ,0-0, , 
11:42.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),+3,3-0, , 
11:17.0, , ,3-0, ,J. Brown misses 3-pt jump shot from 29 ft
11:13.0,Defensive rebound by J. Ennis, ,3-0, , 
11:06.0,N. Vučević misses 2-pt layup from 1 ft (block by D. Theis), ,3-0, , 
11:02.0, , ,3-0, ,Defensive rebound by G. Hayward
10:44.0, , ,3-0, ,G. Hayward misses 3-pt jump shot from 26 ft
10:41.0, , ,3-0, ,Offensive rebound by J. Tatum
10:36.0, , ,3-2,+2,G. Hayward makes 2-pt layup from 1 ft (assist by J. Tatum)
10:15.0,W. Iwundu misses 3-pt jump shot from 25 ft, ,3-2, , 
10:10.0, , ,3-2, ,Defensive rebound by J. Tatum
10:03.0, , ,3-2, ,Personal foul by D. Augustin (drawn by J. Brown)
9:52.0, , ,3-2, ,Turnover by K. Walker (bad pass; steal by D. Augustin)
9:48.0,Shooting foul by J. Tatum (drawn by J. Ennis), ,3-2, , 
9:48.0,J. Ennis makes free throw 1 of 2,+1,4-2, , 
9:48.0,J. Ennis makes free throw 2 of 2,+1,5-2, , 
9:40.0, , ,5-2, ,Personal foul by J. Ennis (drawn by J. Brown)
9:30.0, , ,5-2, ,J. Tatum misses 2-pt jump shot from 17 ft
9:27.0,Defensive rebound by J. Ennis, ,5-2, , 
9:20.0,J. Ennis misses 2-pt layup from 2 ft, ,5-2, , 
9:19.0, , ,5-2, ,Defensive rebound by D. Theis
9:14.0, , ,5-2, ,G. Hayward misses 2-pt layup from 1 ft (block by G. Clark)
9:10.0, , ,5-2, ,Offensive rebound by G. Hayward
9:08.0, , ,5-4,+2,G. Hayward makes 2-pt dunk from 1 ft
8:51.0,W. Iwundu makes 2-pt layup at rim (assist by D. Augustin),+2,7-4, , 
8:38.0, , ,7-4, ,Turnover by K. Walker (traveling)
8:23.0,Turnover by N. Vučević (bad pass; steal by J. Brown), ,7-4, , 
8:07.0, , ,7-6,+2,J. Tatum makes 2-pt jump shot from 15 ft (assist by G. Hayward)
7:50.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by J. Ennis),+2,9-6, , 
7:26.0, , ,9-6, ,J. Tatum misses 3-pt jump shot from 29 ft
7:22.0,Defensive rebound by J. Ennis, ,9-6, , 
7:13.0,J. Ennis makes 2-pt jump shot from 6 ft (assist by N. Vučević),+2,11-6, , 
7:13.0, , ,11-6, ,Boston full timeout
7:03.0, , ,11-6, ,K. Walker misses 3-pt jump shot from 25 ft
