time,away_description,away_change,score,home_change,home_description
11:46.0,D. Booker makes 3-pt jump shot from 26 ft (assist by M. Bridges),+3,3-0, , 
11:24.0, , ,3-3,+3,D. Graham makes 3-pt jump shot from 27 ft (assist by P. Washington)
10:59.0,D. Ayton makes 2-pt hook shot from 8 ft,+2,5-3, , 
10:39.0, , ,5-3, ,G. Hayward misses 2-pt jump shot from 10 ft
10:39.0,Defensive rebound by Team, ,5-3, , 
10:24.0,D. Booker misses 2-pt jump shot from 10 ft, ,5-3, , 
10:22.0, , ,5-3, ,Defensive rebound by G. Hayward
10:16.0, , ,5-3, ,Turnover by P. Washington (bad pass)
9:59.0,J. Crowder misses 3-pt jump shot from 25 ft, ,5-3, , 
9:57.0, , ,5-3, ,Defensive rebound by T. Rozier
9:51.0, , ,5-3, ,Turnover by T. Rozier (bad pass; steal by M. Bridges)
9:46.0,D. Booker misses 3-pt jump shot from 26 ft, ,5-3, , 
9:43.0, , ,5-3, ,Defensive rebound by G. Hayward
9:29.0, , ,5-6,+3,T. Rozier makes 3-pt jump shot from 26 ft (assist by B. Biyombo)
9:11.0,Turnover by C. Paul (step out of bounds), ,5-6, , 
8:56.0, , ,5-9,+3,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Hayward)
8:33.0,D. Booker makes 2-pt jump shot from 16 ft,+2,7-9, , 
8:21.0, , ,7-11,+2,B. Biyombo makes 2-pt layup from 2 ft (assist by P. Washington)
8:13.0,C. Paul misses 3-pt jump shot from 25 ft, ,7-11, , 
8:11.0, , ,7-11, ,Defensive rebound by B. Biyombo
7:55.0, , ,7-13,+2,D. Graham makes 2-pt jump shot from 12 ft (assist by B. Biyombo)
7:32.0,C. Paul misses 3-pt jump shot from 23 ft, ,7-13, , 
7:31.0,Offensive rebound by Team, ,7-13, , 
7:24.0,D. Ayton makes 2-pt layup from 3 ft (assist by J. Crowder),+2,9-13, , 
7:14.0, , ,9-13, ,D. Graham misses 3-pt jump shot from 25 ft
7:08.0,Defensive rebound by M. Bridges, ,9-13, , 
7:00.0,J. Crowder misses 3-pt jump shot from 25 ft, ,9-13, , 
6:58.0,Offensive rebound by M. Bridges, ,9-13, , 
6:56.0,D. Ayton makes 2-pt dunk from 1 ft (assist by J. Crowder),+2,11-13, , 
6:37.0, , ,11-13, ,Shooting foul by D. Ayton (drawn by G. Hayward)
6:37.0, , ,11-13, ,Charlotte full timeout
6:37.0, , ,11-13, ,C. Martin enters the game for D. Graham
6:37.0, , ,11-14,+1,G. Hayward makes free throw 1 of 2
6:37.0, , ,11-15,+1,G. Hayward makes free throw 2 of 2
6:28.0,D. Ayton makes 2-pt dunk from 1 ft (assist by M. Bridges),+2,13-15, , 
6:15.0, , ,13-15, ,G. Hayward misses 3-pt jump shot from 25 ft
6:13.0, , ,13-15, ,Offensive rebound by P. Washington
6:09.0, , ,13-15, ,G. Hayward misses 3-pt jump shot from 26 ft
6:09.0,Defensive rebound by Team, ,13-15, , 
6:09.0, , ,13-15, ,Loose ball foul by B. Biyombo (drawn by J. Crowder)
6:09.0, , ,13-15, ,M. Bridges enters the game for B. Biyombo
5:45.0,C. Paul makes 2-pt jump shot from 12 ft,+2,15-15, , 
5:37.0, , ,15-15, ,Turnover by C. Martin (bad pass; steal by M. Bridges)
5:31.0,M. Bridges misses 3-pt jump shot from 26 ft, ,15-15, , 
5:28.0,Offensive rebound by J. Crowder, ,15-15, , 
5:27.0,Turnover by J. Crowder (bad pass; steal by C. Martin), ,15-15, , 
5:20.0, , ,15-17,+2,G. Hayward makes 2-pt layup at rim (assist by T. Rozier)
5:02.0,D. Ayton misses 2-pt hook shot from 7 ft, ,15-17, , 
4:59.0, , ,15-17, ,Defensive rebound by M. Bridges
4:53.0, , ,15-17, ,M. Bridges misses 3-pt jump shot from 26 ft
4:50.0,Defensive rebound by D. Booker, ,15-17, , 
4:37.0,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),+2,17-17, , 
4:23.0, , ,17-17, ,P. Washington misses 3-pt jump shot from 25 ft
4:19.0, , ,17-17, ,Offensive rebound by M. Bridges
4:18.0, , ,17-17, ,T. Rozier misses 3-pt jump shot from 25 ft
4:15.0, , ,17-17, ,Offensive rebound by T. Rozier
4:08.0, , ,17-17, ,P. Washington misses 3-pt jump shot from 24 ft
4:05.0, , ,17-17, ,Offensive rebound by P. Washington
3:59.0, , ,17-19,+2,M. Bridges makes 2-pt layup from 1 ft
3:38.0,J. Crowder misses 3-pt jump shot from 25 ft, ,17-19, , 
3:36.0, , ,17-19, ,Defensive rebound by P. Washington
3:21.0, , ,17-21,+2,T. Rozier makes 2-pt jump shot from 20 ft
3:14.0,Phoenix full timeout, ,17-21, , 
3:14.0,T. Craig enters the game for D. Ayton, ,17-21, , 
3:14.0,C. Johnson enters the game for M. Bridges, ,17-21, , 
3:14.0,C. Payne enters the game for J. Crowder, ,17-21, , 
3:14.0,D. Šarić enters the game for C. Paul, ,17-21, , 
2:57.0,D. Šarić misses 2-pt layup from 3 ft, ,17-21, , 
2:55.0, , ,17-21, ,Defensive rebound by T. Rozier
2:41.0, , ,17-24,+3,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Hayward)
2:25.0,D. Booker misses 3-pt jump shot from 27 ft, ,17-24, , 
2:25.0,Offensive rebound by Team, ,17-24, , 
2:25.0, , ,17-24, ,C. Zeller enters the game for P. Washington
2:20.0,D. Booker makes 2-pt jump shot from 11 ft,+2,19-24, , 
2:20.0,Shooting foul by M. Bridges (drawn by D. Booker), ,19-24, , 
2:20.0,D. Booker makes free throw 1 of 1,+1,20-24, , 
2:05.0, , ,20-24, ,Personal foul by T. Craig (drawn by T. Rozier)
1:59.0, , ,20-24, ,Shooting foul by C. Johnson (drawn by G. Hayward)
1:59.0, , ,20-24, ,G. Hayward misses free throw 1 of 2
1:59.0, , ,20-24, ,Offensive rebound by Team
1:59.0, , ,20-24, ,D. Graham enters the game for T. Rozier
1:59.0, , ,20-25,+1,G. Hayward makes free throw 2 of 2
1:33.0,D. Booker makes 3-pt jump shot from 27 ft (assist by T. Craig),+3,23-25, , 
1:09.0, , ,23-25, ,C. Martin misses 2-pt jump shot from 16 ft
1:06.0,Defensive rebound by C. Payne, ,23-25, , 
1:01.0,C. Payne misses 3-pt jump shot from 26 ft, ,23-25, , 
0:58.0, , ,23-25, ,Defensive rebound by M. Bridges
0:53.0, , ,23-27,+2,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Graham)
0:32.0,C. Payne makes 3-pt jump shot from 24 ft (assist by D. Booker),+3,26-27, , 
0:14.0, , ,26-27, ,D. Graham misses 2-pt layup from 1 ft (block by T. Craig)
0:10.0, , ,26-27, ,Offensive rebound by G. Hayward
0:09.0, , ,26-29,+2,G. Hayward makes 2-pt layup from 1 ft
0:02.0,D. Booker misses 2-pt jump shot from 6 ft, ,26-29, , 
0:01.0,Offensive rebound by D. Šarić, ,26-29, , 
0:00.0,D. Šarić misses 2-pt layup from 4 ft, ,26-29, , 
0:00.0, , ,26-29, ,Defensive rebound by G. Hayward
11:35.0, , ,26-29, ,M. Bridges misses 3-pt jump shot from 27 ft
11:34.0, , ,26-29, ,Turnover by Team (shot clock)
11:34.0, , ,26-29, ,Offensive rebound by Team
11:15.0,C. Johnson misses 3-pt jump shot from 26 ft, ,26-29, , 
11:12.0, , ,26-29, ,Defensive rebound by C. Martin
11:01.0, , ,26-31,+2,C. Zeller makes 2-pt layup from 1 ft (assist by D. Graham)
10:49.0,T. Craig misses 2-pt layup from 3 ft, ,26-31, , 
10:49.0, , ,26-31, ,Defensive rebound by Team
10:36.0, , ,26-34,+3,D. Graham makes 3-pt jump shot from 26 ft (assist by C. Martin)
10:27.0,C. Payne makes 2-pt layup from 1 ft,+2,28-34, , 
10:27.0,Shooting foul by C. Zeller (drawn by C. Payne), ,28-34, , 
10:27.0,C. Payne makes free throw 1 of 1,+1,29-34, , 
10:13.0, , ,29-34, ,M. Bridges misses 2-pt layup from 2 ft
10:10.0,Defensive rebound by C. Johnson, ,29-34, , 
10:06.0,C. Johnson misses 3-pt jump shot from 25 ft, ,29-34, , 
10:03.0,Offensive rebound by T. Craig, ,29-34, , 
