time,away_description,away_change,score,home_change,home_description
11:37.0,B. Beal misses 2-pt jump shot from 14 ft, ,0-0, , 
11:33.0, , ,0-0, ,Defensive rebound by T. Haliburton
11:20.0, , ,0-0, ,D. Mitchell misses 2-pt jump shot from 7 ft
11:17.0,Defensive rebound by D. Gafford, ,0-0, , 
11:07.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,+2,2-0, , 
10:50.0, , ,2-2,+2,D. Fox makes 2-pt jump shot from 12 ft
10:27.0,B. Beal makes 3-pt jump shot from 23 ft (assist by K. Kuzma),+3,5-2, , 
10:11.0, , ,5-2, ,H. Barnes misses 3-pt jump shot from 25 ft
10:07.0,Defensive rebound by K. Caldwell-Pope, ,5-2, , 
10:00.0,S. Dinwiddie misses 2-pt layup from 2 ft, ,5-2, , 
9:57.0, , ,5-2, ,Defensive rebound by A. Len
9:54.0, , ,5-2, ,Shooting foul by D. Gafford (drawn by D. Fox)
9:54.0, , ,5-3,+1,D. Fox makes free throw 1 of 2
9:54.0, , ,5-4,+1,D. Fox makes free throw 2 of 2
9:43.0,Turnover by B. Beal (bad pass), ,5-4, , 
9:38.0, , ,5-4, ,Turnover by D. Fox (bad pass; steal by S. Dinwiddie)
9:32.0,B. Beal makes 2-pt layup from 3 ft (assist by S. Dinwiddie),+2,7-4, , 
9:13.0, , ,7-4, ,T. Haliburton misses 3-pt jump shot from 23 ft
9:10.0,Defensive rebound by S. Dinwiddie, ,7-4, , 
9:06.0,D. Gafford makes 2-pt layup from 2 ft,+2,9-4, , 
8:57.0, , ,9-7,+3,D. Mitchell makes 3-pt jump shot from 26 ft (assist by A. Len)
8:51.0,Washington full timeout, ,9-7, , 
8:51.0,M. Harrell enters the game for D. Gafford, ,9-7, , 
8:49.0,Personal foul by A. Len (drawn by B. Beal), ,9-7, , 
8:39.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft, ,9-7, , 
8:36.0, , ,9-7, ,Defensive rebound by A. Len
8:20.0, , ,9-7, ,Shooting foul by S. Dinwiddie (drawn by D. Fox)
8:20.0, , ,9-7, ,D. Fox misses free throw 1 of 2
8:20.0, , ,9-7, ,Offensive rebound by Team
8:20.0, , ,9-8,+1,D. Fox makes free throw 2 of 2
7:57.0,S. Dinwiddie misses 3-pt jump shot from 26 ft (block by D. Mitchell), ,9-8, , 
7:56.0,Offensive rebound by S. Dinwiddie, ,9-8, , 
7:55.0,Turnover by Team (shot clock), ,9-8, , 
7:50.0, , ,9-10,+2,D. Fox makes 2-pt jump shot from 16 ft
7:35.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by M. Harrell),+2,11-10, , 
7:24.0, , ,11-10, ,T. Haliburton misses 2-pt jump shot from 9 ft
7:18.0,Defensive rebound by B. Beal, ,11-10, , 
7:15.0,B. Beal makes 3-pt jump shot from 26 ft,+3,14-10, , 
7:06.0, , ,14-12,+2,D. Mitchell makes 2-pt jump shot from 9 ft
6:50.0,K. Kuzma misses 2-pt jump shot from 10 ft, ,14-12, , 
6:46.0, , ,14-12, ,Defensive rebound by A. Len
6:41.0, , ,14-14,+2,T. Haliburton makes 2-pt jump shot from 9 ft (assist by D. Mitchell)
6:26.0,Shooting foul by D. Fox (drawn by B. Beal), ,14-14, , 
6:26.0,B. Beal misses free throw 1 of 2, ,14-14, , 
6:26.0,Offensive rebound by Team, ,14-14, , 
6:26.0,R. Neto enters the game for S. Dinwiddie, ,14-14, , 
6:26.0, , ,14-14, ,B. Hield enters the game for D. Fox
6:26.0,B. Beal makes free throw 2 of 2,+1,15-14, , 
6:12.0, , ,15-14, ,Turnover by D. Mitchell (bad pass; steal by K. Caldwell-Pope)
6:08.0,B. Beal misses 3-pt jump shot from 26 ft, ,15-14, , 
6:03.0,Offensive rebound by K. Caldwell-Pope, ,15-14, , 
6:03.0,D. Avdija enters the game for K. Caldwell-Pope, ,15-14, , 
5:55.0,Turnover by R. Neto (lost ball; steal by B. Hield), ,15-14, , 
5:51.0, , ,15-14, ,B. Hield misses 2-pt layup from 2 ft (block by K. Kuzma)
5:51.0, , ,15-14, ,Offensive rebound by Team
