time,away_description,away_change,score,home_change,home_description
11:40.0,D. Gallinari misses 3-pt jump shot from 25 ft, ,0-0, , 
11:34.0,Offensive rebound by T. Luwawu-Cabarrot, ,0-0, , 
11:33.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 13 ft, ,0-0, , 
11:31.0, , ,0-0, ,Defensive rebound by H. Barnes
11:24.0, , ,0-0, ,Turnover by D. Fox (lost ball; steal by C. Capela)
11:20.0,Shooting foul by D. Fox (drawn by T. Luwawu-Cabarrot), ,0-0, , 
11:20.0,T. Luwawu-Cabarrot makes free throw 1 of 2,+1,1-0, , 
11:20.0,T. Luwawu-Cabarrot misses free throw 2 of 2, ,1-0, , 
11:17.0, , ,1-0, ,Defensive rebound by D. Jones
10:57.0, , ,1-0, ,Turnover by M. Bagley (bad pass; steal by C. Reddish)
10:52.0,C. Reddish misses 2-pt layup from 3 ft, ,1-0, , 
10:50.0,Offensive rebound by C. Capela, ,1-0, , 
10:49.0,C. Capela makes 2-pt layup from 2 ft,+2,3-0, , 
10:35.0, , ,3-0, ,T. Haliburton misses 2-pt jump shot from 18 ft
10:31.0,Defensive rebound by D. Gallinari, ,3-0, , 
10:22.0,Shooting foul by D. Jones (drawn by D. Wright), ,3-0, , 
10:22.0,D. Wright makes free throw 1 of 2,+1,4-0, , 
10:22.0,D. Wright makes free throw 2 of 2,+1,5-0, , 
10:09.0, , ,5-3,+3,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Fox)
9:57.0,D. Wright makes 2-pt layup from 3 ft,+2,7-3, , 
9:47.0, , ,7-3, ,T. Haliburton misses 2-pt jump shot from 10 ft
9:44.0,Defensive rebound by D. Gallinari, ,7-3, , 
9:41.0,C. Reddish makes 3-pt jump shot from 26 ft,+3,10-3, , 
9:29.0, , ,10-3, ,H. Barnes misses 2-pt jump shot from 8 ft
9:26.0,Defensive rebound by Team, ,10-3, , 
9:09.0,Shooting foul by D. Jones (drawn by C. Capela), ,10-3, , 
9:09.0,C. Capela misses free throw 1 of 2, ,10-3, , 
9:09.0,Offensive rebound by Team, ,10-3, , 
