time,away_description,away_change,score,home_change,home_description
11:37.0,A. Horford makes 2-pt hook shot from 8 ft (assist by K. Williams),+2,2-0, , 
11:28.0, , ,2-0, ,Personal foul by L. Dort (drawn by J. Murray)
11:22.0, , ,2-0, ,M. Porter misses 3-pt jump shot from 24 ft
11:19.0,Defensive rebound by H. Diallo, ,2-0, , 
11:12.0,Shooting foul by W. Barton (drawn by H. Diallo), ,2-0, , 
11:12.0,H. Diallo makes free throw 1 of 2,+1,3-0, , 
11:12.0,H. Diallo misses free throw 2 of 2, ,3-0, , 
11:09.0, , ,3-0, ,Defensive rebound by N. Jokić
10:56.0, , ,3-0, ,M. Porter misses 3-pt jump shot from 26 ft
10:49.0,Defensive rebound by H. Diallo, ,3-0, , 
10:42.0,A. Horford makes 3-pt jump shot from 23 ft (assist by H. Diallo),+3,6-0, , 
10:15.0, , ,6-2,+2,P. Millsap makes 2-pt jump shot from 12 ft
9:50.0,A. Horford misses 2-pt layup from 3 ft, ,6-2, , 
9:49.0,Offensive rebound by A. Horford, ,6-2, , 
9:48.0,A. Horford makes 2-pt layup from 7 ft,+2,8-2, , 
9:38.0, , ,8-2, ,J. Murray misses 2-pt jump shot from 20 ft
9:36.0,Defensive rebound by D. Bazley, ,8-2, , 
9:22.0,Personal foul by M. Porter (drawn by K. Williams), ,8-2, , 
9:16.0,L. Dort misses 3-pt jump shot from 25 ft, ,8-2, , 
9:11.0, , ,8-2, ,Defensive rebound by P. Millsap
8:50.0, , ,8-2, ,Turnover by W. Barton (lost ball; steal by L. Dort)
8:47.0,H. Diallo makes 2-pt dunk at rim (assist by K. Williams),+2,10-2, , 
8:46.0, , ,10-2, ,Denver full timeout
8:30.0, , ,10-4,+2,N. Jokić makes 2-pt layup from 1 ft (assist by P. Millsap)
8:18.0,K. Williams misses 2-pt jump shot from 17 ft, ,10-4, , 
8:15.0, , ,10-4, ,Defensive rebound by W. Barton
8:08.0, , ,10-4, ,P. Millsap misses 3-pt jump shot from 26 ft
8:05.0,Defensive rebound by K. Williams, ,10-4, , 
7:58.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Williams),+3,13-4, , 
7:41.0, , ,13-6,+2,N. Jokić makes 2-pt jump shot from 20 ft (assist by W. Barton)
7:19.0,L. Dort misses 2-pt layup from 3 ft (block by M. Porter), ,13-6, , 
7:17.0, , ,13-6, ,Defensive rebound by W. Barton
7:10.0, , ,13-8,+2,M. Porter makes 2-pt dunk from 1 ft (assist by N. Jokić)
6:49.0,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Williams),+2,15-8, , 
6:32.0, , ,15-8, ,J. Murray misses 3-pt jump shot from 26 ft
6:29.0,Defensive rebound by A. Horford, ,15-8, , 
6:15.0,D. Bazley misses 2-pt jump shot from 9 ft, ,15-8, , 
6:14.0, , ,15-8, ,Defensive rebound by N. Jokić
6:10.0, , ,15-10,+2,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić)
5:47.0,K. Williams misses 2-pt jump shot from 10 ft, ,15-10, , 
5:44.0, , ,15-10, ,Defensive rebound by P. Millsap
5:36.0, , ,15-10, ,Turnover by M. Porter (traveling)
5:25.0,K. Williams makes 2-pt layup from 3 ft (assist by A. Horford),+2,17-10, , 
5:07.0, , ,17-13,+3,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić)
4:50.0,L. Dort misses 2-pt layup from 4 ft (block by N. Jokić), ,17-13, , 
4:50.0,Offensive rebound by Team, ,17-13, , 
4:50.0,Oklahoma City full timeout, ,17-13, , 
4:50.0,J. Jackson enters the game for H. Diallo, ,17-13, , 
4:50.0,M. Muscala enters the game for A. Horford, ,17-13, , 
4:50.0, , ,17-13, ,J. Green enters the game for W. Barton
4:50.0, , ,17-13, ,M. Morris enters the game for P. Millsap
4:44.0,D. Bazley misses 2-pt jump shot from 17 ft, ,17-13, , 
4:41.0, , ,17-13, ,Defensive rebound by N. Jokić
4:31.0, , ,17-13, ,J. Green misses 3-pt jump shot from 25 ft
4:28.0,Defensive rebound by K. Williams, ,17-13, , 
4:19.0,D. Bazley misses 2-pt layup from 4 ft, ,17-13, , 
4:19.0, , ,17-13, ,Defensive rebound by Team
4:08.0, , ,17-13, ,J. Murray misses 3-pt jump shot from 26 ft
4:06.0,Defensive rebound by D. Bazley, ,17-13, , 
3:59.0,Offensive foul by L. Dort (drawn by J. Murray), ,17-13, , 
3:59.0,Turnover by L. Dort (offensive foul), ,17-13, , 
