time,away_description,away_change,score,home_change,home_description
11:47.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,0-0, , 
11:45.0, , ,0-0, ,Defensive rebound by M. Morris
11:37.0, , ,0-3,+3,R. Jackson makes 3-pt jump shot from 23 ft (assist by N. Batum)
11:19.0,K. Kuzma misses 3-pt jump shot from 27 ft, ,0-3, , 
11:19.0, , ,0-3, ,Defensive rebound by M. Morris
11:04.0, , ,0-5,+2,I. Zubac makes 2-pt hook shot from 3 ft (assist by M. Morris)
10:51.0,Offensive foul by K. Porziņģis (drawn by N. Batum), ,0-5, , 
10:51.0,Turnover by K. Porziņģis (offensive foul), ,0-5, , 
10:37.0, , ,0-7,+2,M. Morris makes 2-pt jump shot from 17 ft (assist by N. Batum)
10:28.0,R. Neto makes 2-pt layup from 2 ft,+2,2-7, , 
10:14.0, , ,2-7, ,N. Batum misses 2-pt jump shot from 22 ft
10:14.0,Defensive rebound by Team, ,2-7, , 
9:54.0,K. Porziņģis makes 2-pt layup from 3 ft,+2,4-7, , 
9:54.0,Shooting foul by A. Coffey (drawn by K. Porziņģis), ,4-7, , 
9:54.0,K. Porziņģis makes free throw 1 of 1,+1,5-7, , 
9:39.0, , ,5-7, ,I. Zubac misses 2-pt dunk from 2 ft (block by K. Porziņģis)
9:36.0,Defensive rebound by K. Kuzma, ,5-7, , 
9:32.0,R. Neto makes 2-pt layup from 1 ft (assist by K. Kuzma),+2,7-7, , 
9:10.0, , ,7-9,+2,M. Morris makes 2-pt jump shot from 12 ft
9:00.0,Personal foul by I. Zubac (drawn by K. Porziņģis), ,7-9, , 
8:54.0,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by R. Neto),+2,9-9, , 
8:36.0, , ,9-11,+2,I. Zubac makes 2-pt jump shot from 12 ft (assist by R. Jackson)
8:20.0,C. Kispert misses 2-pt layup from 3 ft, ,9-11, , 
8:18.0, , ,9-11, ,Defensive rebound by I. Zubac
8:09.0, , ,9-11, ,I. Zubac misses 2-pt hook shot from 3 ft
8:07.0,Defensive rebound by R. Neto, ,9-11, , 
8:03.0,K. Kuzma makes 2-pt layup from 2 ft (assist by R. Neto),+2,11-11, , 
7:45.0, , ,11-14,+3,R. Jackson makes 3-pt jump shot from 26 ft
7:29.0,K. Porziņģis misses 2-pt dunk from 2 ft, ,11-14, , 
7:27.0, , ,11-14, ,Defensive rebound by I. Zubac
7:19.0, , ,11-14, ,A. Coffey misses 3-pt jump shot from 26 ft
7:16.0,Defensive rebound by K. Porziņģis, ,11-14, , 
7:01.0,K. Caldwell-Pope misses 3-pt jump shot from 28 ft, ,11-14, , 
6:59.0, , ,11-14, ,Defensive rebound by N. Batum
6:47.0, , ,11-14, ,I. Zubac misses 2-pt hook shot from 10 ft
6:44.0,Defensive rebound by K. Caldwell-Pope, ,11-14, , 
6:31.0,C. Kispert makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),+3,14-14, , 
6:16.0, , ,14-14, ,A. Coffey misses 2-pt jump shot from 10 ft
6:12.0,Defensive rebound by K. Caldwell-Pope, ,14-14, , 
6:04.0,K. Kuzma makes 2-pt jump shot from 12 ft (assist by R. Neto),+2,16-14, , 
6:04.0, , ,16-14, ,LA Clippers full timeout
6:04.0,D. Avdija enters the game for C. Kispert, ,16-14, , 
6:04.0,D. Gafford enters the game for K. Porziņģis, ,16-14, , 
5:51.0, , ,16-14, ,Personal foul by D. Avdija (drawn by M. Morris)
5:36.0, , ,16-17,+3,M. Morris makes 3-pt jump shot from 26 ft
5:16.0,K. Kuzma misses 2-pt jump shot from 21 ft, ,16-17, , 
5:14.0, , ,16-17, ,Defensive rebound by M. Morris
5:06.0, , ,16-19,+2,M. Morris makes 2-pt jump shot from 5 ft (assist by R. Jackson)
4:43.0,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,+2,18-19, , 
4:32.0, , ,18-19, ,Turnover by R. Jackson (bad pass; steal by D. Gafford)
4:27.0,D. Gafford makes 2-pt dunk from 1 ft (assist by K. Kuzma),+2,20-19, , 
4:00.0, , ,20-19, ,M. Morris misses 2-pt jump shot from 19 ft
3:57.0, , ,20-19, ,Offensive rebound by I. Zubac
3:57.0, , ,20-19, ,I. Zubac misses 2-pt layup at rim
3:57.0, , ,20-19, ,Offensive rebound by I. Zubac
3:54.0, , ,20-21,+2,I. Zubac makes 2-pt layup at rim
3:43.0,R. Neto misses 2-pt jump shot from 10 ft (block by I. Zubac), ,20-21, , 
3:43.0, , ,20-21, ,Defensive rebound by A. Coffey
3:27.0, , ,20-21, ,Turnover by I. Zubac (bad pass; steal by K. Caldwell-Pope)
3:24.0,Shooting foul by R. Jackson (drawn by R. Neto), ,20-21, , 
3:24.0,R. Neto misses free throw 1 of 2, ,20-21, , 
3:24.0,Offensive rebound by Team, ,20-21, , 
3:24.0,R. Hachimura enters the game for K. Caldwell-Pope, ,20-21, , 
3:24.0, , ,20-21, ,I. Hartenstein enters the game for N. Batum
3:24.0, , ,20-21, ,L. Kennard enters the game for A. Coffey
3:24.0, , ,20-21, ,T. Mann enters the game for I. Zubac
3:24.0,R. Neto makes free throw 2 of 2,+1,21-21, , 
3:05.0, , ,21-23,+2,T. Mann makes 2-pt jump shot from 3 ft (assist by R. Jackson)
2:52.0,R. Neto makes 3-pt jump shot from 25 ft,+3,24-23, , 
2:22.0, , ,24-23, ,R. Jackson misses 3-pt jump shot from 26 ft
2:20.0,Defensive rebound by D. Avdija, ,24-23, , 
