time,away_description,away_change,score,home_change,home_description
11:43.0,Turnover by K. Love (bad pass), ,0-0, , 
11:22.0, , ,0-0, ,J. Grant misses 2-pt jump shot from 8 ft
11:18.0, , ,0-0, ,Offensive rebound by Team
11:15.0, , ,0-0, ,K. Hayes misses 3-pt jump shot from 24 ft
11:13.0,Defensive rebound by K. Love, ,0-0, , 
11:08.0,Personal foul by M. Plumlee (drawn by A. Drummond), ,0-0, , 
10:52.0,K. Love misses 2-pt jump shot from 14 ft, ,0-0, , 
10:48.0, , ,0-0, ,Defensive rebound by J. Grant
10:42.0, , ,0-3,+3,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Plumlee)
10:27.0,D. Garland makes 3-pt jump shot from 27 ft,+3,3-3, , 
10:14.0, , ,3-3, ,Turnover by K. Hayes (lost ball; steal by A. Drummond)
10:07.0,C. Sexton misses 2-pt jump shot from 1 ft, ,3-3, , 
10:03.0, , ,3-3, ,Defensive rebound by J. Grant
10:01.0, , ,3-3, ,K. Hayes misses 2-pt layup from 6 ft (block by A. Drummond)
10:01.0,Defensive rebound by A. Drummond, ,3-3, , 
9:51.0,C. Sexton makes 3-pt jump shot from 28 ft,+3,6-3, , 
9:26.0, , ,6-3, ,Turnover by Team (shot clock)
9:15.0,K. Love makes 3-pt jump shot from 26 ft,+3,9-3, , 
9:03.0, , ,9-6,+3,B. Griffin makes 3-pt jump shot from 23 ft (assist by D. Wright)
8:48.0,Turnover by C. Sexton (lost ball; steal by M. Plumlee), ,9-6, , 
8:40.0, , ,9-8,+2,J. Grant makes 2-pt layup from 3 ft (assist by M. Plumlee)
8:30.0,K. Love misses 3-pt jump shot from 26 ft, ,9-8, , 
8:26.0, , ,9-8, ,Defensive rebound by K. Hayes
8:23.0, , ,9-8, ,Shooting foul by I. Okoro (drawn by J. Grant)
8:23.0, , ,9-8, ,J. Grant misses free throw 1 of 2
8:23.0, , ,9-8, ,Offensive rebound by Team
8:23.0, , ,9-9,+1,J. Grant makes free throw 2 of 2
8:13.0,C. Sexton makes 2-pt jump shot from 15 ft,+2,11-9, , 
7:54.0, , ,11-11,+2,M. Plumlee makes 2-pt dunk from 3 ft (assist by B. Griffin)
7:48.0,Turnover by C. Sexton (bad pass), ,11-11, , 
7:48.0,C. Osman enters the game for C. Sexton, ,11-11, , 
7:41.0, , ,11-14,+3,B. Griffin makes 3-pt jump shot from 26 ft
7:19.0,A. Drummond misses 2-pt jump shot from 14 ft, ,11-14, , 
7:19.0, , ,11-14, ,Defensive rebound by B. Griffin
7:05.0, , ,11-16,+2,M. Plumlee makes 2-pt jump shot from 5 ft (assist by J. Grant)
6:52.0,A. Drummond misses 2-pt hook shot from 6 ft, ,11-16, , 
6:49.0, , ,11-16, ,Defensive rebound by M. Plumlee
6:42.0, , ,11-16, ,K. Hayes misses 2-pt jump shot from 4 ft
6:42.0, , ,11-16, ,Offensive rebound by Team
6:42.0, , ,11-16, ,Detroit full timeout
6:42.0,L. Nance enters the game for K. Love, ,11-16, , 
6:42.0, , ,11-16, ,D. Rose enters the game for K. Hayes
6:37.0, , ,11-16, ,B. Griffin misses 3-pt jump shot from 26 ft
6:37.0,Defensive rebound by A. Drummond, ,11-16, , 
6:29.0,A. Drummond misses 2-pt layup from 4 ft, ,11-16, , 
6:29.0, , ,11-16, ,Defensive rebound by B. Griffin
6:22.0, , ,11-16, ,D. Wright misses 3-pt jump shot from 26 ft
6:22.0,Defensive rebound by Team, ,11-16, , 
6:05.0,D. Garland makes 2-pt layup from 6 ft,+2,13-16, , 
5:55.0, , ,13-16, ,Shooting foul by A. Drummond (drawn by D. Rose)
5:55.0, , ,13-17,+1,D. Rose makes free throw 1 of 2
5:55.0, , ,13-17, ,S. Mykhailiuk enters the game for M. Plumlee
5:55.0, , ,13-17, ,J. Okafor enters the game for D. Wright
5:55.0, , ,13-17, ,D. Rose misses free throw 2 of 2
5:52.0,Defensive rebound by L. Nance, ,13-17, , 
5:38.0,Turnover by A. Drummond (out of bounds lost ball), ,13-17, , 
5:24.0, , ,13-20,+3,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by J. Grant)
5:12.0,Personal foul by S. Mykhailiuk (drawn by I. Okoro), ,13-20, , 
5:12.0,J. McGee enters the game for A. Drummond, ,13-20, , 
5:12.0, , ,13-20, ,J. Jackson enters the game for J. Grant
5:02.0,Turnover by I. Okoro (bad pass), ,13-20, , 
4:54.0, , ,13-20, ,Shooting foul by D. Garland (drawn by S. Mykhailiuk)
4:54.0, , ,13-21,+1,S. Mykhailiuk makes free throw 1 of 2
4:54.0, , ,13-21, ,S. Doumbouya enters the game for B. Griffin
4:54.0, , ,13-22,+1,S. Mykhailiuk makes free throw 2 of 2
4:35.0,J. McGee misses 2-pt jump shot from 9 ft, ,13-22, , 
4:31.0,Offensive rebound by D. Garland, ,13-22, , 
4:28.0,C. Osman makes 3-pt jump shot from 25 ft (assist by D. Garland),+3,16-22, , 
4:14.0, , ,16-22, ,S. Mykhailiuk misses 3-pt jump shot from 27 ft
4:10.0,Defensive rebound by J. McGee, ,16-22, , 
3:59.0,Turnover by L. Nance (bad pass), ,16-22, , 
3:59.0,D. Exum enters the game for D. Garland, ,16-22, , 
3:59.0,C. Sexton enters the game for I. Okoro, ,16-22, , 
3:43.0, , ,16-24,+2,J. Jackson makes 2-pt jump shot from 11 ft
3:34.0,J. McGee makes 2-pt dunk from 1 ft (assist by C. Sexton),+2,18-24, , 
3:19.0, , ,18-24, ,Turnover by D. Rose (step out of bounds)
3:04.0,J. McGee misses 2-pt hook shot from 8 ft, ,18-24, , 
3:01.0, , ,18-24, ,Defensive rebound by J. Jackson
2:48.0, , ,18-26,+2,S. Mykhailiuk makes 2-pt layup from 1 ft
2:47.0,Cleveland full timeout, ,18-26, , 
2:37.0,D. Exum makes 2-pt jump shot from 6 ft,+2,20-26, , 
2:26.0, , ,20-26, ,D. Rose misses 2-pt layup from 1 ft
2:22.0,Defensive rebound by D. Exum, ,20-26, , 
2:14.0,D. Exum misses 3-pt jump shot from 28 ft, ,20-26, , 
2:10.0, , ,20-26, ,Defensive rebound by J. Jackson
2:08.0, , ,20-26, ,S. Doumbouya misses 2-pt layup from 4 ft
2:04.0,Defensive rebound by L. Nance, ,20-26, , 
1:43.0,C. Osman misses 3-pt jump shot from 23 ft, ,20-26, , 
1:40.0, , ,20-26, ,Defensive rebound by J. Jackson
1:37.0, , ,20-26, ,Turnover by J. Jackson (bad pass)
1:37.0,K. Love enters the game for L. Nance, ,20-26, , 
1:17.0,C. Osman makes 2-pt layup at rim (assist by D. Exum),+2,22-26, , 
0:59.0, , ,22-26, ,J. Jackson misses 3-pt jump shot from 25 ft
0:55.0,Defensive rebound by K. Love, ,22-26, , 
0:46.0,C. Sexton makes 2-pt jump shot from 1 ft,+2,24-26, , 
0:46.0,Shooting foul by J. Okafor (drawn by C. Sexton), ,24-26, , 
0:46.0,A. Drummond enters the game for J. McGee, ,24-26, , 
0:46.0,C. Sexton misses free throw 1 of 1, ,24-26, , 
0:44.0, , ,24-26, ,Defensive rebound by J. Jackson
0:36.0, , ,24-26, ,D. Rose misses 2-pt layup from 2 ft
0:34.0, , ,24-26, ,Offensive rebound by S. Doumbouya
0:34.0, , ,24-26, ,S. Doumbouya misses 2-pt layup from 1 ft
0:34.0,Defensive rebound by Team, ,24-26, , 
0:28.0,C. Osman misses 2-pt layup from 1 ft (block by J. Jackson), ,24-26, , 
0:24.0, , ,24-26, ,Defensive rebound by D. Rose
0:19.0, , ,24-26, ,Turnover by S. Mykhailiuk (lost ball; steal by A. Drummond)
0:16.0,C. Osman makes 2-pt layup from 1 ft (assist by D. Exum),+2,26-26, , 
0:00.0, , ,26-26, ,J. Okafor misses 2-pt jump shot from 16 ft
0:00.0, , ,26-26, ,Offensive rebound by Team
11:45.0, , ,26-26, ,S. Doumbouya misses 2-pt jump shot from 20 ft
11:42.0,Defensive rebound by A. Drummond, ,26-26, , 
11:35.0,I. Okoro misses 3-pt jump shot from 26 ft, ,26-26, , 
11:31.0, , ,26-26, ,Defensive rebound by S. Doumbouya
11:23.0, , ,26-28,+2,D. Rose makes 2-pt jump shot from 15 ft
