time,away_description,away_change,score,home_change,home_description
11:57.0,Violation by Team (jump ball), ,0-0, , 
11:47.0, , ,0-2,+2,J. Grant makes 2-pt jump shot from 21 ft (assist by I. Stewart)
11:31.0,B. Ingram misses 2-pt layup from 3 ft, ,0-2, , 
11:28.0, , ,0-2, ,Defensive rebound by J. Grant
11:18.0, , ,0-2, ,J. Grant misses 2-pt jump shot from 20 ft
11:16.0,Defensive rebound by B. Ingram, ,0-2, , 
11:10.0,Offensive foul by J. Valančiūnas (drawn by S. Bey), ,0-2, , 
11:10.0,Turnover by J. Valančiūnas (offensive foul), ,0-2, , 
10:57.0, , ,0-4,+2,C. Joseph makes 2-pt jump shot from 17 ft
10:46.0,D. Graham makes 2-pt jump shot from 19 ft,+2,2-4, , 
10:30.0, , ,2-4, ,Shooting foul by H. Jones (drawn by I. Stewart)
10:30.0, , ,2-5,+1,I. Stewart makes free throw 1 of 2
10:30.0, , ,2-6,+1,I. Stewart makes free throw 2 of 2
10:20.0,Turnover by H. Jones (lost ball; steal by C. Cunningham), ,2-6, , 
10:14.0, , ,2-6, ,J. Grant misses 2-pt layup from 2 ft (block by J. Valančiūnas)
10:11.0,Defensive rebound by J. Valančiūnas, ,2-6, , 
10:09.0,H. Jones makes 2-pt layup from 2 ft (assist by B. Ingram),+2,4-6, , 
9:50.0, , ,4-6, ,C. Joseph misses 3-pt jump shot from 24 ft
9:47.0,Defensive rebound by J. Hayes, ,4-6, , 
9:30.0,B. Ingram makes 2-pt jump shot from 12 ft,+2,6-6, , 
9:17.0, , ,6-6, ,S. Bey misses 2-pt jump shot from 5 ft
9:13.0,Defensive rebound by J. Valančiūnas, ,6-6, , 
8:56.0,B. Ingram makes 3-pt jump shot from 26 ft,+3,9-6, , 
8:43.0, , ,9-8,+2,C. Cunningham makes 2-pt hook shot from 4 ft
8:28.0,D. Graham misses 2-pt layup from 2 ft (block by I. Stewart), ,9-8, , 
8:25.0, , ,9-8, ,Defensive rebound by C. Cunningham
8:24.0, , ,9-8, ,Shooting foul by H. Jones (drawn by S. Bey)
8:24.0, , ,9-9,+1,S. Bey makes free throw 1 of 2
8:24.0,G. Temple enters the game for H. Jones, ,9-9, , 
8:24.0, , ,9-10,+1,S. Bey makes free throw 2 of 2
8:10.0,D. Graham makes 2-pt jump shot from 14 ft,+2,11-10, , 
7:53.0, , ,11-10, ,C. Cunningham misses 2-pt jump shot from 18 ft
7:51.0,Defensive rebound by J. Hayes, ,11-10, , 
7:42.0,J. Hayes makes 2-pt dunk from 3 ft (assist by D. Graham),+2,13-10, , 
7:34.0, , ,13-10, ,C. Joseph misses 3-pt jump shot from 27 ft
7:28.0, , ,13-10, ,Offensive rebound by I. Stewart
7:28.0, , ,13-12,+2,I. Stewart makes 2-pt layup at rim
7:13.0,J. Valančiūnas misses 2-pt hook shot from 6 ft, ,13-12, , 
7:10.0, , ,13-12, ,Defensive rebound by S. Bey
7:05.0, , ,13-12, ,I. Stewart misses 3-pt jump shot from 26 ft
7:03.0,Defensive rebound by J. Valančiūnas, ,13-12, , 
6:51.0,B. Ingram misses 2-pt layup from 3 ft, ,13-12, , 
6:49.0, , ,13-12, ,Defensive rebound by S. Bey
6:46.0, , ,13-14,+2,C. Cunningham makes 2-pt layup from 2 ft (assist by S. Bey)
6:32.0,Shooting foul by C. Cunningham (drawn by J. Valančiūnas), ,13-14, , 
6:32.0, , ,13-14, ,Detroit full timeout
6:32.0,J. Valančiūnas makes free throw 1 of 2,+1,14-14, , 
6:32.0,J. Valančiūnas makes free throw 2 of 2,+1,15-14, , 
6:14.0, , ,15-14, ,S. Bey misses 3-pt jump shot from 27 ft
6:14.0,Defensive rebound by Team, ,15-14, , 
5:52.0,Shooting foul by I. Stewart (drawn by J. Valančiūnas), ,15-14, , 
5:52.0,J. Valančiūnas makes free throw 1 of 2,+1,16-14, , 
5:52.0,J. Alvarado enters the game for D. Graham, ,16-14, , 
5:52.0,J. Valančiūnas makes free throw 2 of 2,+1,17-14, , 
5:36.0, , ,17-16,+2,C. Joseph makes 2-pt jump shot from 4 ft
5:14.0,J. Valančiūnas misses 2-pt layup from 3 ft, ,17-16, , 
5:12.0,Offensive rebound by J. Valančiūnas, ,17-16, , 
5:12.0,J. Valančiūnas misses 2-pt layup at rim, ,17-16, , 
5:11.0,Offensive rebound by J. Valančiūnas, ,17-16, , 
5:05.0,Personal foul by C. Cunningham (drawn by B. Ingram), ,17-16, , 
5:05.0,N. Alexander-Walker enters the game for J. Hayes, ,17-16, , 
5:05.0,W. Hernangómez enters the game for J. Valančiūnas, ,17-16, , 
5:05.0, , ,17-16, ,F. Jackson enters the game for C. Cunningham
5:05.0, , ,17-16, ,T. Lyles enters the game for J. Grant
5:05.0, , ,17-16, ,K. Olynyk enters the game for I. Stewart
4:55.0,B. Ingram makes 2-pt jump shot from 18 ft,+2,19-16, , 
4:30.0, , ,19-18,+2,C. Joseph makes 2-pt layup from 2 ft (assist by T. Lyles)
4:18.0,J. Alvarado misses 3-pt jump shot from 23 ft, ,19-18, , 
4:15.0, , ,19-18, ,Defensive rebound by T. Lyles
4:08.0, , ,19-18, ,Turnover by K. Olynyk (bad pass; steal by B. Ingram)
3:55.0,B. Ingram makes 2-pt jump shot from 12 ft,+2,21-18, , 
3:39.0, , ,21-18, ,Turnover by T. Lyles (out of bounds lost ball)
3:39.0, , ,21-18, ,K. Hayes enters the game for C. Joseph
3:33.0,Personal foul by S. Bey (drawn by B. Ingram), ,21-18, , 
3:33.0, , ,21-18, ,H. Diallo enters the game for S. Bey
3:23.0,B. Ingram misses 2-pt jump shot from 21 ft, ,21-18, , 
3:23.0, , ,21-18, ,Defensive rebound by Team
3:12.0, , ,21-20,+2,K. Hayes makes 2-pt layup from 2 ft (assist by K. Olynyk)
