time,away_description,away_change,score,home_change,home_description
11:36.0, , ,0-3,+3,P. Washington makes 3-pt jump shot from 23 ft (assist by D. Graham)
11:16.0,G. Hayward misses 3-pt jump shot from 27 ft, ,0-3, , 
11:12.0, , ,0-3, ,Defensive rebound by D. Graham
11:07.0, , ,0-3, ,M. Bridges misses 2-pt layup from 5 ft
11:05.0,Defensive rebound by J. Tatum, ,0-3, , 
10:51.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),+2,2-3, , 
10:35.0, , ,2-6,+3,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Rozier)
10:16.0,J. Tatum makes 2-pt layup from 2 ft,+2,4-6, , 
10:02.0, , ,4-6, ,Offensive foul by T. Rozier (drawn by K. Walker)
10:02.0, , ,4-6, ,Turnover by T. Rozier (offensive foul)
9:47.0,D. Theis misses 2-pt layup from 3 ft, ,4-6, , 
9:45.0, , ,4-6, ,Defensive rebound by M. Bridges
9:44.0, , ,4-8,+2,T. Rozier makes 2-pt layup from 1 ft (assist by M. Bridges)
9:26.0,D. Theis misses 3-pt jump shot from 27 ft, ,4-8, , 
9:24.0, , ,4-8, ,Defensive rebound by M. Bridges
9:21.0, , ,4-8, ,Turnover by M. Bridges (bad pass; steal by J. Tatum)
9:18.0,J. Tatum makes 2-pt dunk from 1 ft,+2,6-8, , 
8:54.0, , ,6-8, ,Turnover by P. Washington (lost ball; steal by M. Smart)
8:50.0,K. Walker misses 2-pt layup from 3 ft, ,6-8, , 
8:47.0, , ,6-8, ,Defensive rebound by D. Graham
8:43.0, , ,6-8, ,T. Rozier misses 3-pt jump shot from 26 ft
8:40.0,Defensive rebound by D. Theis, ,6-8, , 
8:23.0,G. Hayward misses 3-pt jump shot from 26 ft, ,6-8, , 
8:20.0, , ,6-8, ,Defensive rebound by P. Washington
8:03.0, , ,6-8, ,P. Washington misses 2-pt jump shot from 4 ft (block by J. Tatum)
8:03.0, , ,6-8, ,Offensive rebound by Team
7:59.0, , ,6-10,+2,B. Biyombo makes 2-pt hook shot from 4 ft (assist by T. Rozier)
7:40.0,Shooting foul by P. Washington (drawn by D. Theis), ,6-10, , 
7:40.0,D. Theis misses free throw 1 of 2, ,6-10, , 
7:40.0,Offensive rebound by Team, ,6-10, , 
7:40.0,D. Theis makes free throw 2 of 2,+1,7-10, , 
7:20.0, , ,7-10, ,D. Graham misses 3-pt jump shot from 26 ft
7:18.0,Defensive rebound by J. Tatum, ,7-10, , 
7:05.0,Turnover by G. Hayward (bad pass; steal by M. Bridges), ,7-10, , 
7:01.0, , ,7-12,+2,M. Bridges makes 2-pt layup from 1 ft
6:39.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Walker),+3,10-12, , 
6:24.0, , ,10-12, ,Turnover by P. Washington (bad pass; steal by K. Walker)
6:21.0,Turnover by J. Tatum (lost ball; steal by D. Graham), ,10-12, , 
6:11.0, , ,10-12, ,D. Graham misses 3-pt jump shot from 26 ft
6:08.0,Defensive rebound by D. Theis, ,10-12, , 
5:58.0,K. Walker misses 2-pt layup from 7 ft (block by D. Graham), ,10-12, , 
5:55.0,Offensive rebound by K. Walker, ,10-12, , 
5:53.0,G. Hayward makes 2-pt jump shot from 23 ft (assist by K. Walker),+2,12-12, , 
5:52.0, , ,12-12, ,Charlotte full timeout
5:52.0, , ,12-12, ,M. Monk enters the game for B. Biyombo
