time,away_description,away_change,score,home_change,home_description
11:43.0, , ,0-0, ,A. Baynes misses 3-pt jump shot from 26 ft
11:39.0,Defensive rebound by G. Dragić, ,0-0, , 
11:26.0,D. Robinson misses 2-pt jump shot from 12 ft, ,0-0, , 
11:25.0, , ,0-0, ,Defensive rebound by Team
11:10.0, , ,0-0, ,P. Siakam misses 2-pt layup from 5 ft
11:10.0, , ,0-0, ,Offensive rebound by P. Siakam
11:05.0, , ,0-2,+2,P. Siakam makes 2-pt layup from 3 ft
10:50.0,G. Vincent misses 3-pt jump shot from 26 ft, ,0-2, , 
10:47.0, , ,0-2, ,Defensive rebound by P. Siakam
10:37.0, , ,0-5,+3,N. Powell makes 3-pt jump shot from 26 ft
10:21.0,G. Dragić misses 2-pt layup from 6 ft, ,0-5, , 
10:17.0,Offensive rebound by B. Adebayo, ,0-5, , 
10:17.0,B. Adebayo misses 2-pt layup from 2 ft, ,0-5, , 
10:17.0, , ,0-5, ,Defensive rebound by O. Anunoby
10:11.0, , ,0-7,+2,N. Powell makes 2-pt jump shot from 12 ft (assist by O. Anunoby)
9:48.0,Personal foul by A. Baynes (drawn by B. Adebayo), ,0-7, , 
9:41.0,B. Adebayo makes 2-pt jump shot from 17 ft (assist by G. Dragić),+2,2-7, , 
9:34.0, , ,2-7, ,Personal foul by G. Dragić (drawn by F. VanVleet)
9:28.0, , ,2-7, ,Personal foul by G. Dragić (drawn by N. Powell)
9:28.0,K. Nunn enters the game for G. Dragić, ,2-7, , 
9:20.0, , ,2-10,+3,F. VanVleet makes 3-pt jump shot from 26 ft
9:04.0,Turnover by B. Adebayo (bad pass), ,2-10, , 
8:54.0, , ,2-13,+3,N. Powell makes 3-pt jump shot from 25 ft (assist by P. Siakam)
8:53.0,Miami full timeout, ,2-13, , 
8:39.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),+3,5-13, , 
8:25.0, , ,5-13, ,O. Anunoby misses 2-pt layup from 3 ft
8:24.0,Defensive rebound by K. Nunn, ,5-13, , 
8:17.0,K. Olynyk makes 2-pt dunk from 2 ft (assist by K. Nunn),+2,7-13, , 
8:01.0, , ,7-13, ,Shooting foul by K. Nunn (drawn by F. VanVleet)
8:01.0, , ,7-13, ,F. VanVleet misses free throw 1 of 2
8:01.0, , ,7-13, ,Offensive rebound by Team
8:01.0, , ,7-14,+1,F. VanVleet makes free throw 2 of 2
7:41.0,Turnover by G. Vincent (bad pass; steal by A. Baynes), ,7-14, , 
7:26.0, , ,7-14, ,F. VanVleet misses 3-pt jump shot from 25 ft
7:23.0,Defensive rebound by G. Vincent, ,7-14, , 
7:12.0,Turnover by B. Adebayo (bad pass), ,7-14, , 
