time,away_description,away_change,score,home_change,home_description
11:42.0,Turnover by J. Murray (bad pass; steal by T. Graham), ,0-0, , 
11:26.0, , ,0-0, ,J. Allen misses 2-pt layup from 3 ft (block by M. Plumlee)
11:26.0,Defensive rebound by M. Plumlee, ,0-0, , 
11:17.0,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),+3,3-0, , 
11:05.0, , ,3-0, ,R. Kurucs misses 3-pt jump shot from 26 ft
11:03.0,Defensive rebound by N. Jokić, ,3-0, , 
10:51.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),+2,5-0, , 
10:39.0, , ,5-0, ,R. Kurucs misses 2-pt layup from 5 ft (block by M. Plumlee)
10:35.0,Defensive rebound by N. Jokić, ,5-0, , 
10:31.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),+3,8-0, , 
10:16.0, , ,8-0, ,J. Harris misses 2-pt jump shot from 15 ft
10:13.0,Defensive rebound by N. Jokić, ,8-0, , 
10:09.0,J. Murray misses 3-pt jump shot from 27 ft, ,8-0, , 
10:06.0, , ,8-0, ,Defensive rebound by T. Graham
10:01.0, , ,8-0, ,D. Russell misses 3-pt jump shot from 23 ft
9:58.0, , ,8-0, ,Offensive rebound by J. Allen
9:58.0, , ,8-2,+2,J. Allen makes 2-pt hook shot from 2 ft
9:58.0, , ,8-2, ,Shooting foul by W. Barton (drawn by J. Allen)
9:58.0, , ,8-3,+1,J. Allen makes free throw 1 of 1
9:51.0,Personal foul by T. Graham (drawn by N. Jokić), ,8-3, , 
9:40.0,Personal foul by D. Russell (drawn by M. Plumlee), ,8-3, , 
9:36.0,M. Beasley makes 2-pt layup from 5 ft (assist by W. Barton),+2,10-3, , 
9:26.0, , ,10-3, ,Offensive foul by J. Allen (drawn by J. Murray)
9:26.0, , ,10-3, ,Turnover by J. Allen (offensive foul)
9:15.0,J. Murray makes 2-pt jump shot from 18 ft,+2,12-3, , 
9:03.0, , ,12-5,+2,J. Allen makes 2-pt layup from 2 ft (assist by D. Russell)
8:51.0,M. Beasley misses 2-pt jump shot from 10 ft, ,12-5, , 
8:50.0,Offensive rebound by M. Plumlee, ,12-5, , 
8:47.0,M. Plumlee makes 2-pt layup from 2 ft,+2,14-5, , 
8:34.0, , ,14-5, ,D. Russell misses 2-pt jump shot from 8 ft
8:32.0,Defensive rebound by N. Jokić, ,14-5, , 
8:26.0,J. Murray misses 2-pt layup from 3 ft, ,14-5, , 
8:26.0,Offensive rebound by M. Plumlee, ,14-5, , 
8:26.0,M. Plumlee makes 2-pt dunk at rim,+2,16-5, , 
8:26.0, , ,16-5, ,Brooklyn full timeout
8:15.0, , ,16-5, ,Personal foul by M. Beasley (drawn by J. Harris)
8:09.0, , ,16-5, ,Offensive foul by R. Kurucs (drawn by J. Murray)
8:09.0, , ,16-5, ,Turnover by R. Kurucs (offensive foul)
7:55.0,W. Barton misses 3-pt jump shot from 25 ft, ,16-5, , 
7:51.0, , ,16-5, ,Defensive rebound by T. Graham
7:31.0, , ,16-8,+3,T. Graham makes 3-pt jump shot from 23 ft (assist by D. Russell)
7:06.0,N. Jokić makes 2-pt layup from 3 ft (assist by J. Murray),+2,18-8, , 
6:55.0, , ,18-10,+2,J. Allen makes 2-pt hook shot from 3 ft (assist by D. Russell)
6:43.0,Personal foul by T. Graham (drawn by N. Jokić), ,18-10, , 
6:33.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by N. Jokić),+3,21-10, , 
6:21.0, , ,21-12,+2,J. Allen makes 2-pt layup from 2 ft (assist by D. Russell)
6:11.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),+2,23-12, , 
5:59.0, , ,23-12, ,D. Russell misses 2-pt jump shot from 12 ft
5:54.0,Defensive rebound by N. Jokić, ,23-12, , 
5:46.0,J. Murray misses 2-pt layup from 2 ft, ,23-12, , 
5:45.0,Offensive rebound by J. Murray, ,23-12, , 
5:45.0,J. Murray misses 2-pt layup at rim, ,23-12, , 
5:45.0,Offensive rebound by Team, ,23-12, , 
5:45.0,M. Morris enters the game for J. Murray, ,23-12, , 
5:45.0, , ,23-12, ,D. Carroll enters the game for T. Graham
5:45.0, , ,23-12, ,R. Hollis-Jefferson enters the game for R. Kurucs
5:39.0,M. Plumlee makes 2-pt hook shot from 7 ft,+2,25-12, , 
5:30.0, , ,25-12, ,J. Harris misses 3-pt jump shot from 27 ft
5:30.0,Defensive rebound by M. Plumlee, ,25-12, , 
5:11.0,Turnover by M. Plumlee (bad pass), ,25-12, , 
5:11.0,Loose ball foul by M. Plumlee (drawn by R. Hollis-Jefferson), ,25-12, , 
5:11.0,T. Lyles enters the game for M. Plumlee, ,25-12, , 
5:02.0, , ,25-12, ,Shooting foul by M. Morris (drawn by R. Hollis-Jefferson)
5:02.0, , ,25-12, ,R. Hollis-Jefferson misses free throw 1 of 2
5:02.0, , ,25-12, ,Offensive rebound by Team
5:02.0, , ,25-12, ,E. Davis enters the game for J. Allen
5:02.0, , ,25-12, ,S. Napier enters the game for D. Russell
5:02.0, , ,25-13,+1,R. Hollis-Jefferson makes free throw 2 of 2
4:46.0,T. Lyles makes 2-pt jump shot from 13 ft (assist by W. Barton),+2,27-13, , 
4:26.0, , ,27-16,+3,D. Carroll makes 3-pt jump shot from 23 ft (assist by S. Napier)
4:13.0,T. Lyles makes 2-pt layup from 2 ft (assist by N. Jokić),+2,29-16, , 
3:54.0, , ,29-16, ,S. Napier misses 2-pt jump shot from 7 ft
3:52.0,Defensive rebound by M. Beasley, ,29-16, , 
3:40.0,W. Barton misses 3-pt jump shot from 26 ft, ,29-16, , 
3:36.0, , ,29-16, ,Defensive rebound by E. Davis
3:30.0, , ,29-18,+2,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Napier)
3:30.0, , ,29-18, ,Shooting foul by N. Jokić (drawn by R. Hollis-Jefferson)
3:30.0,T. Craig enters the game for W. Barton, ,29-18, , 
3:30.0, , ,29-19,+1,R. Hollis-Jefferson makes free throw 1 of 1
3:19.0,M. Morris misses 2-pt jump shot from 19 ft, ,29-19, , 
3:16.0,Offensive rebound by T. Lyles, ,29-19, , 
3:13.0,M. Beasley misses 3-pt jump shot from 25 ft, ,29-19, , 
3:11.0, , ,29-19, ,Defensive rebound by E. Davis
3:05.0, , ,29-22,+3,S. Napier makes 3-pt jump shot from 25 ft (assist by D. Carroll)
3:04.0,Denver full timeout, ,29-22, , 
3:04.0,J. Murray enters the game for M. Beasley, ,29-22, , 
3:04.0,M. Plumlee enters the game for N. Jokić, ,29-22, , 
3:04.0, , ,29-22, ,D. Russell enters the game for J. Harris
2:40.0,M. Morris makes 2-pt jump shot from 10 ft,+2,31-22, , 
2:19.0, , ,31-22, ,R. Hollis-Jefferson misses 2-pt layup from 2 ft
2:17.0,Defensive rebound by M. Morris, ,31-22, , 
2:11.0,M. Plumlee makes 2-pt jump shot from 13 ft (assist by J. Murray),+2,33-22, , 
1:55.0, , ,33-24,+2,D. Russell makes 2-pt jump shot from 15 ft
1:39.0,T. Lyles misses 3-pt jump shot from 25 ft, ,33-24, , 
1:35.0, , ,33-24, ,Defensive rebound by E. Davis
