time,away_description,away_change,score,home_change,home_description
11:46.0, , ,0-0, ,Offensive foul by A. Drummond (drawn by D. Garland)
11:46.0, , ,0-0, ,Turnover by A. Drummond (offensive foul)
11:34.0,L. Markkanen misses 3-pt jump shot from 27 ft, ,0-0, , 
11:29.0, , ,0-0, ,Defensive rebound by K. Irving
11:24.0, , ,0-0, ,K. Irving misses 2-pt jump shot from 22 ft
11:23.0, , ,0-0, ,Offensive rebound by B. Brown
11:23.0, , ,0-0, ,B. Brown misses 2-pt layup from 3 ft (block by C. LeVert)
11:23.0, , ,0-0, ,Offensive rebound by Team
11:21.0, , ,0-2,+2,S. Curry makes 2-pt jump shot from 17 ft (assist by K. Irving)
11:04.0,D. Garland misses 2-pt jump shot from 15 ft, ,0-2, , 
11:02.0, , ,0-2, ,Defensive rebound by A. Drummond
10:53.0, , ,0-4,+2,S. Curry makes 2-pt jump shot from 9 ft
10:42.0,L. Markkanen misses 2-pt layup from 4 ft, ,0-4, , 
10:36.0,Offensive rebound by L. Markkanen, ,0-4, , 
10:36.0,L. Markkanen makes 2-pt layup at rim,+2,2-4, , 
10:25.0, , ,2-4, ,B. Brown misses 2-pt jump shot from 12 ft
10:22.0, , ,2-4, ,Offensive rebound by Team
10:22.0,Loose ball foul by L. Markkanen (drawn by A. Drummond), ,2-4, , 
10:11.0, , ,2-7,+3,B. Brown makes 3-pt jump shot from 25 ft (assist by K. Irving)
9:52.0,C. LeVert misses 2-pt jump shot from 19 ft, ,2-7, , 
9:49.0, , ,2-7, ,Defensive rebound by K. Irving
9:46.0, , ,2-7, ,S. Curry misses 3-pt jump shot from 26 ft
9:43.0,Defensive rebound by L. Markkanen, ,2-7, , 
9:34.0,Turnover by D. Garland (bad pass; steal by A. Drummond), ,2-7, , 
9:27.0, , ,2-7, ,K. Irving misses 2-pt layup from 6 ft
9:24.0,Defensive rebound by L. Markkanen, ,2-7, , 
9:22.0,Personal take foul by S. Curry (drawn by D. Garland), ,2-7, , 
9:09.0,D. Garland makes 2-pt jump shot from 20 ft,+2,4-7, , 
8:46.0, , ,4-7, ,A. Drummond misses 2-pt layup from 4 ft
8:42.0,Defensive rebound by I. Okoro, ,4-7, , 
8:35.0,E. Mobley misses 3-pt jump shot from 26 ft, ,4-7, , 
8:33.0, , ,4-7, ,Defensive rebound by B. Brown
8:23.0, , ,4-7, ,B. Brown misses 3-pt jump shot from 25 ft
8:21.0,Defensive rebound by E. Mobley, ,4-7, , 
8:12.0,E. Mobley makes 2-pt jump shot from 6 ft (assist by I. Okoro),+2,6-7, , 
7:56.0, , ,6-7, ,K. Durant misses 2-pt jump shot from 14 ft
7:54.0,Defensive rebound by L. Markkanen, ,6-7, , 
7:43.0,Turnover by L. Markkanen (lost ball; steal by B. Brown), ,6-7, , 
7:36.0, , ,6-7, ,Shooting foul by I. Okoro (drawn by B. Brown)
7:36.0, , ,6-8,+1,B. Brown makes free throw 1 of 2
7:36.0,K. Love enters the game for C. LeVert, ,6-8, , 
7:36.0, , ,6-9,+1,B. Brown makes free throw 2 of 2
7:24.0,D. Garland makes 2-pt jump shot from 12 ft,+2,8-9, , 
7:14.0, , ,8-11,+2,K. Durant makes 2-pt jump shot from 12 ft
7:01.0,D. Garland makes 2-pt layup from 7 ft,+2,10-11, , 
6:34.0, , ,10-11, ,Turnover by S. Curry (lost ball; steal by E. Mobley)
6:27.0,Personal foul by S. Curry (drawn by L. Markkanen), ,10-11, , 
6:27.0, , ,10-11, ,Brooklyn full timeout
6:27.0, , ,10-11, ,N. Claxton enters the game for S. Curry
6:27.0, , ,10-11, ,K. Edwards enters the game for A. Drummond
6:13.0,K. Love misses 3-pt jump shot from 28 ft, ,10-11, , 
6:09.0, , ,10-11, ,Defensive rebound by B. Brown
6:06.0, , ,10-14,+3,K. Durant makes 3-pt jump shot from 26 ft (assist by B. Brown)
5:39.0,E. Mobley misses 2-pt jump shot from 19 ft, ,10-14, , 
5:36.0, , ,10-14, ,Defensive rebound by N. Claxton
5:28.0, , ,10-16,+2,B. Brown makes 2-pt layup from 3 ft (assist by K. Irving)
5:09.0,L. Markkanen misses 3-pt jump shot from 26 ft, ,10-16, , 
5:06.0, , ,10-16, ,Defensive rebound by N. Claxton
4:57.0, , ,10-18,+2,K. Durant makes 2-pt jump shot from 20 ft (assist by B. Brown)
4:37.0,D. Garland misses 3-pt jump shot from 27 ft, ,10-18, , 
4:34.0, , ,10-18, ,Defensive rebound by K. Edwards
4:28.0, , ,10-20,+2,N. Claxton makes 2-pt dunk from 3 ft (assist by K. Durant)
4:27.0,Cleveland full timeout, ,10-20, , 
4:27.0,M. Brown enters the game for L. Markkanen, ,10-20, , 
4:27.0,C. LeVert enters the game for E. Mobley, ,10-20, , 
4:27.0,L. Stevens enters the game for I. Okoro, ,10-20, , 
4:07.0,L. Stevens misses 3-pt jump shot from 23 ft, ,10-20, , 
4:04.0, , ,10-20, ,Defensive rebound by K. Irving
