time,away_description,away_change,score,home_change,home_description
11:36.0,D. White misses 2-pt layup from 6 ft, ,0-0, , 
11:34.0, , ,0-0, ,Defensive rebound by S. Gilgeous-Alexander
11:29.0, , ,0-0, ,J. Giddey misses 3-pt jump shot from 23 ft
11:26.0,Defensive rebound by D. Murray, ,0-0, , 
11:19.0,K. Johnson makes 2-pt layup from 4 ft (assist by D. Murray),+2,2-0, , 
11:07.0, , ,2-0, ,J. Giddey misses 2-pt jump shot from 9 ft
11:05.0, , ,2-0, ,Offensive rebound by J. Giddey
10:57.0, , ,2-0, ,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by D. Murray)
10:54.0,Defensive rebound by D. Murray, ,2-0, , 
10:52.0,D. McDermott misses 3-pt jump shot from 27 ft, ,2-0, , 
10:48.0,Offensive rebound by D. White, ,2-0, , 
10:46.0,D. Eubanks makes 2-pt dunk from 5 ft (assist by D. White),+2,4-0, , 
10:34.0, , ,4-0, ,L. Dort misses 3-pt jump shot from 31 ft
10:31.0,Defensive rebound by D. Murray, ,4-0, , 
10:25.0,D. Murray misses 3-pt jump shot from 27 ft, ,4-0, , 
10:21.0, , ,4-0, ,Defensive rebound by D. Bazley
10:12.0, , ,4-0, ,Turnover by D. Bazley (bad pass; steal by D. Murray)
9:58.0,D. White misses 3-pt jump shot from 26 ft, ,4-0, , 
9:55.0, , ,4-0, ,Defensive rebound by J. Giddey
9:51.0, , ,4-0, ,L. Dort misses 2-pt layup from 5 ft (block by D. White)
9:48.0,Defensive rebound by K. Johnson, ,4-0, , 
9:39.0,K. Johnson misses 3-pt jump shot from 27 ft, ,4-0, , 
9:32.0, , ,4-0, ,Defensive rebound by L. Dort
9:28.0, , ,4-0, ,S. Gilgeous-Alexander misses 2-pt layup from 7 ft
9:26.0,Defensive rebound by D. Murray, ,4-0, , 
9:13.0,Turnover by D. Murray (bad pass; steal by D. Bazley), ,4-0, , 
9:07.0, , ,4-0, ,J. Robinson-Earl misses 3-pt jump shot from 22 ft
9:02.0,Defensive rebound by D. Murray, ,4-0, , 
8:55.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by D. Eubanks),+3,7-0, , 
8:39.0, , ,7-0, ,Turnover by J. Giddey (lost ball; steal by D. White)
8:34.0,K. Johnson makes 2-pt dunk from 5 ft (assist by D. White),+2,9-0, , 
8:29.0, , ,9-0, ,Oklahoma City full timeout
8:24.0, , ,9-2,+2,D. Bazley makes 2-pt dunk from 6 ft (assist by J. Giddey)
8:09.0,D. McDermott misses 2-pt layup from 4 ft, ,9-2, , 
7:58.0,Offensive rebound by D. Eubanks, ,9-2, , 
7:58.0,D. Eubanks makes 2-pt layup at rim,+2,11-2, , 
7:53.0, , ,11-2, ,L. Dort misses 2-pt layup from 5 ft
7:50.0,Defensive rebound by D. Eubanks, ,11-2, , 
7:45.0,D. Murray misses 2-pt jump shot from 11 ft, ,11-2, , 
7:43.0, , ,11-2, ,Defensive rebound by J. Robinson-Earl
7:32.0, , ,11-4,+2,L. Dort makes 2-pt layup from 4 ft (assist by J. Giddey)
7:31.0,San Antonio full timeout, ,11-4, , 
7:20.0,D. White misses 2-pt jump shot from 6 ft, ,11-4, , 
7:19.0, , ,11-4, ,Defensive rebound by Team
7:06.0, , ,11-4, ,J. Robinson-Earl misses 2-pt jump shot from 8 ft
7:04.0,Defensive rebound by D. Eubanks, ,11-4, , 
6:58.0,D. Murray misses 2-pt jump shot from 14 ft, ,11-4, , 
6:54.0,Offensive rebound by D. Eubanks, ,11-4, , 
6:52.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by D. Murray),+3,14-4, , 
6:40.0, , ,14-4, ,J. Robinson-Earl misses 2-pt layup from 5 ft (block by D. Eubanks)
6:37.0,Defensive rebound by D. White, ,14-4, , 
6:27.0,D. White misses 2-pt layup from 4 ft (block by J. Robinson-Earl), ,14-4, , 
6:24.0, , ,14-4, ,Defensive rebound by D. Bazley
6:20.0, , ,14-6,+2,J. Giddey makes 2-pt layup from 3 ft (assist by D. Bazley)
6:07.0,D. McDermott misses 2-pt layup from 6 ft, ,14-6, , 
6:07.0, , ,14-6, ,Defensive rebound by J. Giddey
5:56.0, , ,14-6, ,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft
5:52.0, , ,14-6, ,Offensive rebound by D. Bazley
5:41.0, , ,14-9,+3,J. Giddey makes 3-pt jump shot from 28 ft (assist by J. Robinson-Earl)
5:26.0,K. Johnson makes 2-pt layup from 6 ft (assist by D. Murray),+2,16-9, , 
5:18.0, , ,16-11,+2,S. Gilgeous-Alexander makes 2-pt layup from 3 ft
5:18.0, , ,16-11, ,Shooting foul by D. Eubanks (drawn by S. Gilgeous-Alexander)
5:18.0,D. Vassell enters the game for D. Eubanks, ,16-11, , 
5:18.0,L. Walker enters the game for D. McDermott, ,16-11, , 
5:18.0,T. Young enters the game for D. White, ,16-11, , 
5:18.0, , ,16-12,+1,S. Gilgeous-Alexander makes free throw 1 of 1
5:00.0,D. Vassell makes 2-pt dunk from 3 ft (assist by T. Young),+2,18-12, , 
4:44.0, , ,18-12, ,J. Giddey misses 3-pt jump shot from 25 ft
4:40.0,Defensive rebound by K. Johnson, ,18-12, , 
4:32.0,D. Murray misses 2-pt layup from 6 ft, ,18-12, , 
4:30.0, , ,18-12, ,Defensive rebound by L. Dort
4:11.0, , ,18-12, ,S. Gilgeous-Alexander misses 3-pt jump shot from 29 ft (block by D. Vassell)
4:07.0,Defensive rebound by T. Young, ,18-12, , 
4:04.0,L. Walker misses 3-pt jump shot from 23 ft, ,18-12, , 
4:01.0, , ,18-12, ,Defensive rebound by L. Dort
3:36.0, , ,18-12, ,D. Bazley misses 2-pt layup from 4 ft
3:34.0,Defensive rebound by D. Vassell, ,18-12, , 
3:27.0,L. Walker makes 3-pt jump shot from 23 ft (assist by D. Murray),+3,21-12, , 
3:09.0, , ,21-12, ,J. Robinson-Earl misses 3-pt jump shot from 26 ft
3:05.0,Defensive rebound by T. Young, ,21-12, , 
2:58.0,D. Murray misses 2-pt jump shot from 13 ft, ,21-12, , 
2:56.0, , ,21-12, ,Defensive rebound by J. Robinson-Earl
2:50.0, , ,21-12, ,L. Dort misses 3-pt jump shot from 26 ft
2:43.0,Defensive rebound by L. Walker, ,21-12, , 
2:39.0,K. Johnson misses 2-pt layup from 4 ft (block by D. Bazley), ,21-12, , 
2:36.0, , ,21-12, ,Defensive rebound by L. Dort
2:30.0, , ,21-12, ,J. Giddey misses 3-pt jump shot from 25 ft
2:27.0,Defensive rebound by Team, ,21-12, , 
