time,away_description,away_change,score,home_change,home_description
11:46.0, , ,0-0, ,Turnover by P. Siakam (traveling)
11:32.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),+3,3-0, , 
11:16.0, , ,3-2,+2,M. Gasol makes 2-pt jump shot from 6 ft (assist by K. Leonard)
11:02.0,K. Thompson misses 2-pt jump shot from 12 ft, ,3-2, , 
10:59.0, , ,3-2, ,Defensive rebound by M. Gasol
10:54.0, , ,3-2, ,P. Siakam misses 2-pt hook shot from 4 ft
10:52.0,Defensive rebound by K. Thompson, ,3-2, , 
10:46.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),+2,5-2, , 
10:29.0, , ,5-2, ,Turnover by K. Leonard (lost ball; steal by K. Thompson)
10:19.0,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),+3,8-2, , 
10:02.0, , ,8-2, ,Shooting foul by K. Durant (drawn by M. Gasol)
10:02.0, , ,8-3,+1,M. Gasol makes free throw 1 of 2
10:02.0, , ,8-3, ,M. Gasol misses free throw 2 of 2
10:01.0, , ,8-3, ,Offensive rebound by K. Leonard
9:53.0, , ,8-6,+3,M. Gasol makes 3-pt jump shot from 25 ft (assist by K. Lowry)
9:37.0,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Thompson),+3,11-6, , 
9:28.0, , ,11-6, ,Personal foul by K. Thompson (drawn by K. Leonard)
9:20.0, , ,11-6, ,K. Leonard misses 2-pt jump shot from 7 ft
9:16.0, , ,11-6, ,Offensive rebound by Team
9:04.0, , ,11-6, ,K. Leonard misses 2-pt layup from 3 ft (block by A. Iguodala)
9:01.0, , ,11-6, ,Offensive rebound by K. Leonard
8:59.0, , ,11-8,+2,K. Leonard makes 2-pt layup from 2 ft
8:51.0,Turnover by S. Curry (lost ball; steal by D. Green), ,11-8, , 
8:47.0, , ,11-8, ,Turnover by K. Leonard (lost ball; steal by D. Green)
8:33.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),+2,13-8, , 
8:16.0, , ,13-10,+2,D. Green makes 2-pt jump shot from 21 ft (assist by K. Leonard)
8:00.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),+3,16-10, , 
7:48.0, , ,16-12,+2,P. Siakam makes 2-pt layup from 1 ft
7:35.0,K. Thompson misses 2-pt jump shot from 11 ft (block by K. Lowry), ,16-12, , 
7:35.0,Offensive rebound by D. Green, ,16-12, , 
7:29.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),+3,19-12, , 
7:11.0, , ,19-12, ,Shooting foul by K. Thompson (drawn by M. Gasol)
7:11.0, , ,19-13,+1,M. Gasol makes free throw 1 of 2
7:11.0,Golden State full timeout, ,19-13, , 
7:11.0,K. Looney enters the game for A. Iguodala, ,19-13, , 
7:11.0, , ,19-14,+1,M. Gasol makes free throw 2 of 2
6:50.0,D. Green misses 3-pt jump shot from 26 ft, ,19-14, , 
6:48.0, , ,19-14, ,Defensive rebound by Team
6:26.0, , ,19-14, ,K. Leonard misses 2-pt layup from 3 ft
6:26.0, , ,19-14, ,Offensive rebound by Team
6:23.0, , ,19-16,+2,D. Green makes 2-pt layup from 1 ft (assist by K. Lowry)
6:11.0,Turnover by S. Curry (bad pass; steal by K. Leonard), ,19-16, , 
6:05.0, , ,19-16, ,P. Siakam misses 2-pt layup from 2 ft (block by K. Durant)
6:02.0,Defensive rebound by K. Thompson, ,19-16, , 
5:58.0,Turnover by K. Looney (bad pass), ,19-16, , 
5:50.0, , ,19-16, ,Personal foul by D. Green (drawn by M. Gasol)
5:50.0,S. Livingston enters the game for K. Durant, ,19-16, , 
5:39.0, , ,19-16, ,P. Siakam misses 3-pt jump shot from 23 ft
