time,away_description,away_change,score,home_change,home_description
11:45.0,K. Bazemore misses 2-pt layup from 2 ft, ,0-0, , 
11:42.0, , ,0-0, ,Defensive rebound by K. Love
11:24.0, , ,0-2,+2,T. Thompson makes 2-pt jump shot from 6 ft (assist by G. Hill)
11:05.0,T. Prince makes 2-pt layup at rim,+2,2-2, , 
10:56.0, , ,2-2, ,K. Love misses 3-pt jump shot from 25 ft
10:52.0,Defensive rebound by T. Young, ,2-2, , 
10:34.0,V. Carter makes 3-pt jump shot from 25 ft (assist by A. Len),+3,5-2, , 
10:23.0, , ,5-4,+2,G. Hill makes 2-pt jump shot from 17 ft
10:04.0,Turnover by T. Prince (lost ball; steal by G. Hill), ,5-4, , 
9:59.0, , ,5-6,+2,K. Love makes 2-pt dunk from 1 ft (assist by G. Hill)
9:42.0,Personal foul by R. Hood (drawn by A. Len), ,5-6, , 
9:34.0,Offensive foul by A. Len (drawn by C. Osman), ,5-6, , 
9:34.0,Turnover by A. Len (offensive foul), ,5-6, , 
9:15.0, , ,5-8,+2,T. Thompson makes 2-pt hook shot from 8 ft (assist by K. Love)
9:05.0,T. Young misses 3-pt jump shot from 31 ft, ,5-8, , 
9:03.0, , ,5-8, ,Defensive rebound by R. Hood
8:56.0, , ,5-11,+3,K. Love makes 3-pt jump shot from 26 ft (assist by R. Hood)
8:56.0,Atlanta full timeout, ,5-11, , 
8:56.0,O. Spellman enters the game for V. Carter, ,5-11, , 
8:42.0,Turnover by O. Spellman (step out of bounds), ,5-11, , 
8:31.0, , ,5-11, ,K. Love misses 3-pt jump shot from 26 ft
8:28.0,Defensive rebound by T. Prince, ,5-11, , 
8:16.0,T. Prince misses 3-pt jump shot from 27 ft, ,5-11, , 
8:12.0, , ,5-11, ,Defensive rebound by C. Osman
8:04.0, , ,5-11, ,Turnover by R. Hood (bad pass; steal by T. Prince)
7:56.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Prince),+2,7-11, , 
7:43.0, , ,7-11, ,R. Hood misses 2-pt jump shot from 20 ft
7:41.0,Defensive rebound by Team, ,7-11, , 
7:32.0,K. Bazemore misses 2-pt layup from 2 ft, ,7-11, , 
7:30.0, , ,7-11, ,Defensive rebound by T. Thompson
7:26.0, , ,7-11, ,Personal foul by T. Young (drawn by G. Hill)
7:13.0, , ,7-11, ,Turnover by C. Osman (bad pass; steal by T. Young)
7:04.0,Turnover by K. Bazemore (bad pass; steal by T. Thompson), ,7-11, , 
6:57.0, , ,7-11, ,C. Osman misses 3-pt jump shot from 24 ft
6:54.0, , ,7-11, ,Offensive rebound by T. Thompson
6:50.0, , ,7-13,+2,G. Hill makes 2-pt jump shot from 13 ft (assist by C. Osman)
6:37.0,A. Len misses 2-pt layup from 2 ft, ,7-13, , 
6:35.0,Offensive rebound by A. Len, ,7-13, , 
6:35.0,A. Len misses 2-pt layup at rim, ,7-13, , 
6:35.0,Offensive rebound by A. Len, ,7-13, , 
6:35.0,A. Len misses 2-pt layup at rim, ,7-13, , 
6:35.0,Offensive rebound by Team, ,7-13, , 
6:35.0,D. Bembry enters the game for K. Bazemore, ,7-13, , 
