time,away_description,away_change,score,home_change,home_description
11:41.0,B. Simmons misses 2-pt jump shot from 9 ft, ,0-0, , 
11:40.0, , ,0-0, ,Defensive rebound by R. Westbrook
11:33.0, , ,0-0, ,R. Westbrook misses 2-pt layup from 1 ft (block by J. Embiid)
11:32.0,Defensive rebound by B. Simmons, ,0-0, , 
11:27.0,T. Harris makes 3-pt jump shot from 23 ft (assist by B. Simmons),+3,3-0, , 
11:01.0, , ,3-0, ,R. Westbrook misses 2-pt jump shot from 16 ft
10:59.0,Defensive rebound by J. Embiid, ,3-0, , 
10:45.0,Turnover by J. Embiid (lost ball; steal by R. Westbrook), ,3-0, , 
10:40.0, , ,3-0, ,C. Capela misses 2-pt dunk from 1 ft
10:37.0,Defensive rebound by B. Simmons, ,3-0, , 
10:33.0,B. Simmons misses 2-pt layup from 2 ft, ,3-0, , 
10:31.0, , ,3-0, ,Defensive rebound by J. Harden
10:18.0, , ,3-2,+2,J. Harden makes 2-pt jump shot from 5 ft
9:53.0,J. Embiid misses 3-pt jump shot from 23 ft, ,3-2, , 
9:50.0, , ,3-2, ,Defensive rebound by J. Harden
9:42.0, , ,3-2, ,P. Tucker misses 3-pt jump shot from 23 ft
9:39.0,Defensive rebound by B. Simmons, ,3-2, , 
9:28.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Richardson),+2,5-2, , 
9:19.0, , ,5-4,+2,R. Westbrook makes 2-pt jump shot from 16 ft
9:06.0,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),+2,7-4, , 
8:53.0, , ,7-4, ,C. Capela misses 2-pt layup from 1 ft
8:52.0, , ,7-4, ,Offensive rebound by J. Harden
8:51.0, , ,7-4, ,J. Harden misses 2-pt jump shot from 1 ft
8:51.0, , ,7-4, ,Offensive rebound by C. Capela
8:51.0, , ,7-6,+2,C. Capela makes 2-pt dunk at rim
8:33.0,J. Richardson misses 3-pt jump shot from 25 ft, ,7-6, , 
8:33.0, , ,7-6, ,Defensive rebound by C. Capela
8:25.0, , ,7-6, ,J. Harden misses 3-pt jump shot from 26 ft
8:25.0,Defensive rebound by Team, ,7-6, , 
8:17.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Richardson),+2,9-6, , 
8:09.0, , ,9-6, ,R. Westbrook misses 2-pt jump shot from 17 ft
8:08.0,Defensive rebound by A. Horford, ,9-6, , 
7:50.0,T. Harris makes 2-pt layup at rim,+2,11-6, , 
7:36.0, , ,11-6, ,R. Westbrook misses 2-pt jump shot from 17 ft
7:35.0,Defensive rebound by J. Embiid, ,11-6, , 
7:27.0,Personal foul by R. Westbrook (drawn by B. Simmons), ,11-6, , 
7:19.0,B. Simmons misses 2-pt jump shot from 2 ft (block by C. Capela), ,11-6, , 
7:18.0,Offensive rebound by Team, ,11-6, , 
7:18.0, , ,11-6, ,Loose ball foul by D. House (drawn by J. Embiid)
7:04.0,J. Embiid makes 2-pt jump shot from 20 ft (assist by T. Harris),+2,13-6, , 
6:50.0, , ,13-6, ,C. Capela misses 2-pt layup from 1 ft (block by B. Simmons)
6:48.0,Defensive rebound by B. Simmons, ,13-6, , 
6:45.0,Shooting foul by D. House (drawn by B. Simmons), ,13-6, , 
6:45.0, , ,13-6, ,Houston full timeout
6:45.0, , ,13-6, ,E. Gordon enters the game for D. House
6:45.0,B. Simmons misses free throw 1 of 2, ,13-6, , 
6:45.0,Offensive rebound by Team, ,13-6, , 
6:45.0,B. Simmons makes free throw 2 of 2,+1,14-6, , 
6:28.0, , ,14-6, ,R. Westbrook misses 2-pt layup from 1 ft
6:28.0,Defensive rebound by J. Embiid, ,14-6, , 
6:23.0,B. Simmons misses 2-pt layup at rim, ,14-6, , 
6:21.0, , ,14-6, ,Defensive rebound by J. Harden
6:15.0, , ,14-8,+2,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden)
5:59.0,J. Embiid misses 2-pt jump shot from 14 ft, ,14-8, , 
5:57.0, , ,14-8, ,Defensive rebound by C. Capela
5:52.0, , ,14-10,+2,C. Capela makes 2-pt dunk from 1 ft (assist by R. Westbrook)
5:35.0,T. Harris misses 2-pt jump shot from 12 ft, ,14-10, , 
5:33.0, , ,14-10, ,Defensive rebound by C. Capela
