time,away_description,away_change,score,home_change,home_description
11:37.0,Shooting foul by J. Tatum (drawn by J. Collins), ,0-0, , 
11:37.0,J. Collins misses free throw 1 of 2, ,0-0, , 
11:37.0,Offensive rebound by Team, ,0-0, , 
11:37.0,J. Collins makes free throw 2 of 2,+1,1-0, , 
11:22.0, , ,1-3,+3,K. Walker makes 3-pt jump shot from 27 ft
11:22.0, , ,1-3, ,Instant Replay (Request: Ruling Stands)
11:02.0,K. Huerter misses 3-pt jump shot from 26 ft, ,1-3, , 
10:58.0, , ,1-3, ,Defensive rebound by K. Walker
10:51.0, , ,1-6,+3,G. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker)
10:42.0,Turnover by D. Jones (traveling), ,1-6, , 
10:32.0, , ,1-9,+3,J. Tatum makes 3-pt jump shot from 27 ft (assist by G. Williams)
10:29.0,Atlanta full timeout, ,1-9, , 
10:17.0,K. Huerter misses 2-pt jump shot from 19 ft, ,1-9, , 
10:15.0, , ,1-9, ,Defensive rebound by M. Smart
10:02.0, , ,1-11,+2,G. Williams makes 2-pt jump shot from 15 ft (assist by K. Walker)
9:43.0,J. Collins makes 2-pt jump shot from 14 ft (assist by K. Huerter),+2,3-11, , 
9:32.0, , ,3-11, ,J. Tatum misses 2-pt jump shot from 4 ft
9:30.0, , ,3-11, ,Offensive rebound by M. Smart
9:16.0, , ,3-13,+2,J. Tatum makes 2-pt layup from 2 ft
9:00.0,Shooting foul by M. Smart (drawn by J. Collins), ,3-13, , 
9:00.0,J. Collins makes free throw 1 of 2,+1,4-13, , 
9:00.0,J. Collins makes free throw 2 of 2,+1,5-13, , 
8:48.0, , ,5-13, ,Turnover by M. Smart (bad pass; steal by J. Teague)
8:31.0,Turnover by K. Huerter (bad pass; steal by M. Smart), ,5-13, , 
8:28.0, , ,5-15,+2,M. Smart makes 2-pt dunk at rim
8:12.0,J. Collins misses 2-pt jump shot from 18 ft, ,5-15, , 
8:10.0, , ,5-15, ,Defensive rebound by K. Walker
8:06.0, , ,5-15, ,Personal foul by J. Collins (drawn by K. Walker)
7:59.0, , ,5-18,+3,J. Tatum makes 3-pt jump shot from 23 ft (assist by K. Walker)
7:45.0,J. Teague misses 2-pt jump shot from 17 ft, ,5-18, , 
7:44.0,Offensive rebound by J. Collins, ,5-18, , 
7:44.0,J. Collins makes 2-pt dunk at rim,+2,7-18, , 
7:28.0, , ,7-21,+3,K. Walker makes 3-pt jump shot from 29 ft
7:15.0,K. Huerter makes 3-pt jump shot from 28 ft (assist by J. Teague),+3,10-21, , 
6:56.0, , ,10-21, ,Personal foul by K. Huerter (drawn by K. Walker)
6:47.0, , ,10-24,+3,J. Tatum makes 3-pt jump shot from 26 ft
6:23.0,J. Teague misses 2-pt layup from 5 ft (block by G. Williams), ,10-24, , 
6:22.0,Offensive rebound by Team, ,10-24, , 
6:22.0,V. Carter enters the game for D. Jones, ,10-24, , 
6:18.0,K. Huerter misses 3-pt jump shot from 25 ft, ,10-24, , 
6:16.0, , ,10-24, ,Defensive rebound by K. Walker
6:05.0, , ,10-24, ,J. Tatum misses 3-pt jump shot from 23 ft
6:02.0,Defensive rebound by K. Huerter, ,10-24, , 
5:57.0,J. Collins makes 2-pt layup from 1 ft,+2,12-24, , 
5:45.0, , ,12-24, ,Turnover by E. Freedom (bad pass; steal by V. Carter)
5:41.0,D. Hunter misses 3-pt jump shot from 27 ft, ,12-24, , 
5:38.0, , ,12-24, ,Defensive rebound by E. Freedom
5:21.0, , ,12-24, ,Turnover by J. Tatum (lost ball; steal by D. Hunter)
5:18.0,Shooting foul by G. Williams (drawn by D. Hunter), ,12-24, , 
5:18.0,D. Hunter makes free throw 1 of 2,+1,13-24, , 
5:18.0,B. Goodwin enters the game for J. Collins, ,13-24, , 
5:18.0,T. Graham enters the game for J. Teague, ,13-24, , 
5:18.0, , ,13-24, ,R. Langford enters the game for E. Freedom
5:18.0, , ,13-24, ,S. Ojeleye enters the game for J. Tatum
5:18.0,D. Hunter misses free throw 2 of 2, ,13-24, , 
5:16.0, , ,13-24, ,Defensive rebound by S. Ojeleye
5:09.0, , ,13-24, ,K. Walker misses 3-pt jump shot from 26 ft
5:06.0,Defensive rebound by K. Huerter, ,13-24, , 
4:51.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by V. Carter),+3,16-24, , 
4:34.0, , ,16-24, ,G. Williams misses 2-pt hook shot from 7 ft
4:32.0,Defensive rebound by V. Carter, ,16-24, , 
4:26.0,Turnover by B. Goodwin (bad pass), ,16-24, , 
4:11.0, , ,16-24, ,K. Walker misses 2-pt jump shot from 3 ft
4:10.0,Defensive rebound by Team, ,16-24, , 
3:54.0,T. Graham makes 2-pt layup from 5 ft (assist by V. Carter),+2,18-24, , 
3:38.0, , ,18-24, ,R. Langford misses 2-pt layup from 3 ft (block by T. Graham)
3:36.0,Defensive rebound by T. Graham, ,18-24, , 
3:33.0,Offensive foul by T. Graham (drawn by K. Walker), ,18-24, , 
3:33.0,Turnover by T. Graham (offensive foul), ,18-24, , 
3:33.0, , ,18-24, ,Boston full timeout
3:33.0, , ,18-24, ,V. Poirier enters the game for M. Smart
3:33.0, , ,18-24, ,B. Wanamaker enters the game for K. Walker
3:33.0, , ,18-24, ,T. Waters enters the game for G. Williams
3:19.0, , ,18-24, ,T. Waters misses 2-pt jump shot from 15 ft
3:17.0,Defensive rebound by D. Hunter, ,18-24, , 
3:07.0,V. Carter misses 3-pt jump shot from 23 ft, ,18-24, , 
3:04.0, , ,18-24, ,Defensive rebound by S. Ojeleye
2:47.0, , ,18-24, ,R. Langford misses 2-pt jump shot from 11 ft (block by K. Huerter)
2:45.0,Defensive rebound by V. Carter, ,18-24, , 
2:36.0,K. Huerter makes 2-pt dunk from 2 ft,+2,20-24, , 
2:17.0, , ,20-24, ,B. Wanamaker misses 3-pt jump shot from 26 ft
2:15.0,Defensive rebound by T. Graham, ,20-24, , 
2:04.0,T. Graham misses 3-pt jump shot from 27 ft, ,20-24, , 
2:02.0, , ,20-24, ,Defensive rebound by S. Ojeleye
1:44.0, , ,20-24, ,B. Wanamaker misses 2-pt layup from 2 ft (block by V. Carter)
1:42.0,Defensive rebound by V. Carter, ,20-24, , 
1:40.0,B. Goodwin misses 2-pt layup from 1 ft (block by R. Langford), ,20-24, , 
1:37.0,Offensive rebound by K. Huerter, ,20-24, , 
1:37.0,Shooting foul by R. Langford (drawn by K. Huerter), ,20-24, , 
1:37.0,K. Huerter makes free throw 1 of 2,+1,21-24, , 
1:37.0,J. Collins enters the game for D. Hunter, ,21-24, , 
1:37.0, , ,21-24, ,J. Tatum enters the game for T. Waters
1:37.0,K. Huerter makes free throw 2 of 2,+1,22-24, , 
1:26.0, , ,22-24, ,Shooting foul by B. Goodwin (drawn by B. Wanamaker)
1:26.0, , ,22-25,+1,B. Wanamaker makes free throw 1 of 2
1:26.0,J. Teague enters the game for K. Huerter, ,22-25, , 
1:26.0, , ,22-26,+1,B. Wanamaker makes free throw 2 of 2
1:09.0,J. Collins misses 2-pt layup from 5 ft, ,22-26, , 
1:07.0, , ,22-26, ,Defensive rebound by V. Poirier
1:01.0, , ,22-28,+2,S. Ojeleye makes 2-pt jump shot from 21 ft (assist by J. Tatum)
0:49.0,Personal foul by B. Wanamaker (drawn by J. Teague), ,22-28, , 
0:49.0,J. Teague makes free throw 1 of 2,+1,23-28, , 
0:49.0,J. Teague makes free throw 2 of 2,+1,24-28, , 
