time,away_description,away_change,score,home_change,home_description
11:47.0, , ,0-2,+2,L. Ball makes 2-pt layup from 1 ft
11:30.0,B. Ingram misses 2-pt layup at rim, ,0-2, , 
11:27.0,Offensive rebound by J. Valančiūnas, ,0-2, , 
11:27.0,J. Valančiūnas misses 2-pt layup at rim, ,0-2, , 
11:26.0, , ,0-2, ,Defensive rebound by P. Williams
11:20.0, , ,0-2, ,P. Williams misses 2-pt jump shot from 22 ft
11:17.0,Defensive rebound by D. Graham, ,0-2, , 
11:13.0,H. Jones makes 2-pt layup from 1 ft (assist by D. Graham),+2,2-2, , 
11:02.0, , ,2-2, ,D. DeRozan misses 2-pt jump shot from 20 ft
10:59.0,Defensive rebound by J. Valančiūnas, ,2-2, , 
10:51.0,D. Graham misses 2-pt jump shot from 19 ft, ,2-2, , 
10:46.0, , ,2-2, ,Defensive rebound by L. Ball
10:41.0, , ,2-2, ,Turnover by Z. LaVine (bad pass)
10:29.0,B. Ingram misses 3-pt jump shot from 25 ft, ,2-2, , 
10:24.0, , ,2-2, ,Defensive rebound by L. Ball
10:17.0, , ,2-2, ,Chicago full timeout
10:09.0, , ,2-2, ,Z. LaVine misses 3-pt jump shot from 27 ft
10:04.0,Defensive rebound by B. Ingram, ,2-2, , 
9:59.0,B. Ingram misses 2-pt jump shot from 17 ft, ,2-2, , 
9:55.0, , ,2-2, ,Defensive rebound by Z. LaVine
9:46.0, , ,2-2, ,Z. LaVine misses 2-pt jump shot from 14 ft
9:43.0,Defensive rebound by B. Ingram, ,2-2, , 
9:29.0,D. Graham misses 3-pt jump shot from 23 ft, ,2-2, , 
9:26.0, , ,2-2, ,Defensive rebound by Z. LaVine
9:25.0, , ,2-2, ,Personal foul by B. Ingram (drawn by L. Ball)
9:16.0, , ,2-4,+2,D. DeRozan makes 2-pt jump shot from 7 ft
9:07.0,N. Alexander-Walker misses 3-pt jump shot from 25 ft, ,2-4, , 
9:04.0, , ,2-4, ,Defensive rebound by P. Williams
8:54.0, , ,2-4, ,L. Ball misses 3-pt jump shot from 27 ft
8:49.0,Defensive rebound by N. Alexander-Walker, ,2-4, , 
8:38.0,Turnover by H. Jones (out of bounds lost ball), ,2-4, , 
8:25.0, , ,2-6,+2,D. DeRozan makes 2-pt jump shot from 21 ft (assist by N. Vučević)
8:02.0,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by B. Ingram),+2,4-6, , 
7:51.0, , ,4-8,+2,N. Vučević makes 2-pt jump shot from 11 ft (assist by Z. LaVine)
7:41.0,Turnover by D. Graham (bad pass), ,4-8, , 
7:21.0, , ,4-8, ,D. DeRozan misses 3-pt jump shot from 23 ft
7:18.0,Defensive rebound by J. Valančiūnas, ,4-8, , 
7:09.0,Shooting foul by P. Williams (drawn by N. Alexander-Walker), ,4-8, , 
7:09.0,N. Alexander-Walker makes free throw 1 of 2,+1,5-8, , 
7:09.0,N. Marshall enters the game for H. Jones, ,5-8, , 
7:09.0,N. Alexander-Walker makes free throw 2 of 2,+1,6-8, , 
6:58.0, , ,6-8, ,N. Vučević misses 3-pt jump shot from 25 ft
6:55.0,Defensive rebound by N. Marshall, ,6-8, , 
6:44.0,J. Valančiūnas makes 2-pt layup from 3 ft,+2,8-8, , 
6:34.0, , ,8-8, ,D. DeRozan misses 2-pt jump shot from 6 ft
6:32.0, , ,8-8, ,Offensive rebound by N. Vučević
6:32.0, , ,8-8, ,N. Vučević misses 2-pt layup at rim (block by J. Valančiūnas)
6:30.0,Defensive rebound by N. Marshall, ,8-8, , 
6:12.0,N. Alexander-Walker misses 2-pt jump shot from 13 ft, ,8-8, , 
6:12.0, , ,8-8, ,Defensive rebound by N. Vučević
6:05.0, , ,8-10,+2,D. DeRozan makes 2-pt jump shot from 11 ft (assist by Z. LaVine)
5:40.0,D. Graham misses 3-pt jump shot from 22 ft, ,8-10, , 
5:37.0, , ,8-10, ,Defensive rebound by L. Ball
5:32.0, , ,8-12,+2,D. DeRozan makes 2-pt dunk from 1 ft (assist by L. Ball)
5:32.0,New Orleans full timeout, ,8-12, , 
5:32.0,T. Murphy enters the game for B. Ingram, ,8-12, , 
5:32.0, , ,8-12, ,T. Brown enters the game for D. DeRozan
5:32.0, , ,8-12, ,J. Green enters the game for P. Williams
5:11.0,J. Valančiūnas misses 2-pt jump shot from 10 ft, ,8-12, , 
5:07.0,Offensive rebound by N. Alexander-Walker, ,8-12, , 
5:07.0,N. Alexander-Walker misses 2-pt layup at rim, ,8-12, , 
5:06.0, , ,8-12, ,Defensive rebound by L. Ball
4:55.0, , ,8-12, ,Turnover by Z. LaVine (out of bounds lost ball)
4:34.0,D. Graham misses 3-pt jump shot from 25 ft, ,8-12, , 
4:32.0,Offensive rebound by N. Alexander-Walker, ,8-12, , 
4:29.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by T. Murphy),+3,11-12, , 
4:12.0, , ,11-14,+2,J. Green makes 2-pt layup from 3 ft (assist by N. Vučević)
3:56.0,Turnover by N. Marshall (bad pass; steal by J. Green), ,11-14, , 
3:54.0, , ,11-14, ,J. Green misses 2-pt layup from 1 ft
3:54.0, , ,11-14, ,Offensive rebound by L. Ball
3:54.0, , ,11-14, ,Shooting foul by N. Alexander-Walker (drawn by L. Ball)
3:54.0, , ,11-15,+1,L. Ball makes free throw 1 of 2
3:54.0, , ,11-16,+1,L. Ball makes free throw 2 of 2
3:44.0,Turnover by D. Graham (bad pass; steal by N. Vučević), ,11-16, , 
3:41.0, , ,11-18,+2,J. Green makes 2-pt dunk at rim (assist by L. Ball)
3:41.0,New Orleans full timeout, ,11-18, , 
3:41.0,T. Satoranský enters the game for N. Alexander-Walker, ,11-18, , 
3:41.0,G. Temple enters the game for D. Graham, ,11-18, , 
3:41.0, , ,11-18, ,A. Caruso enters the game for L. Ball
3:18.0,Turnover by N. Marshall (bad pass; steal by N. Vučević), ,11-18, , 
3:08.0, , ,11-21,+3,T. Brown makes 3-pt jump shot from 26 ft (assist by Z. LaVine)
2:52.0,N. Marshall misses 2-pt jump shot from 12 ft (block by J. Green), ,11-21, , 
2:50.0, , ,11-21, ,Defensive rebound by N. Vučević
2:50.0,B. Ingram enters the game for N. Marshall, ,11-21, , 
2:28.0, , ,11-21, ,Z. LaVine misses 2-pt jump shot from 14 ft
2:25.0,Defensive rebound by B. Ingram, ,11-21, , 
2:15.0,G. Temple makes 3-pt jump shot from 23 ft (assist by B. Ingram),+3,14-21, , 
2:02.0, , ,14-24,+3,N. Vučević makes 3-pt jump shot from 28 ft (assist by A. Caruso)
1:47.0,T. Satoranský misses 2-pt jump shot from 14 ft (block by Z. LaVine), ,14-24, , 
1:41.0, , ,14-24, ,Defensive rebound by T. Brown
1:38.0, , ,14-24, ,Z. LaVine misses 3-pt jump shot from 26 ft
1:36.0,Defensive rebound by B. Ingram, ,14-24, , 
1:31.0,T. Satoranský misses 2-pt layup from 2 ft (block by J. Green), ,14-24, , 
1:26.0, , ,14-24, ,Defensive rebound by A. Caruso
1:25.0, , ,14-26,+2,J. Green makes 2-pt dunk at rim (assist by A. Caruso)
1:01.0,Turnover by Team (shot clock), ,14-26, , 
1:01.0,J. Hayes enters the game for J. Valančiūnas, ,14-26, , 
1:01.0, , ,14-26, ,D. DeRozan enters the game for Z. LaVine
1:01.0, , ,14-26, ,A. Johnson enters the game for N. Vučević
0:45.0, , ,14-26, ,Turnover by D. DeRozan (bad pass; steal by G. Temple)
0:42.0,Turnover by T. Murphy (out of bounds lost ball), ,14-26, , 
0:32.0, , ,14-26, ,Shooting foul by J. Hayes (drawn by D. DeRozan)
0:32.0, , ,14-27,+1,D. DeRozan makes free throw 1 of 2
0:32.0, , ,14-28,+1,D. DeRozan makes free throw 2 of 2
0:08.0,T. Murphy makes 3-pt jump shot from 25 ft,+3,17-28, , 
0:00.0, , ,17-28, ,D. DeRozan misses 2-pt jump shot from 15 ft
0:00.0,Defensive rebound by B. Ingram, ,17-28, , 
11:52.0, , ,17-28, ,Violation by Team (kicked ball)
11:36.0,G. Temple misses 2-pt jump shot from 15 ft, ,17-28, , 
11:34.0, , ,17-28, ,Defensive rebound by L. Ball
11:34.0, , ,17-28, ,Turnover by A. Johnson (out of bounds lost ball)
11:19.0,J. Hayes makes 2-pt layup from 2 ft (assist by B. Ingram),+2,19-28, , 
11:05.0, , ,19-28, ,Personal foul by G. Temple (drawn by D. DeRozan)
10:58.0, , ,19-28, ,L. Ball misses 3-pt jump shot from 26 ft
10:53.0, , ,19-28, ,Offensive rebound by A. Johnson
10:52.0, , ,19-31,+3,L. Ball makes 3-pt jump shot from 27 ft (assist by A. Johnson)
10:36.0,Turnover by T. Satoranský (bad pass; steal by L. Ball), ,19-31, , 
10:29.0, , ,19-31, ,A. Caruso misses 2-pt layup from 3 ft (block by J. Hayes)
10:27.0,Defensive rebound by J. Hayes, ,19-31, , 
10:27.0,Personal take foul by D. DeRozan (drawn by B. Ingram), ,19-31, , 
10:19.0,B. Ingram misses 2-pt jump shot from 12 ft, ,19-31, , 
10:15.0, , ,19-31, ,Defensive rebound by A. Johnson
10:09.0, , ,19-33,+2,D. DeRozan makes 2-pt layup from 2 ft
9:45.0,Turnover by B. Ingram (bad pass), ,19-33, , 
9:45.0, , ,19-33, ,P. Williams enters the game for J. Green
9:37.0, , ,19-33, ,L. Ball misses 3-pt jump shot from 28 ft
9:32.0,Defensive rebound by T. Murphy, ,19-33, , 
9:25.0,B. Ingram makes 2-pt layup from 1 ft,+2,21-33, , 
