time,away_description,away_change,score,home_change,home_description
11:39.0, , ,0-2,+2,D. Mitchell makes 2-pt jump shot from 8 ft
11:30.0,Turnover by J. Morant (out of bounds lost ball), ,0-2, , 
11:17.0, , ,0-2, ,D. Mitchell misses 2-pt jump shot from 4 ft
11:14.0, , ,0-2, ,Offensive rebound by R. Gobert
11:14.0, , ,0-4,+2,R. Gobert makes 2-pt layup at rim
11:06.0,J. Valančiūnas makes 3-pt jump shot from 26 ft (assist by D. Brooks),+3,3-4, , 
10:49.0, , ,3-7,+3,D. Mitchell makes 3-pt jump shot from 25 ft (assist by B. Bogdanović)
10:35.0,K. Anderson makes 2-pt layup from 2 ft (assist by J. Morant),+2,5-7, , 
10:16.0, , ,5-7, ,D. Mitchell misses 3-pt jump shot from 26 ft
10:14.0,Defensive rebound by J. Jackson, ,5-7, , 
10:05.0,J. Valančiūnas misses 3-pt jump shot from 25 ft, ,5-7, , 
10:02.0, , ,5-7, ,Defensive rebound by B. Bogdanović
9:52.0, , ,5-10,+3,M. Conley makes 3-pt jump shot from 25 ft (assist by D. Mitchell)
9:32.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by J. Morant),+2,7-10, , 
9:24.0, , ,7-13,+3,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by M. Conley)
9:08.0,Turnover by D. Brooks (bad pass; steal by R. O'Neale), ,7-13, , 
9:04.0, , ,7-13, ,R. O'Neale misses 3-pt jump shot from 26 ft
8:59.0,Defensive rebound by J. Valančiūnas, ,7-13, , 
8:58.0,Turnover by J. Valančiūnas (lost ball; steal by B. Bogdanović), ,7-13, , 
8:48.0, , ,7-16,+3,D. Mitchell makes 3-pt jump shot from 25 ft
8:46.0,Memphis full timeout, ,7-16, , 
8:30.0,D. Brooks misses 3-pt jump shot from 23 ft, ,7-16, , 
8:27.0, , ,7-16, ,Defensive rebound by R. Gobert
8:16.0, , ,7-18,+2,B. Bogdanović makes 2-pt layup from 5 ft (assist by R. Gobert)
