time,away_description,away_change,score,home_change,home_description
11:46.0, , ,0-2,+2,K. Middleton makes 2-pt layup from 1 ft
11:20.0,T. Thompson misses 2-pt hook shot from 5 ft, ,0-2, , 
11:20.0, , ,0-2, ,Defensive rebound by G. Antetokounmpo
11:11.0, , ,0-4,+2,K. Middleton makes 2-pt jump shot from 13 ft
10:54.0,C. Osman misses 2-pt jump shot from 12 ft, ,0-4, , 
10:50.0,Offensive rebound by D. Garland, ,0-4, , 
10:41.0,D. Garland misses 2-pt jump shot from 11 ft, ,0-4, , 
10:38.0, , ,0-4, ,Defensive rebound by B. Lopez
10:32.0, , ,0-4, ,B. Lopez misses 3-pt jump shot from 28 ft
10:28.0,Defensive rebound by D. Garland, ,0-4, , 
10:18.0,C. Osman misses 2-pt jump shot from 12 ft, ,0-4, , 
10:16.0,Offensive rebound by T. Thompson, ,0-4, , 
10:11.0,T. Thompson makes 2-pt hook shot from 4 ft (assist by K. Love),+2,2-4, , 
9:56.0, , ,2-7,+3,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by K. Middleton)
9:40.0,C. Osman misses 3-pt jump shot from 24 ft, ,2-7, , 
9:37.0, , ,2-7, ,Defensive rebound by W. Matthews
9:26.0, , ,2-9,+2,G. Antetokounmpo makes 2-pt layup from 2 ft
9:13.0,Turnover by C. Sexton (lost ball; steal by D. DiVincenzo), ,2-9, , 
9:05.0, , ,2-9, ,W. Matthews misses 3-pt jump shot from 26 ft
9:01.0,Defensive rebound by K. Love, ,2-9, , 
8:53.0,C. Sexton makes 2-pt jump shot from 18 ft,+2,4-9, , 
8:41.0, , ,4-9, ,Personal foul by T. Thompson (drawn by G. Antetokounmpo)
8:32.0, , ,4-11,+2,K. Middleton makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo)
8:17.0,D. Garland misses 2-pt jump shot from 6 ft, ,4-11, , 
8:14.0,Offensive rebound by T. Thompson, ,4-11, , 
8:14.0,T. Thompson misses 2-pt layup at rim, ,4-11, , 
8:13.0,Offensive rebound by C. Sexton, ,4-11, , 
8:04.0,K. Love misses 2-pt jump shot from 10 ft, ,4-11, , 
8:01.0, , ,4-11, ,Defensive rebound by K. Middleton
7:55.0, , ,4-11, ,K. Middleton misses 3-pt jump shot from 26 ft
7:52.0,Defensive rebound by K. Love, ,4-11, , 
7:36.0,K. Love makes 2-pt jump shot from 15 ft,+2,6-11, , 
7:36.0, , ,6-11, ,Milwaukee full timeout
7:25.0, , ,6-13,+2,D. DiVincenzo makes 2-pt dunk from 3 ft (assist by K. Middleton)
7:04.0,Personal foul by W. Matthews (drawn by C. Sexton), ,6-13, , 
7:04.0,M. Dellavedova enters the game for D. Garland, ,6-13, , 
6:54.0,T. Thompson makes 2-pt hook shot from 8 ft (assist by M. Dellavedova),+2,8-13, , 
6:40.0, , ,8-13, ,G. Antetokounmpo misses 3-pt jump shot from 28 ft
6:38.0,Defensive rebound by K. Love, ,8-13, , 
6:38.0,Turnover by K. Love (bad pass), ,8-13, , 
6:38.0, , ,8-13, ,G. Hill enters the game for D. DiVincenzo
6:25.0, , ,8-13, ,G. Hill misses 3-pt jump shot from 23 ft
6:21.0,Defensive rebound by C. Sexton, ,8-13, , 
6:13.0,Turnover by C. Sexton (lost ball; steal by W. Matthews), ,8-13, , 
6:07.0, , ,8-15,+2,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton)
5:49.0,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by T. Thompson),+3,11-15, , 
5:38.0, , ,11-15, ,Turnover by G. Hill (bad pass; steal by C. Sexton)
5:31.0,C. Sexton misses 2-pt layup from 3 ft, ,11-15, , 
5:26.0,Offensive rebound by T. Thompson, ,11-15, , 
5:26.0,T. Thompson makes 2-pt layup at rim,+2,13-15, , 
5:17.0, , ,13-15, ,K. Middleton misses 2-pt jump shot from 12 ft
5:13.0,Defensive rebound by K. Love, ,13-15, , 
5:03.0,M. Dellavedova misses 3-pt jump shot from 26 ft, ,13-15, , 
4:59.0, , ,13-15, ,Defensive rebound by G. Antetokounmpo
4:56.0, , ,13-17,+2,G. Antetokounmpo makes 2-pt dunk from 1 ft
4:38.0,Turnover by K. Love (lost ball; steal by W. Matthews), ,13-17, , 
4:38.0,K. Porter enters the game for C. Osman, ,13-17, , 
4:38.0, , ,13-17, ,S. Brown enters the game for G. Antetokounmpo
4:38.0, , ,13-17, ,P. Connaughton enters the game for B. Lopez
4:38.0, , ,13-17, ,E. İlyasova enters the game for W. Matthews
4:38.0, , ,13-17, ,R. Lopez enters the game for K. Middleton
4:23.0, , ,13-17, ,S. Brown misses 3-pt jump shot from 27 ft
4:20.0,Defensive rebound by K. Love, ,13-17, , 
4:14.0,M. Dellavedova misses 2-pt layup from 4 ft, ,13-17, , 
4:13.0,Offensive rebound by T. Thompson, ,13-17, , 
4:11.0,T. Thompson misses 2-pt hook shot from 8 ft, ,13-17, , 
4:09.0, , ,13-17, ,Defensive rebound by R. Lopez
3:54.0, , ,13-17, ,G. Hill misses 2-pt layup from 6 ft
3:50.0, , ,13-17, ,Offensive rebound by R. Lopez
3:50.0, , ,13-17, ,R. Lopez misses 2-pt layup from 1 ft
3:49.0, , ,13-17, ,Offensive rebound by G. Hill
3:41.0, , ,13-17, ,R. Lopez misses 3-pt jump shot from 23 ft
3:38.0,Defensive rebound by K. Love, ,13-17, , 
3:23.0,C. Sexton misses 3-pt jump shot from 26 ft, ,13-17, , 
3:20.0, , ,13-17, ,Defensive rebound by P. Connaughton
3:12.0, , ,13-20,+3,E. İlyasova makes 3-pt jump shot from 30 ft (assist by P. Connaughton)
2:53.0,K. Love misses 2-pt jump shot from 19 ft, ,13-20, , 
2:51.0, , ,13-20, ,Defensive rebound by G. Hill
2:34.0, , ,13-22,+2,R. Lopez makes 2-pt hook shot from 4 ft
2:34.0,Cleveland full timeout, ,13-22, , 
2:34.0,J. Clarkson enters the game for M. Dellavedova, ,13-22, , 
2:34.0,D. Garland enters the game for K. Love, ,13-22, , 
2:34.0,J. Henson enters the game for C. Sexton, ,13-22, , 
2:34.0,L. Nance enters the game for T. Thompson, ,13-22, , 
2:18.0,K. Porter misses 3-pt jump shot from 27 ft, ,13-22, , 
2:15.0, , ,13-22, ,Defensive rebound by E. İlyasova
2:07.0, , ,13-22, ,P. Connaughton misses 2-pt layup from 3 ft (block by J. Henson)
2:04.0,Defensive rebound by D. Garland, ,13-22, , 
2:02.0,K. Porter misses 3-pt jump shot from 25 ft, ,13-22, , 
2:01.0,Offensive rebound by Team, ,13-22, , 
1:50.0,K. Porter makes 3-pt jump shot from 27 ft (assist by D. Garland),+3,16-22, , 
1:32.0, , ,16-22, ,S. Brown misses 2-pt jump shot from 16 ft
1:29.0,Defensive rebound by L. Nance, ,16-22, , 
1:22.0,J. Henson makes 2-pt dunk from 2 ft (assist by D. Garland),+2,18-22, , 
1:06.0, , ,18-22, ,Personal foul by J. Henson (drawn by R. Lopez)
0:58.0, , ,18-22, ,G. Hill misses 3-pt jump shot from 26 ft
0:55.0, , ,18-22, ,Offensive rebound by E. İlyasova
0:51.0, , ,18-22, ,S. Brown misses 3-pt jump shot from 26 ft
0:49.0, , ,18-22, ,Offensive rebound by P. Connaughton
0:49.0, , ,18-22, ,Shooting foul by K. Porter (drawn by E. İlyasova)
0:49.0, , ,18-23,+1,E. İlyasova makes free throw 1 of 2
0:49.0, , ,18-24,+1,E. İlyasova makes free throw 2 of 2
