time,away_description,away_change,score,home_change,home_description
11:47.0, , ,0-0, ,Personal foul by D. Booker (drawn by F. Korkmaz)
11:37.0, , ,0-2,+2,J. Embiid makes 2-pt layup from 1 ft (assist by F. Korkmaz)
11:22.0,D. Booker misses 3-pt jump shot from 26 ft, ,0-2, , 
11:20.0, , ,0-2, ,Defensive rebound by F. Korkmaz
11:13.0, , ,0-5,+3,J. Embiid makes 3-pt jump shot from 26 ft (assist by S. Milton)
10:50.0,Shooting foul by D. Green (drawn by D. Ayton), ,0-5, , 
10:50.0,D. Ayton makes free throw 1 of 2,+1,1-5, , 
10:50.0,D. Ayton makes free throw 2 of 2,+1,2-5, , 
10:35.0, , ,2-5, ,F. Korkmaz misses 2-pt jump shot from 18 ft
10:31.0, , ,2-5, ,Offensive rebound by J. Embiid
10:30.0, , ,2-5, ,Turnover by J. Embiid (lost ball; steal by J. Crowder)
10:24.0,J. Crowder misses 3-pt jump shot from 30 ft, ,2-5, , 
10:22.0, , ,2-5, ,Defensive rebound by J. Embiid
10:14.0, , ,2-8,+3,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by D. Green)
9:49.0,J. Crowder misses 3-pt jump shot from 29 ft (block by M. Thybulle), ,2-8, , 
9:48.0,Offensive rebound by J. Crowder, ,2-8, , 
9:47.0,J. Crowder makes 3-pt jump shot from 27 ft,+3,5-8, , 
9:27.0, , ,5-8, ,F. Korkmaz misses 2-pt jump shot from 7 ft (block by M. Bridges)
9:26.0, , ,5-8, ,Offensive rebound by J. Embiid
9:26.0, , ,5-8, ,Personal foul by J. Crowder (drawn by J. Embiid)
9:13.0, , ,5-8, ,Shooting foul by D. Ayton (drawn by F. Korkmaz)
9:13.0, , ,5-9,+1,F. Korkmaz makes free throw 1 of 3
9:13.0, , ,5-10,+1,F. Korkmaz makes free throw 2 of 3
9:13.0, , ,5-11,+1,F. Korkmaz makes free throw 3 of 3
8:57.0,D. Booker misses 2-pt jump shot from 12 ft, ,5-11, , 
8:55.0, , ,5-11, ,Defensive rebound by F. Korkmaz
8:47.0, , ,5-11, ,J. Embiid misses 2-pt layup from 9 ft (block by J. Crowder)
8:47.0, , ,5-11, ,Offensive rebound by Team
8:39.0, , ,5-11, ,S. Milton misses 3-pt jump shot from 27 ft
8:36.0, , ,5-11, ,Offensive rebound by J. Embiid
8:35.0, , ,5-11, ,J. Embiid misses 3-pt jump shot from 26 ft
8:31.0,Defensive rebound by J. Crowder, ,5-11, , 
8:13.0,M. Bridges misses 3-pt jump shot from 25 ft, ,5-11, , 
8:11.0, , ,5-11, ,Defensive rebound by J. Embiid
7:54.0, , ,5-11, ,J. Embiid misses 2-pt layup from 2 ft (block by C. Paul)
7:52.0, , ,5-11, ,Offensive rebound by J. Embiid
7:52.0, , ,5-13,+2,J. Embiid makes 2-pt layup at rim
7:35.0,J. Crowder misses 3-pt jump shot from 25 ft, ,5-13, , 
7:33.0, , ,5-13, ,Defensive rebound by D. Green
7:30.0, , ,5-13, ,M. Thybulle misses 2-pt layup from 5 ft (block by M. Bridges)
7:30.0, , ,5-13, ,Offensive rebound by Team
7:19.0, , ,5-15,+2,J. Embiid makes 2-pt jump shot from 12 ft
7:09.0,C. Paul makes 2-pt jump shot from 10 ft,+2,7-15, , 
6:48.0, , ,7-15, ,Turnover by S. Milton (bad pass)
6:48.0, , ,7-15, ,Philadelphia full timeout
6:25.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),+3,10-15, , 
6:02.0, , ,10-15, ,J. Embiid misses 2-pt jump shot from 10 ft
5:59.0,Defensive rebound by D. Ayton, ,10-15, , 
5:51.0,C. Paul misses 2-pt jump shot from 6 ft, ,10-15, , 
5:48.0,Offensive rebound by C. Paul, ,10-15, , 
5:44.0,J. Crowder misses 3-pt jump shot from 26 ft, ,10-15, , 
5:41.0,Offensive rebound by J. Crowder, ,10-15, , 
5:39.0,C. Paul makes 3-pt jump shot from 23 ft (assist by D. Booker),+3,13-15, , 
5:21.0, , ,13-15, ,Turnover by F. Korkmaz (bad pass; steal by D. Ayton)
