time,away_description,away_change,score,home_change,home_description
11:47.0, , ,0-3,+3,O. Porter makes 3-pt jump shot from 26 ft (assist by B. Beal)
11:27.0,J. Randle misses 2-pt jump shot from 14 ft, ,0-3, , 
11:24.0, , ,0-3, ,Defensive rebound by T. Bryant
11:14.0, , ,0-5,+2,K. Oubre makes 2-pt layup from 2 ft (assist by J. Wall)
11:03.0,E. Moore makes 2-pt layup from 1 ft (assist by N. Mirotić),+2,2-5, , 
10:53.0, , ,2-5, ,O. Porter misses 2-pt jump shot from 18 ft
10:49.0,Defensive rebound by J. Randle, ,2-5, , 
10:29.0,E. Moore makes 2-pt jump shot from 20 ft,+2,4-5, , 
10:11.0, , ,4-5, ,Turnover by J. Wall (lost ball; steal by J. Holiday)
10:06.0,E. Moore makes 2-pt jump shot from 21 ft,+2,6-5, , 
9:50.0, , ,6-7,+2,B. Beal makes 2-pt jump shot from 21 ft
9:39.0,N. Mirotić misses 3-pt jump shot from 25 ft, ,6-7, , 
9:34.0, , ,6-7, ,Defensive rebound by K. Oubre
9:25.0, , ,6-7, ,J. Wall misses 3-pt jump shot from 27 ft
9:22.0,Defensive rebound by W. Johnson, ,6-7, , 
9:14.0,J. Holiday misses 2-pt layup from 4 ft, ,6-7, , 
9:11.0,Offensive rebound by J. Randle, ,6-7, , 
9:11.0,J. Randle makes 2-pt layup from 2 ft,+2,8-7, , 
9:05.0, , ,8-9,+2,O. Porter makes 2-pt jump shot from 6 ft
9:05.0, , ,8-9, ,Shooting foul by E. Moore (drawn by O. Porter)
9:05.0, , ,8-10,+1,O. Porter makes free throw 1 of 1
8:49.0,W. Johnson misses 2-pt jump shot from 13 ft, ,8-10, , 
8:46.0, , ,8-10, ,Defensive rebound by K. Oubre
8:42.0, , ,8-10, ,K. Oubre misses 3-pt jump shot from 27 ft
8:41.0,Defensive rebound by Team, ,8-10, , 
8:30.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),+2,10-10, , 
8:21.0, , ,10-10, ,Personal foul by W. Johnson (drawn by B. Beal)
8:13.0, , ,10-12,+2,K. Oubre makes 2-pt dunk at rim (assist by B. Beal)
7:56.0,J. Holiday makes 2-pt jump shot from 10 ft,+2,12-12, , 
7:51.0, , ,12-12, ,Turnover by J. Wall (lost ball; steal by E. Moore)
7:51.0,Turnover by E. Moore (back court), ,12-12, , 
7:45.0, , ,12-12, ,Personal foul by J. Holiday (drawn by K. Oubre)
7:32.0, , ,12-12, ,Turnover by J. Wall (bad pass; steal by E. Moore)
7:25.0,Shooting foul by T. Bryant (drawn by J. Randle), ,12-12, , 
7:25.0,J. Randle makes free throw 1 of 2,+1,13-12, , 
7:25.0,J. Randle makes free throw 2 of 2,+1,14-12, , 
7:12.0, , ,14-14,+2,O. Porter makes 2-pt jump shot from 12 ft (assist by J. Wall)
6:57.0,J. Randle makes 2-pt hook shot from 2 ft,+2,16-14, , 
6:44.0, , ,16-16,+2,O. Porter makes 2-pt jump shot from 9 ft (assist by T. Bryant)
6:26.0,J. Holiday makes 2-pt jump shot from 3 ft (assist by J. Randle),+2,18-16, , 
6:07.0, , ,18-18,+2,B. Beal makes 2-pt layup from 2 ft
5:56.0,Turnover by J. Holiday (bad pass; steal by O. Porter), ,18-18, , 
5:52.0, , ,18-20,+2,J. Wall makes 2-pt dunk from 1 ft (assist by T. Bryant)
5:47.0,New Orleans full timeout, ,18-20, , 
