time,away_description,away_change,score,home_change,home_description
11:48.0, , ,0-0, ,C. Anthony misses 2-pt layup from 3 ft
11:46.0, , ,0-0, ,Offensive rebound by C. Anthony
11:41.0, , ,0-0, ,G. Clark misses 3-pt jump shot from 26 ft
11:41.0,Defensive rebound by D. Valentine, ,0-0, , 
11:24.0,D. Valentine misses 3-pt jump shot from 24 ft, ,0-0, , 
11:19.0, , ,0-0, ,Defensive rebound by D. Bacon
11:11.0, , ,0-0, ,Shooting foul by C. White (drawn by N. Vučević)
11:11.0, , ,0-1,+1,N. Vučević makes free throw 1 of 2
11:11.0, , ,0-2,+1,N. Vučević makes free throw 2 of 2
10:58.0,Z. LaVine makes 2-pt layup from 3 ft,+2,2-2, , 
10:41.0, , ,2-2, ,N. Vučević misses 2-pt layup from 6 ft
10:39.0,Defensive rebound by D. Gafford, ,2-2, , 
10:31.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by Z. LaVine),+3,5-2, , 
10:17.0, , ,5-2, ,Personal foul by D. Gafford (drawn by N. Vučević)
10:12.0, , ,5-4,+2,D. Bacon makes 2-pt jump shot from 17 ft
10:00.0,Turnover by C. White (lost ball; steal by D. Bacon), ,5-4, , 
9:58.0, , ,5-4, ,Shooting foul by Z. LaVine (drawn by D. Bacon)
9:58.0, , ,5-5,+1,D. Bacon makes free throw 1 of 2
9:58.0, , ,5-6,+1,D. Bacon makes free throw 2 of 2
9:42.0,Z. LaVine makes 2-pt jump shot from 11 ft,+2,7-6, , 
9:27.0, , ,7-8,+2,C. Anthony makes 2-pt jump shot from 12 ft
9:15.0,Z. LaVine makes 2-pt jump shot from 12 ft,+2,9-8, , 
8:53.0, , ,9-8, ,Shooting foul by D. Gafford (drawn by J. Ennis)
8:53.0, , ,9-9,+1,J. Ennis makes free throw 1 of 2
8:53.0, , ,9-10,+1,J. Ennis makes free throw 2 of 2
8:40.0,C. White misses 2-pt layup from 9 ft (block by C. Anthony), ,9-10, , 
8:32.0,Offensive rebound by D. Valentine, ,9-10, , 
8:30.0,D. Valentine misses 2-pt jump shot from 10 ft, ,9-10, , 
8:29.0, , ,9-10, ,Defensive rebound by G. Clark
8:26.0, , ,9-13,+3,N. Vučević makes 3-pt jump shot from 28 ft (assist by C. Anthony)
8:11.0,D. Gafford misses 2-pt dunk from 3 ft, ,9-13, , 
8:08.0, , ,9-13, ,Defensive rebound by G. Clark
7:59.0, , ,9-13, ,C. Anthony misses 2-pt jump shot from 14 ft
7:56.0, , ,9-13, ,Offensive rebound by J. Ennis
7:53.0, , ,9-13, ,J. Ennis misses 3-pt jump shot from 26 ft
7:51.0,Defensive rebound by Z. LaVine, ,9-13, , 
7:43.0,P. Williams makes 2-pt jump shot from 15 ft (assist by D. Gafford),+2,11-13, , 
7:31.0, , ,11-13, ,Offensive foul by J. Ennis (drawn by D. Gafford)
7:31.0, , ,11-13, ,Turnover by J. Ennis (offensive foul)
7:31.0,Chicago full timeout, ,11-13, , 
7:31.0,T. Satoranský enters the game for C. White, ,11-13, , 
7:20.0,T. Satoranský makes 2-pt jump shot from 12 ft,+2,13-13, , 
7:20.0,Shooting foul by C. Anthony (drawn by T. Satoranský), ,13-13, , 
7:20.0,T. Young enters the game for D. Gafford, ,13-13, , 
7:20.0,T. Satoranský makes free throw 1 of 1,+1,14-13, , 
6:58.0, , ,14-13, ,D. Bacon misses 2-pt jump shot from 12 ft
6:53.0, , ,14-13, ,Offensive rebound by N. Vučević
6:52.0, , ,14-13, ,N. Vučević misses 2-pt layup from 3 ft
6:52.0,Defensive rebound by P. Williams, ,14-13, , 
6:42.0,P. Williams makes 2-pt jump shot from 7 ft (assist by T. Satoranský),+2,16-13, , 
6:42.0,Shooting foul by J. Ennis (drawn by P. Williams), ,16-13, , 
6:42.0,P. Williams makes free throw 1 of 1,+1,17-13, , 
6:31.0, , ,17-13, ,C. Anthony misses 2-pt layup from 5 ft
6:26.0,Defensive rebound by Z. LaVine, ,17-13, , 
6:14.0,T. Young makes 2-pt layup from 4 ft (assist by T. Satoranský),+2,19-13, , 
6:00.0, , ,19-15,+2,N. Vučević makes 2-pt layup from 3 ft (assist by C. Anthony)
5:40.0,Turnover by T. Young (bad pass; steal by C. Anthony), ,19-15, , 
5:35.0, , ,19-17,+2,D. Bacon makes 2-pt layup from 3 ft (assist by C. Anthony)
5:16.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by Z. LaVine),+3,22-17, , 
4:55.0, , ,22-20,+3,D. Bacon makes 3-pt jump shot from 23 ft (assist by N. Vučević)
4:38.0,Z. LaVine misses 2-pt layup from 5 ft, ,22-20, , 
4:36.0,Offensive rebound by T. Young, ,22-20, , 
4:36.0,T. Young misses 2-pt layup at rim, ,22-20, , 
4:36.0,Offensive rebound by Z. LaVine, ,22-20, , 
4:36.0, , ,22-20, ,Orlando full timeout
4:36.0, , ,22-20, ,Instant Replay (Challenge: Ruling Stands)
4:36.0,Z. LaVine misses 2-pt jump shot from 9 ft (block by N. Vučević), ,22-20, , 
4:36.0, , ,22-20, ,Defensive rebound by G. Clark
4:36.0,G. Temple enters the game for D. Valentine, ,22-20, , 
4:36.0, , ,22-20, ,K. Birch enters the game for G. Clark
4:36.0, , ,22-20, ,T. Ross enters the game for J. Ennis
4:24.0, , ,22-20, ,D. Bacon misses 2-pt jump shot from 16 ft
4:22.0,Defensive rebound by Team, ,22-20, , 
4:03.0,T. Young makes 2-pt layup from 4 ft (assist by T. Satoranský),+2,24-20, , 
3:51.0, , ,24-20, ,N. Vučević misses 3-pt jump shot from 28 ft
3:51.0,Defensive rebound by P. Williams, ,24-20, , 
3:39.0,Z. LaVine makes 2-pt dunk from 2 ft,+2,26-20, , 
3:30.0, , ,26-20, ,Orlando full timeout
3:30.0, , ,26-20, ,F. Mason enters the game for C. Anthony
3:30.0, , ,26-20, ,C. Okeke enters the game for N. Vučević
3:23.0, , ,26-22,+2,T. Ross makes 2-pt jump shot from 20 ft
3:03.0,T. Young misses 2-pt hook shot from 5 ft, ,26-22, , 
3:00.0, , ,26-22, ,Defensive rebound by C. Okeke
2:57.0, , ,26-22, ,Personal foul by G. Temple (drawn by T. Ross)
2:57.0, , ,26-23,+1,T. Ross makes free throw 1 of 2
2:57.0,D. Valentine enters the game for P. Williams, ,26-23, , 
2:57.0, , ,26-23, ,J. Ennis enters the game for D. Bacon
2:57.0, , ,26-24,+1,T. Ross makes free throw 2 of 2
2:44.0,Z. LaVine misses 2-pt dunk from 4 ft (block by C. Okeke), ,26-24, , 
2:41.0, , ,26-24, ,Defensive rebound by C. Okeke
2:35.0, , ,26-26,+2,T. Ross makes 2-pt jump shot from 16 ft (assist by J. Ennis)
2:22.0,Z. LaVine makes 3-pt jump shot from 25 ft,+3,29-26, , 
2:05.0, , ,29-29,+3,T. Ross makes 3-pt jump shot from 26 ft (assist by C. Okeke)
1:43.0,D. Valentine misses 3-pt jump shot from 23 ft, ,29-29, , 
1:39.0, , ,29-29, ,Defensive rebound by K. Birch
1:25.0, , ,29-29, ,T. Ross misses 2-pt jump shot from 21 ft
1:22.0,Defensive rebound by G. Temple, ,29-29, , 
1:18.0,Shooting foul by F. Mason (drawn by G. Temple), ,29-29, , 
1:18.0,G. Temple makes free throw 1 of 2,+1,30-29, , 
1:18.0,C. White enters the game for Z. LaVine, ,30-29, , 
1:18.0,G. Temple makes free throw 2 of 2,+1,31-29, , 
1:06.0, , ,31-29, ,Turnover by T. Ross (lost ball; steal by G. Temple)
1:02.0,C. White misses 3-pt jump shot from 24 ft, ,31-29, , 
1:01.0,Offensive rebound by T. Young, ,31-29, , 
1:00.0,Turnover by T. Young (bad pass; steal by C. Okeke), ,31-29, , 
0:54.0, , ,31-31,+2,J. Ennis makes 2-pt layup from 3 ft (assist by C. Okeke)
0:35.0,T. Satoranský misses 2-pt hook shot from 4 ft, ,31-31, , 
0:33.0, , ,31-31, ,Defensive rebound by C. Okeke
0:25.0, , ,31-31, ,C. Okeke misses 2-pt layup from 6 ft
0:23.0,Defensive rebound by C. White, ,31-31, , 
0:03.0,C. White misses 2-pt layup from 7 ft (block by K. Birch), ,31-31, , 
0:03.0,Offensive rebound by Team, ,31-31, , 
0:01.0,G. Temple misses 3-pt jump shot from 26 ft, ,31-31, , 
0:01.0, , ,31-31, ,Defensive rebound by J. Ennis
11:47.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by C. White),+3,34-31, , 
11:22.0, , ,34-33,+2,N. Vučević makes 2-pt jump shot from 21 ft (assist by T. Ross)
11:06.0,D. Valentine makes 2-pt jump shot from 21 ft (assist by C. Felício),+2,36-33, , 
10:55.0, , ,36-33, ,Offensive foul by N. Vučević (drawn by C. Felício)
10:55.0, , ,36-33, ,Turnover by N. Vučević (offensive foul)
10:45.0,G. Temple misses 3-pt jump shot from 27 ft, ,36-33, , 
10:41.0, , ,36-33, ,Defensive rebound by N. Vučević
10:27.0, , ,36-33, ,Turnover by T. Ross (bad pass; steal by D. Valentine)
10:14.0,D. Valentine misses 3-pt jump shot from 27 ft, ,36-33, , 
10:11.0, , ,36-33, ,Defensive rebound by F. Mason
