time,away_description,away_change,score,home_change,home_description
11:38.0,K. Johnson misses 3-pt jump shot from 27 ft, ,0-0, , 
11:35.0, , ,0-0, ,Defensive rebound by D. Howard
11:30.0, , ,0-0, ,Turnover by R. Westbrook (bad pass; steal by K. Johnson)
11:13.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Murray),+3,3-0, , 
10:49.0, , ,3-0, ,T. Horton-Tucker misses 2-pt layup from 5 ft (block by D. White)
10:46.0, , ,3-0, ,Offensive rebound by T. Horton-Tucker
10:39.0, , ,3-0, ,Shooting foul by J. Poeltl (drawn by T. Horton-Tucker)
10:39.0, , ,3-1,+1,T. Horton-Tucker makes free throw 1 of 2
10:39.0, , ,3-2,+1,T. Horton-Tucker makes free throw 2 of 2
10:27.0,J. Poeltl makes 2-pt jump shot from 10 ft (assist by D. Murray),+2,5-2, , 
10:16.0, , ,5-4,+2,L. James makes 2-pt layup from 4 ft
10:06.0,D. Murray misses 2-pt jump shot from 7 ft (block by D. Howard), ,5-4, , 
10:06.0, , ,5-4, ,Defensive rebound by Team
9:55.0, , ,5-4, ,R. Westbrook misses 2-pt layup from 4 ft
9:53.0, , ,5-4, ,Offensive rebound by D. Howard
9:51.0, , ,5-7,+3,L. James makes 3-pt jump shot from 27 ft (assist by D. Howard)
9:39.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Murray),+3,8-7, , 
9:26.0, , ,8-7, ,Turnover by R. Westbrook (bad pass)
9:14.0,J. Poeltl makes 2-pt jump shot from 14 ft (assist by D. McDermott),+2,10-7, , 
8:58.0, , ,10-9,+2,L. James makes 2-pt jump shot from 15 ft
8:46.0,D. Murray misses 3-pt jump shot from 25 ft, ,10-9, , 
8:44.0, , ,10-9, ,Defensive rebound by Team
8:30.0, , ,10-9, ,T. Horton-Tucker misses 2-pt jump shot from 12 ft
8:28.0,Defensive rebound by Team, ,10-9, , 
8:17.0,D. White misses 3-pt jump shot from 23 ft, ,10-9, , 
8:15.0, , ,10-9, ,Defensive rebound by D. Howard
8:03.0, , ,10-9, ,L. James misses 2-pt jump shot from 8 ft
7:58.0,Defensive rebound by D. White, ,10-9, , 
7:53.0,D. Murray makes 2-pt layup at rim (assist by D. White),+2,12-9, , 
7:40.0, , ,12-9, ,R. Westbrook misses 2-pt layup from 4 ft
7:39.0,Defensive rebound by D. McDermott, ,12-9, , 
7:34.0,D. Murray misses 2-pt jump shot from 6 ft, ,12-9, , 
7:31.0, , ,12-9, ,Defensive rebound by D. Howard
7:24.0, , ,12-9, ,T. Horton-Tucker misses 2-pt layup from 3 ft
7:22.0,Defensive rebound by D. Murray, ,12-9, , 
7:20.0,Shooting foul by R. Westbrook (drawn by D. McDermott), ,12-9, , 
7:20.0,D. McDermott makes free throw 1 of 3,+1,13-9, , 
7:20.0,D. McDermott misses free throw 2 of 3, ,13-9, , 
7:20.0,Offensive rebound by Team, ,13-9, , 
7:20.0,D. McDermott makes free throw 3 of 3,+1,14-9, , 
7:08.0, , ,14-11,+2,R. Westbrook makes 2-pt jump shot from 13 ft
7:05.0,San Antonio full timeout, ,14-11, , 
6:48.0,D. Murray misses 3-pt jump shot from 26 ft, ,14-11, , 
6:45.0, , ,14-11, ,Defensive rebound by R. Westbrook
