time,away_description,away_change,score,home_change,home_description
11:44.0, , ,0-0, ,Turnover by K. Towns (off goaltending)
11:36.0,Personal foul by A. Wiggins (drawn by P. George), ,0-0, , 
11:29.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),+3,3-0, , 
11:11.0, , ,3-0, ,K. Towns misses 2-pt layup from 3 ft
11:08.0,Defensive rebound by S. Adams, ,3-0, , 
11:06.0,R. Westbrook makes 2-pt layup from 3 ft,+2,5-0, , 
10:58.0, , ,5-0, ,A. Wiggins misses 2-pt jump shot from 16 ft
10:56.0,Defensive rebound by P. George, ,5-0, , 
10:50.0,P. George misses 3-pt jump shot from 26 ft, ,5-0, , 
10:48.0,Offensive rebound by S. Adams, ,5-0, , 
10:46.0,S. Adams makes 2-pt dunk from 1 ft,+2,7-0, , 
10:46.0, , ,7-0, ,Minnesota full timeout
10:32.0, , ,7-2,+2,A. Wiggins makes 2-pt jump shot from 8 ft
10:18.0,T. Ferguson makes 2-pt layup from 2 ft (assist by R. Westbrook),+2,9-2, , 
10:04.0, , ,9-2, ,K. Towns misses 2-pt jump shot from 6 ft
10:02.0,Defensive rebound by R. Westbrook, ,9-2, , 
9:57.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. George),+3,12-2, , 
9:38.0, , ,12-2, ,T. Jones misses 3-pt jump shot from 23 ft
9:36.0,Defensive rebound by R. Westbrook, ,12-2, , 
9:24.0,Turnover by R. Westbrook (bad pass; steal by J. Okogie), ,12-2, , 
9:15.0, , ,12-2, ,D. Šarić misses 3-pt jump shot from 25 ft
9:13.0, , ,12-2, ,Offensive rebound by A. Wiggins
9:11.0, , ,12-4,+2,J. Okogie makes 2-pt layup from 2 ft (assist by A. Wiggins)
8:51.0,P. George misses 2-pt layup from 1 ft (block by D. Šarić), ,12-4, , 
8:48.0, , ,12-4, ,Defensive rebound by K. Towns
8:42.0, , ,12-4, ,Shooting foul by S. Adams (drawn by K. Towns)
8:42.0, , ,12-5,+1,K. Towns makes free throw 1 of 2
8:42.0, , ,12-6,+1,K. Towns makes free throw 2 of 2
8:31.0,Turnover by R. Westbrook (bad pass; steal by K. Towns), ,12-6, , 
8:08.0, , ,12-6, ,A. Wiggins misses 2-pt layup from 2 ft
8:05.0,Defensive rebound by S. Adams, ,12-6, , 
7:57.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),+3,15-6, , 
7:39.0, , ,15-6, ,Offensive foul by K. Towns (drawn by S. Adams)
7:39.0, , ,15-6, ,Turnover by K. Towns (offensive foul)
7:34.0,Offensive foul by J. Grant (drawn by J. Okogie), ,15-6, , 
7:34.0,Turnover by J. Grant (offensive foul), ,15-6, , 
7:27.0, , ,15-6, ,Shooting foul by J. Grant (drawn by A. Wiggins)
7:27.0, , ,15-7,+1,A. Wiggins makes free throw 1 of 2
7:27.0,Oklahoma City full timeout, ,15-7, , 
7:27.0, , ,15-8,+1,A. Wiggins makes free throw 2 of 2
7:18.0,R. Westbrook makes 2-pt jump shot from 6 ft,+2,17-8, , 
7:05.0, , ,17-8, ,Turnover by K. Towns (out of bounds lost ball)
6:53.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),+3,20-8, , 
6:30.0, , ,20-8, ,K. Towns misses 2-pt layup from 2 ft
6:28.0,Defensive rebound by T. Ferguson, ,20-8, , 
6:21.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),+2,22-8, , 
6:10.0, , ,22-10,+2,T. Jones makes 2-pt jump shot from 9 ft
5:46.0,P. George misses 3-pt jump shot from 26 ft, ,22-10, , 
5:43.0, , ,22-10, ,Defensive rebound by Team
5:43.0,Loose ball foul by S. Adams (drawn by K. Towns), ,22-10, , 
5:43.0,D. Schröder enters the game for P. George, ,22-10, , 
5:43.0, , ,22-10, ,K. Bates-Diop enters the game for A. Wiggins
5:31.0, , ,22-10, ,Shooting foul by R. Westbrook (drawn by K. Towns)
5:31.0, , ,22-11,+1,K. Towns makes free throw 1 of 2
5:31.0, , ,22-12,+1,K. Towns makes free throw 2 of 2
5:19.0,R. Westbrook makes 2-pt layup from 3 ft,+2,24-12, , 
4:55.0, , ,24-12, ,Turnover by K. Towns (bad pass)
4:55.0,N. Noel enters the game for S. Adams, ,24-12, , 
4:45.0,D. Schröder misses 3-pt jump shot from 25 ft, ,24-12, , 
4:40.0,Offensive rebound by J. Grant, ,24-12, , 
4:39.0,R. Westbrook misses 2-pt layup from 1 ft, ,24-12, , 
4:37.0, , ,24-12, ,Defensive rebound by D. Šarić
4:30.0, , ,24-14,+2,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones)
4:15.0,J. Grant misses 2-pt layup from 2 ft, ,24-14, , 
4:14.0, , ,24-14, ,Defensive rebound by K. Towns
4:09.0, , ,24-16,+2,K. Bates-Diop makes 2-pt layup from 2 ft (assist by J. Okogie)
3:55.0,R. Westbrook makes 3-pt jump shot from 25 ft,+3,27-16, , 
3:34.0, , ,27-19,+3,K. Bates-Diop makes 3-pt jump shot from 25 ft (assist by T. Jones)
3:25.0,R. Westbrook misses 3-pt jump shot from 27 ft, ,27-19, , 
3:22.0, , ,27-19, ,Defensive rebound by T. Jones
3:12.0, , ,27-22,+3,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Jones)
2:54.0,D. Schröder misses 2-pt jump shot from 6 ft, ,27-22, , 
2:49.0,Offensive rebound by N. Noel, ,27-22, , 
2:49.0,N. Noel makes 2-pt dunk from 1 ft,+2,29-22, , 
2:43.0, , ,29-24,+2,D. Šarić makes 2-pt dunk from 2 ft (assist by T. Jones)
2:23.0,R. Westbrook misses 3-pt jump shot from 25 ft, ,29-24, , 
2:20.0,Offensive rebound by T. Ferguson, ,29-24, , 
2:19.0,T. Ferguson misses 3-pt jump shot from 22 ft, ,29-24, , 
2:17.0,Offensive rebound by N. Noel, ,29-24, , 
2:17.0,Shooting foul by D. Šarić (drawn by N. Noel), ,29-24, , 
2:17.0,N. Noel makes free throw 1 of 2,+1,30-24, , 
2:17.0,P. George enters the game for J. Grant, ,30-24, , 
2:17.0,M. Morris enters the game for R. Westbrook, ,30-24, , 
2:17.0, , ,30-24, ,G. Dieng enters the game for T. Jones
2:17.0, , ,30-24, ,J. Terrell enters the game for J. Okogie
2:17.0, , ,30-24, ,A. Tolliver enters the game for D. Šarić
2:17.0, , ,30-24, ,A. Wiggins enters the game for K. Towns
2:17.0,N. Noel makes free throw 2 of 2,+1,31-24, , 
1:56.0, , ,31-24, ,G. Dieng misses 2-pt dunk from 3 ft (block by N. Noel)
1:56.0, , ,31-24, ,Offensive rebound by Team
1:53.0, , ,31-26,+2,A. Wiggins makes 2-pt jump shot from 17 ft (assist by K. Bates-Diop)
1:43.0,D. Schröder misses 2-pt layup from 2 ft, ,31-26, , 
