time,away_description,away_change,score,home_change,home_description
11:44.0, , ,0-0, ,L. Aldridge misses 2-pt jump shot from 19 ft
11:41.0,Defensive rebound by Team, ,0-0, , 
11:25.0,J. Tatum misses 2-pt jump shot from 11 ft, ,0-0, , 
11:22.0, , ,0-0, ,Defensive rebound by D. White
11:11.0, , ,0-2,+2,B. Forbes makes 2-pt jump shot from 17 ft (assist by L. Aldridge)
11:00.0,K. Irving makes 2-pt jump shot from 9 ft,+2,2-2, , 
10:43.0, , ,2-2, ,Turnover by D. White (lost ball; steal by A. Horford)
10:40.0,K. Irving makes 3-pt jump shot from 27 ft,+3,5-2, , 
10:19.0, , ,5-2, ,L. Aldridge misses 2-pt jump shot from 10 ft
10:16.0, , ,5-2, ,Offensive rebound by J. Poeltl
10:13.0, , ,5-2, ,B. Forbes misses 2-pt jump shot from 12 ft
10:10.0, , ,5-2, ,Offensive rebound by Team
10:06.0, , ,5-2, ,D. DeRozan misses 2-pt jump shot from 8 ft
10:02.0,Defensive rebound by A. Horford, ,5-2, , 
9:53.0,M. Morris makes 2-pt layup from 4 ft (assist by A. Horford),+2,7-2, , 
9:53.0,Shooting foul by J. Poeltl (drawn by M. Morris), ,7-2, , 
9:53.0,M. Morris makes free throw 1 of 1,+1,8-2, , 
9:43.0, , ,8-2, ,Personal foul by M. Smart (drawn by D. DeRozan)
9:34.0, , ,8-2, ,B. Forbes misses 3-pt jump shot from 25 ft
9:31.0,Defensive rebound by J. Tatum, ,8-2, , 
9:28.0,K. Irving misses 3-pt jump shot from 27 ft, ,8-2, , 
9:24.0, , ,8-2, ,Defensive rebound by J. Poeltl
9:12.0, , ,8-2, ,Offensive foul by D. DeRozan (drawn by M. Smart)
9:12.0, , ,8-2, ,Turnover by D. DeRozan (offensive foul)
9:03.0,J. Tatum misses 3-pt jump shot from 27 ft, ,8-2, , 
8:58.0,Offensive rebound by K. Irving, ,8-2, , 
8:58.0,Violation by Team (kicked ball), ,8-2, , 
8:39.0, , ,8-4,+2,D. DeRozan makes 2-pt jump shot from 12 ft
8:14.0,M. Morris misses 2-pt jump shot from 11 ft, ,8-4, , 
8:10.0, , ,8-4, ,Defensive rebound by J. Poeltl
8:05.0, , ,8-7,+3,B. Forbes makes 3-pt jump shot from 27 ft
7:52.0,M. Smart makes 2-pt layup from 6 ft (assist by A. Horford),+2,10-7, , 
7:36.0, , ,10-7, ,D. DeRozan misses 2-pt jump shot from 8 ft
7:36.0,Defensive rebound by Team, ,10-7, , 
7:27.0,M. Morris misses 2-pt layup from 5 ft (block by L. Aldridge), ,10-7, , 
7:22.0, , ,10-7, ,Defensive rebound by D. DeRozan
7:12.0, , ,10-7, ,L. Aldridge misses 2-pt jump shot from 11 ft
7:05.0,Defensive rebound by K. Irving, ,10-7, , 
6:57.0,A. Horford misses 2-pt layup from 7 ft (block by L. Aldridge), ,10-7, , 
6:53.0, , ,10-7, ,Defensive rebound by J. Poeltl
6:52.0, , ,10-7, ,Turnover by J. Poeltl (offensive foul)
6:52.0, , ,10-7, ,Offensive foul by J. Poeltl (drawn by J. Tatum)
6:52.0, , ,10-7, ,San Antonio full timeout
6:52.0, , ,10-7, ,D. Bertāns enters the game for J. Poeltl
6:49.0,J. Tatum makes 2-pt dunk from 4 ft (assist by K. Irving),+2,12-7, , 
6:36.0, , ,12-7, ,D. DeRozan misses 2-pt jump shot from 4 ft (block by J. Tatum)
6:36.0, , ,12-7, ,Offensive rebound by Team
6:28.0, , ,12-9,+2,D. White makes 2-pt layup from 6 ft (assist by D. DeRozan)
6:04.0,J. Tatum misses 3-pt jump shot from 27 ft, ,12-9, , 
6:00.0, , ,12-9, ,Defensive rebound by D. DeRozan
5:54.0, , ,12-9, ,L. Aldridge misses 2-pt hook shot from 6 ft
5:51.0, , ,12-9, ,Offensive rebound by L. Aldridge
5:49.0, , ,12-9, ,L. Aldridge misses 2-pt layup from 5 ft
5:49.0, , ,12-9, ,Offensive rebound by D. Bertāns
5:48.0, , ,12-9, ,D. Bertāns misses 2-pt layup from 1 ft
5:48.0, , ,12-9, ,Offensive rebound by D. Bertāns
5:41.0, , ,12-9, ,D. DeRozan misses 2-pt jump shot from 17 ft
5:38.0,Defensive rebound by J. Tatum, ,12-9, , 
5:25.0,M. Morris misses 2-pt jump shot from 16 ft, ,12-9, , 
5:23.0, , ,12-9, ,Defensive rebound by D. DeRozan
5:16.0, , ,12-9, ,Personal foul by M. Smart (drawn by D. DeRozan)
5:16.0,J. Brown enters the game for A. Horford, ,12-9, , 
5:16.0,G. Hayward enters the game for M. Morris, ,12-9, , 
5:16.0,D. Theis enters the game for M. Smart, ,12-9, , 
5:16.0, , ,12-9, ,P. Mills enters the game for D. White
5:05.0, , ,12-9, ,Shooting foul by D. Theis (drawn by L. Aldridge)
5:05.0, , ,12-9, ,L. Aldridge misses free throw 1 of 2
5:05.0, , ,12-9, ,Offensive rebound by Team
5:05.0, , ,12-9, ,M. Belinelli enters the game for B. Forbes
5:05.0, , ,12-10,+1,L. Aldridge makes free throw 2 of 2
4:44.0,K. Irving misses 2-pt jump shot from 10 ft, ,12-10, , 
4:40.0, , ,12-10, ,Defensive rebound by D. DeRozan
4:35.0, , ,12-10, ,M. Belinelli misses 3-pt jump shot from 23 ft
