time,away_description,away_change,score,home_change,home_description
11:48.0,D. Green misses 2-pt layup from 1 ft, ,0-0, , 
11:46.0, , ,0-0, ,Defensive rebound by N. Noel
11:37.0, , ,0-2,+2,N. Noel makes 2-pt jump shot from 14 ft (assist by J. Randle)
11:18.0,A. Wiggins misses 2-pt hook shot from 6 ft (block by E. Fournier), ,0-2, , 
11:16.0,Offensive rebound by A. Wiggins, ,0-2, , 
11:16.0,A. Wiggins makes 2-pt jump shot from 4 ft,+2,2-2, , 
11:05.0, , ,2-2, ,J. Randle misses 3-pt jump shot from 27 ft
11:03.0,Defensive rebound by D. Green, ,2-2, , 
10:56.0,S. Curry makes 3-pt jump shot from 29 ft,+3,5-2, , 
10:30.0, , ,5-2, ,J. Randle misses 3-pt jump shot from 25 ft
10:28.0,Defensive rebound by D. Green, ,5-2, , 
10:21.0,S. Curry misses 3-pt jump shot from 28 ft, ,5-2, , 
10:19.0, , ,5-2, ,Defensive rebound by N. Noel
10:12.0, , ,5-4,+2,D. Rose makes 2-pt layup from 1 ft
9:56.0,Shooting foul by D. Rose (drawn by A. Wiggins), ,5-4, , 
9:56.0,A. Wiggins makes free throw 1 of 2,+1,6-4, , 
9:56.0,A. Wiggins misses free throw 2 of 2, ,6-4, , 
9:54.0,Offensive rebound by K. Looney, ,6-4, , 
9:46.0,J. Poole misses 3-pt jump shot from 26 ft, ,6-4, , 
9:44.0, , ,6-4, ,Defensive rebound by N. Noel
9:36.0, , ,6-4, ,Personal foul by J. Poole (drawn by D. Rose)
9:25.0, , ,6-7,+3,A. Burks makes 3-pt jump shot from 26 ft (assist by D. Rose)
9:02.0,A. Wiggins misses 3-pt jump shot from 24 ft, ,6-7, , 
9:00.0, , ,6-7, ,Defensive rebound by J. Randle
8:54.0, , ,6-10,+3,D. Rose makes 3-pt jump shot from 25 ft (assist by J. Randle)
8:41.0,Shooting foul by J. Randle (drawn by D. Green), ,6-10, , 
8:41.0,D. Green misses free throw 1 of 2, ,6-10, , 
8:41.0,Offensive rebound by Team, ,6-10, , 
8:41.0,D. Green makes free throw 2 of 2,+1,7-10, , 
8:35.0, , ,7-10, ,Turnover by D. Rose (out of bounds lost ball)
8:18.0,A. Wiggins makes 2-pt layup from 4 ft (assist by D. Green),+2,9-10, , 
7:59.0, , ,9-10, ,Turnover by J. Randle (lost ball; steal by S. Curry)
7:59.0,Turnover by J. Poole (back court), ,9-10, , 
7:48.0, , ,9-10, ,E. Fournier misses 3-pt jump shot from 26 ft
7:46.0,Defensive rebound by Team, ,9-10, , 
7:33.0,S. Curry makes 3-pt jump shot from 28 ft (assist by A. Wiggins),+3,12-10, , 
7:28.0, , ,12-10, ,Personal take foul by K. Looney (drawn by D. Rose)
7:28.0,Golden State full timeout, ,12-10, , 
7:21.0, , ,12-10, ,N. Noel misses 2-pt jump shot from 11 ft (block by D. Green)
7:19.0,Defensive rebound by S. Curry, ,12-10, , 
7:04.0,A. Wiggins misses 2-pt jump shot from 19 ft, ,12-10, , 
7:02.0, , ,12-10, ,Defensive rebound by D. Rose
6:51.0, , ,12-12,+2,E. Fournier makes 2-pt layup from 2 ft (assist by D. Rose)
6:40.0,K. Looney misses 2-pt layup from 3 ft (block by N. Noel), ,12-12, , 
6:38.0,Offensive rebound by Team, ,12-12, , 
6:35.0,Offensive foul by S. Curry (drawn by N. Noel), ,12-12, , 
6:35.0,Turnover by S. Curry (offensive foul), ,12-12, , 
6:19.0, , ,12-12, ,A. Burks misses 3-pt jump shot from 26 ft
6:17.0, , ,12-12, ,Offensive rebound by N. Noel
6:14.0, , ,12-12, ,E. Fournier misses 3-pt jump shot from 26 ft
6:12.0,Defensive rebound by D. Green, ,12-12, , 
6:05.0,Turnover by D. Green (bad pass; steal by J. Randle), ,12-12, , 
6:01.0, , ,12-12, ,A. Burks misses 3-pt jump shot from 25 ft
6:00.0, , ,12-12, ,Offensive rebound by Team
6:00.0,Loose ball foul by J. Poole (drawn by N. Noel), ,12-12, , 
6:00.0,J. Kuminga enters the game for S. Curry, ,12-12, , 
6:00.0,G. Payton enters the game for K. Looney, ,12-12, , 
