time,away_description,away_change,score,home_change,home_description
11:41.0, , ,0-0, ,R. O'Neale misses 3-pt jump shot from 26 ft
11:37.0, , ,0-0, ,Offensive rebound by D. Mitchell
11:29.0, , ,0-3,+3,M. Conley makes 3-pt jump shot from 26 ft
11:17.0,Turnover by L. James (bad pass; steal by M. Conley), ,0-3, , 
11:15.0, , ,0-5,+2,M. Conley makes 2-pt layup from 2 ft
10:55.0,M. Gasol misses 3-pt jump shot from 24 ft, ,0-5, , 
10:53.0, , ,0-5, ,Defensive rebound by B. Bogdanović
10:34.0, , ,0-5, ,D. Mitchell misses 3-pt jump shot from 23 ft
10:30.0,Defensive rebound by T. Horton-Tucker, ,0-5, , 
10:14.0,M. Morris makes 2-pt jump shot from 16 ft (assist by L. James),+2,2-5, , 
9:58.0, , ,2-7,+2,R. Gobert makes 2-pt layup from 4 ft (assist by M. Conley)
9:48.0,T. Horton-Tucker makes 2-pt layup from 2 ft,+2,4-7, , 
9:31.0, , ,4-7, ,Turnover by M. Conley (bad pass; steal by M. Gasol)
9:26.0,L. James makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),+2,6-7, , 
8:58.0, , ,6-7, ,D. Mitchell misses 2-pt jump shot from 21 ft
8:56.0, , ,6-7, ,Offensive rebound by M. Conley
8:52.0, , ,6-7, ,R. Gobert misses 2-pt jump shot from 6 ft
8:51.0,Defensive rebound by M. Gasol, ,6-7, , 
8:48.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft, ,6-7, , 
8:48.0, , ,6-7, ,Defensive rebound by D. Mitchell
8:40.0, , ,6-10,+3,M. Conley makes 3-pt jump shot from 24 ft (assist by B. Bogdanović)
8:21.0,T. Horton-Tucker makes 3-pt jump shot from 27 ft (assist by M. Gasol),+3,9-10, , 
8:03.0, , ,9-13,+3,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by M. Conley)
7:49.0,Shooting foul by R. O'Neale (drawn by L. James), ,9-13, , 
7:49.0,L. James makes free throw 1 of 2,+1,10-13, , 
7:49.0,L. James makes free throw 2 of 2,+1,11-13, , 
7:37.0, , ,11-13, ,B. Bogdanović misses 2-pt jump shot from 19 ft
7:34.0,Defensive rebound by K. Caldwell-Pope, ,11-13, , 
7:22.0,M. Morris misses 3-pt jump shot from 23 ft, ,11-13, , 
7:19.0, , ,11-13, ,Defensive rebound by R. Gobert
7:12.0, , ,11-13, ,Turnover by M. Conley (out of bounds lost ball)
6:54.0,M. Gasol misses 2-pt jump shot from 12 ft, ,11-13, , 
6:50.0,Offensive rebound by M. Morris, ,11-13, , 
6:49.0,M. Morris makes 2-pt layup from 3 ft,+2,13-13, , 
6:43.0, , ,13-13, ,Utah full timeout
6:43.0,W. Matthews enters the game for K. Caldwell-Pope, ,13-13, , 
6:43.0, , ,13-13, ,D. Favors enters the game for M. Conley
6:43.0, , ,13-13, ,J. Ingles enters the game for R. Gobert
6:33.0, , ,13-13, ,J. Ingles misses 3-pt jump shot from 23 ft
6:29.0,Defensive rebound by Team, ,13-13, , 
6:16.0,M. Gasol misses 3-pt jump shot from 25 ft, ,13-13, , 
6:12.0, , ,13-13, ,Defensive rebound by J. Ingles
6:01.0, , ,13-13, ,D. Mitchell misses 2-pt jump shot from 19 ft
5:57.0,Defensive rebound by L. James, ,13-13, , 
5:50.0,L. James makes 2-pt dunk from 1 ft,+2,15-13, , 
5:39.0, , ,15-13, ,Turnover by D. Mitchell (bad pass; steal by W. Matthews)
5:20.0,M. Gasol makes 2-pt hook shot from 2 ft,+2,17-13, , 
5:06.0, , ,17-16,+3,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell)
4:56.0,LA Lakers full timeout, ,17-16, , 
4:56.0,A. Caruso enters the game for M. Gasol, ,17-16, , 
4:56.0,M. Harrell enters the game for T. Horton-Tucker, ,17-16, , 
4:56.0,K. Kuzma enters the game for L. James, ,17-16, , 
4:50.0,Personal foul by J. Ingles (drawn by W. Matthews), ,17-16, , 
4:40.0,W. Matthews misses 3-pt jump shot from 25 ft, ,17-16, , 
4:37.0, , ,17-16, ,Defensive rebound by R. O'Neale
4:18.0, , ,17-16, ,D. Mitchell misses 2-pt layup from 5 ft
4:16.0, , ,17-16, ,Offensive rebound by D. Favors
4:08.0, , ,17-19,+3,R. O'Neale makes 3-pt jump shot from 26 ft (assist by B. Bogdanović)
3:56.0,Turnover by K. Kuzma (traveling), ,17-19, , 
3:56.0, , ,17-19, ,J. Clarkson enters the game for B. Bogdanović
3:47.0, , ,17-19, ,Offensive foul by J. Ingles (drawn by W. Matthews)
3:47.0, , ,17-19, ,Turnover by J. Ingles (offensive foul)
3:33.0,M. Harrell makes 2-pt jump shot from 10 ft (assist by W. Matthews),+2,19-19, , 
3:17.0, , ,19-21,+2,D. Favors makes 2-pt layup from 3 ft (assist by J. Ingles)
2:59.0,M. Harrell misses 2-pt jump shot from 8 ft, ,19-21, , 
2:57.0, , ,19-21, ,Defensive rebound by D. Mitchell
2:52.0, , ,19-21, ,D. Mitchell misses 2-pt layup from 6 ft
2:49.0, , ,19-21, ,Offensive rebound by D. Favors
2:39.0, , ,19-21, ,D. Mitchell misses 3-pt jump shot from 25 ft
2:36.0,Defensive rebound by M. Harrell, ,19-21, , 
2:29.0,A. Caruso makes 2-pt jump shot from 9 ft,+2,21-21, , 
2:16.0, , ,21-21, ,J. Clarkson misses 3-pt jump shot from 26 ft
2:14.0,Defensive rebound by K. Kuzma, ,21-21, , 
1:58.0,M. Morris misses 2-pt jump shot from 8 ft, ,21-21, , 
1:56.0, , ,21-21, ,Defensive rebound by D. Favors
1:56.0,J. Dudley enters the game for W. Matthews, ,21-21, , 
1:56.0,L. James enters the game for M. Morris, ,21-21, , 
