time,away_description,away_change,score,home_change,home_description
11:53.0, , ,0-3,+3,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young)
11:29.0,Turnover by J. Embiid (traveling), ,0-3, , 
11:11.0, , ,0-5,+2,C. Reddish makes 2-pt jump shot from 19 ft (assist by A. Len)
11:01.0,J. Richardson misses 3-pt jump shot from 26 ft, ,0-5, , 
10:57.0,Offensive rebound by A. Horford, ,0-5, , 
10:56.0,T. Harris misses 3-pt jump shot from 26 ft, ,0-5, , 
10:54.0, , ,0-5, ,Defensive rebound by J. Collins
10:43.0, , ,0-7,+2,J. Collins makes 2-pt layup from 4 ft
10:30.0,B. Simmons makes 2-pt layup from 3 ft,+2,2-7, , 
10:30.0,Shooting foul by A. Len (drawn by B. Simmons), ,2-7, , 
10:30.0,B. Simmons misses free throw 1 of 1, ,2-7, , 
10:26.0, , ,2-7, ,Defensive rebound by D. Hunter
10:17.0, , ,2-7, ,D. Hunter misses 3-pt jump shot from 25 ft
10:12.0,Defensive rebound by T. Harris, ,2-7, , 
10:03.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by B. Simmons),+3,5-7, , 
9:50.0, , ,5-10,+3,T. Young makes 3-pt jump shot from 27 ft
9:36.0,B. Simmons misses 2-pt jump shot from 7 ft, ,5-10, , 
9:33.0, , ,5-10, ,Defensive rebound by J. Collins
9:25.0, , ,5-10, ,A. Len misses 3-pt jump shot from 22 ft
9:25.0, , ,5-10, ,Offensive rebound by Team
9:25.0,Loose ball foul by A. Horford (drawn by J. Collins), ,5-10, , 
9:19.0, , ,5-10, ,Turnover by T. Young (back court)
9:08.0,J. Richardson makes 2-pt jump shot from 10 ft (assist by T. Harris),+2,7-10, , 
8:58.0, , ,7-10, ,Shooting foul by J. Richardson (drawn by T. Young)
8:58.0, , ,7-11,+1,T. Young makes free throw 1 of 3
8:58.0, , ,7-12,+1,T. Young makes free throw 2 of 3
8:58.0, , ,7-13,+1,T. Young makes free throw 3 of 3
8:51.0,Personal foul by A. Len (drawn by J. Richardson), ,7-13, , 
8:51.0, , ,7-13, ,B. Fernando enters the game for A. Len
8:46.0,J. Embiid makes 2-pt jump shot from 15 ft,+2,9-13, , 
8:21.0, , ,9-13, ,C. Reddish misses 2-pt layup from 8 ft (block by A. Horford)
8:19.0,Defensive rebound by B. Simmons, ,9-13, , 
8:08.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Embiid),+2,11-13, , 
7:54.0, , ,11-13, ,T. Young misses 2-pt jump shot from 14 ft
7:51.0,Defensive rebound by J. Richardson, ,11-13, , 
7:47.0,Turnover by J. Richardson (bad pass), ,11-13, , 
7:47.0, , ,11-13, ,J. Parker enters the game for J. Collins
7:34.0, , ,11-15,+2,B. Fernando makes 2-pt layup from 2 ft (assist by D. Hunter)
7:22.0,J. Embiid misses 2-pt jump shot from 17 ft, ,11-15, , 
7:20.0, , ,11-15, ,Defensive rebound by B. Fernando
7:14.0, , ,11-18,+3,T. Young makes 3-pt jump shot from 26 ft
7:02.0,Turnover by J. Richardson (lost ball; steal by C. Reddish), ,11-18, , 
6:56.0, , ,11-21,+3,J. Parker makes 3-pt jump shot from 24 ft (assist by T. Young)
6:55.0,Philadelphia full timeout, ,11-21, , 
6:55.0,J. Ennis enters the game for J. Embiid, ,11-21, , 
6:55.0,M. Thybulle enters the game for J. Richardson, ,11-21, , 
6:55.0, , ,11-21, ,K. Huerter enters the game for C. Reddish
6:47.0,A. Horford misses 2-pt jump shot from 18 ft, ,11-21, , 
6:43.0, , ,11-21, ,Defensive rebound by J. Parker
6:33.0, , ,11-21, ,Shooting foul by A. Horford (drawn by B. Fernando)
6:33.0, , ,11-21, ,B. Fernando misses free throw 1 of 2
6:33.0, , ,11-21, ,Offensive rebound by Team
6:33.0, , ,11-21, ,B. Fernando misses free throw 2 of 2
6:31.0,Defensive rebound by B. Simmons, ,11-21, , 
6:15.0,A. Horford misses 2-pt hook shot from 10 ft, ,11-21, , 
6:11.0,Offensive rebound by J. Ennis, ,11-21, , 
6:11.0,J. Ennis misses 2-pt layup from 1 ft, ,11-21, , 
6:10.0, , ,11-21, ,Defensive rebound by D. Hunter
6:05.0, , ,11-24,+3,J. Parker makes 3-pt jump shot from 26 ft (assist by K. Huerter)
5:56.0,B. Simmons makes 2-pt layup from 2 ft,+2,13-24, , 
5:37.0, , ,13-24, ,Turnover by T. Young (lost ball; steal by M. Thybulle)
5:35.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Ennis),+2,15-24, , 
5:35.0,Shooting foul by J. Parker (drawn by B. Simmons), ,15-24, , 
5:35.0, , ,15-24, ,D. Bembry enters the game for D. Hunter
5:35.0,B. Simmons makes free throw 1 of 1,+1,16-24, , 
5:20.0,Violation by Team (kicked ball), ,16-24, , 
5:20.0,K. O'Quinn enters the game for A. Horford, ,16-24, , 
5:15.0, , ,16-24, ,T. Young misses 2-pt layup from 13 ft
5:12.0, , ,16-24, ,Offensive rebound by T. Young
5:07.0, , ,16-24, ,J. Parker misses 3-pt jump shot from 25 ft
5:03.0, , ,16-24, ,Offensive rebound by K. Huerter
5:01.0, , ,16-26,+2,T. Young makes 2-pt layup from 1 ft (assist by K. Huerter)
4:47.0,J. Ennis misses 3-pt jump shot from 25 ft, ,16-26, , 
4:45.0, , ,16-26, ,Defensive rebound by T. Young
4:41.0, , ,16-28,+2,B. Fernando makes 2-pt layup from 2 ft (assist by T. Young)
4:29.0,K. O'Quinn misses 2-pt layup from 1 ft (block by B. Fernando), ,16-28, , 
4:27.0, , ,16-28, ,Defensive rebound by K. Huerter
4:24.0, , ,16-28, ,D. Bembry misses 2-pt layup from 5 ft (block by M. Thybulle)
4:24.0,Defensive rebound by Team, ,16-28, , 
4:24.0, , ,16-28, ,E. Turner enters the game for T. Young
4:14.0,K. O'Quinn makes 2-pt jump shot from 18 ft,+2,18-28, , 
4:00.0, , ,18-30,+2,K. Huerter makes 2-pt jump shot from 11 ft (assist by B. Fernando)
3:49.0,M. Thybulle misses 2-pt jump shot from 21 ft, ,18-30, , 
3:47.0, , ,18-30, ,Defensive rebound by J. Parker
3:31.0, , ,18-30, ,Turnover by B. Fernando (lost ball; steal by K. O'Quinn)
3:24.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Harris),+3,21-30, , 
3:22.0, , ,21-30, ,Atlanta full timeout
3:22.0,J. Embiid enters the game for J. Ennis, ,21-30, , 
3:22.0,F. Korkmaz enters the game for T. Harris, ,21-30, , 
3:22.0,J. Richardson enters the game for K. O'Quinn, ,21-30, , 
3:22.0,M. Scott enters the game for B. Simmons, ,21-30, , 
3:22.0, , ,21-30, ,J. Collins enters the game for B. Fernando
3:22.0, , ,21-30, ,D. Jones enters the game for J. Parker
3:07.0, , ,21-32,+2,D. Bembry makes 2-pt layup from 2 ft
2:56.0,J. Richardson makes 2-pt layup at rim,+2,23-32, , 
2:39.0, , ,23-32, ,D. Bembry misses 2-pt layup from 4 ft (block by J. Embiid)
2:38.0, , ,23-32, ,Offensive rebound by Team
2:38.0,Loose ball foul by M. Scott (drawn by J. Collins), ,23-32, , 
2:30.0, , ,23-32, ,Turnover by E. Turner (bad pass; steal by F. Korkmaz)
2:21.0,Turnover by J. Embiid (lost ball; steal by K. Huerter), ,23-32, , 
2:17.0, , ,23-32, ,Away from play foul by M. Thybulle (drawn by K. Huerter)
2:17.0, , ,23-33,+1,K. Huerter makes free throw 1 of 1
2:13.0, , ,23-35,+2,J. Collins makes 2-pt jump shot from 19 ft
1:59.0,J. Embiid makes 2-pt jump shot from 15 ft,+2,25-35, , 
1:59.0,Shooting foul by D. Jones (drawn by J. Embiid), ,25-35, , 
1:59.0,J. Embiid makes free throw 1 of 1,+1,26-35, , 
1:49.0, , ,26-38,+3,K. Huerter makes 3-pt jump shot from 26 ft (assist by E. Turner)
1:28.0,Turnover by J. Embiid (bad pass; steal by J. Collins), ,26-38, , 
1:22.0, , ,26-38, ,J. Collins misses 2-pt jump shot from 15 ft (block by J. Richardson)
1:19.0, , ,26-38, ,Offensive rebound by J. Collins
