time,away_description,away_change,score,home_change,home_description
11:39.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by B. Caboclo),+2,2-0, , 
11:19.0, , ,2-0, ,D. Nowitzki misses 3-pt jump shot from 25 ft
11:17.0,Defensive rebound by J. Valančiūnas, ,2-0, , 
11:04.0,Turnover by J. Holiday (bad pass; steal by D. Powell), ,2-0, , 
11:00.0, , ,2-3,+3,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Powell)
10:44.0,A. Bradley misses 2-pt jump shot from 8 ft, ,2-3, , 
10:41.0, , ,2-3, ,Defensive rebound by D. Nowitzki
10:35.0, , ,2-3, ,L. Dončić misses 3-pt jump shot from 23 ft
10:32.0,Defensive rebound by M. Conley, ,2-3, , 
10:26.0,M. Conley misses 2-pt jump shot from 11 ft, ,2-3, , 
10:24.0, , ,2-3, ,Defensive rebound by L. Dončić
10:18.0, , ,2-3, ,Turnover by L. Dončić (bad pass; steal by J. Holiday)
10:16.0,Personal foul by T. Hardaway (drawn by J. Holiday), ,2-3, , 
10:10.0,B. Caboclo makes 2-pt layup from 2 ft (assist by J. Valančiūnas),+2,4-3, , 
9:55.0, , ,4-3, ,Shooting foul by A. Bradley (drawn by L. Dončić)
9:55.0, , ,4-3, ,L. Dončić misses free throw 1 of 2
9:55.0, , ,4-3, ,Offensive rebound by Team
9:55.0, , ,4-3, ,L. Dončić misses free throw 2 of 2
9:53.0,Defensive rebound by J. Valančiūnas, ,4-3, , 
9:35.0,M. Conley misses 3-pt jump shot from 24 ft, ,4-3, , 
9:32.0, , ,4-3, ,Defensive rebound by D. Nowitzki
9:20.0, , ,4-3, ,L. Dončić misses 3-pt jump shot from 27 ft
9:17.0, , ,4-3, ,Offensive rebound by D. Nowitzki
9:15.0, , ,4-5,+2,D. Nowitzki makes 2-pt layup from 4 ft
9:00.0,Turnover by J. Holiday (lost ball; steal by D. Powell), ,4-5, , 
9:00.0,C. Miles enters the game for J. Holiday, ,4-5, , 
8:46.0, , ,4-5, ,T. Hardaway misses 2-pt hook shot from 9 ft
8:44.0,Defensive rebound by J. Valančiūnas, ,4-5, , 
8:37.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),+3,7-5, , 
8:19.0, , ,7-7,+2,D. Powell makes 2-pt layup from 1 ft
8:05.0,B. Caboclo misses 3-pt jump shot from 25 ft, ,7-7, , 
8:01.0, , ,7-7, ,Defensive rebound by D. Powell
7:51.0, , ,7-7, ,Personal foul by C. Miles (drawn by J. Brunson)
7:43.0, , ,7-9,+2,L. Dončić makes 2-pt layup from 2 ft (assist by D. Powell)
7:35.0,A. Bradley makes 2-pt jump shot from 11 ft,+2,9-9, , 
7:15.0, , ,9-9, ,Shooting foul by B. Caboclo (drawn by D. Nowitzki)
7:15.0, , ,9-10,+1,D. Nowitzki makes free throw 1 of 2
7:15.0, , ,9-11,+1,D. Nowitzki makes free throw 2 of 2
6:58.0,M. Conley makes 2-pt jump shot from 10 ft (assist by A. Bradley),+2,11-11, , 
6:39.0, , ,11-11, ,T. Hardaway misses 3-pt jump shot from 22 ft
6:36.0,Defensive rebound by B. Caboclo, ,11-11, , 
6:36.0,Personal take foul by D. Nowitzki (drawn by B. Caboclo), ,11-11, , 
6:36.0, , ,11-11, ,Dallas full timeout
6:36.0, , ,11-11, ,D. Finney-Smith enters the game for L. Dončić
6:36.0, , ,11-11, ,M. Kleber enters the game for D. Nowitzki
6:36.0, , ,11-11, ,S. Mejri enters the game for D. Powell
6:25.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,+2,13-11, , 
6:09.0, , ,13-11, ,T. Hardaway misses 3-pt jump shot from 25 ft
6:06.0,Defensive rebound by J. Valančiūnas, ,13-11, , 
5:57.0,C. Miles misses 3-pt jump shot from 23 ft, ,13-11, , 
5:54.0,Offensive rebound by B. Caboclo, ,13-11, , 
5:52.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by B. Caboclo),+2,15-11, , 
5:38.0, , ,15-13,+2,J. Brunson makes 2-pt jump shot from 18 ft (assist by T. Hardaway)
5:13.0,J. Valančiūnas makes 2-pt jump shot from 3 ft,+2,17-13, , 
4:49.0, , ,17-13, ,Shooting foul by J. Valančiūnas (drawn by T. Hardaway)
4:49.0, , ,17-14,+1,T. Hardaway makes free throw 1 of 2
4:49.0,C. Parsons enters the game for B. Caboclo, ,17-14, , 
4:49.0,D. Wright enters the game for M. Conley, ,17-14, , 
4:49.0, , ,17-15,+1,T. Hardaway makes free throw 2 of 2
4:27.0,A. Bradley misses 2-pt jump shot from 20 ft, ,17-15, , 
4:24.0, , ,17-15, ,Defensive rebound by J. Brunson
4:24.0, , ,17-15, ,Offensive foul by S. Mejri (drawn by J. Valančiūnas)
4:24.0, , ,17-15, ,Turnover by S. Mejri (offensive foul)
4:24.0,J. Noah enters the game for J. Valančiūnas, ,17-15, , 
4:18.0,Offensive foul by D. Wright (drawn by J. Brunson), ,17-15, , 
4:18.0,Turnover by D. Wright (offensive foul), ,17-15, , 
4:02.0, , ,17-15, ,J. Brunson misses 2-pt jump shot from 19 ft
4:00.0,Defensive rebound by J. Noah, ,17-15, , 
3:52.0,D. Wright misses 2-pt jump shot from 4 ft, ,17-15, , 
3:51.0,Offensive rebound by J. Noah, ,17-15, , 
3:51.0,J. Noah makes 2-pt layup from 2 ft,+2,19-15, , 
3:34.0, , ,19-15, ,J. Brunson misses 2-pt layup from 5 ft (block by D. Wright)
3:32.0,Defensive rebound by A. Bradley, ,19-15, , 
3:26.0,D. Wright makes 2-pt layup from 1 ft,+2,21-15, , 
3:26.0, , ,21-15, ,Dallas full timeout
3:26.0, , ,21-15, ,L. Dončić enters the game for J. Brunson
3:26.0, , ,21-15, ,D. Harris enters the game for T. Hardaway
3:26.0, , ,21-15, ,D. Powell enters the game for S. Mejri
3:12.0, , ,21-15, ,Personal foul by C. Parsons (drawn by M. Kleber)
3:12.0, , ,21-16,+1,M. Kleber makes free throw 1 of 2
3:12.0, , ,21-17,+1,M. Kleber makes free throw 2 of 2
2:51.0,Shooting foul by L. Dončić (drawn by A. Bradley), ,21-17, , 
2:51.0,A. Bradley makes free throw 1 of 2,+1,22-17, , 
2:51.0,A. Bradley makes free throw 2 of 2,+1,23-17, , 
2:30.0, , ,23-17, ,M. Kleber misses 2-pt layup from 4 ft (block by J. Noah)
2:27.0, , ,23-17, ,Offensive rebound by M. Kleber
2:26.0, , ,23-17, ,M. Kleber misses 2-pt layup from 2 ft
2:26.0, , ,23-17, ,Offensive rebound by M. Kleber
2:22.0, , ,23-17, ,M. Kleber misses 2-pt layup from 2 ft
2:21.0,Defensive rebound by J. Noah, ,23-17, , 
2:20.0,C. Miles makes 2-pt jump shot from 8 ft,+2,25-17, , 
2:20.0,Shooting foul by D. Finney-Smith (drawn by C. Miles), ,25-17, , 
2:20.0,I. Rabb enters the game for A. Bradley, ,25-17, , 
2:20.0, , ,25-17, ,D. Nowitzki enters the game for M. Kleber
2:20.0,C. Miles makes free throw 1 of 1,+1,26-17, , 
2:11.0, , ,26-17, ,L. Dončić misses 3-pt jump shot from 27 ft
2:07.0,Defensive rebound by I. Rabb, ,26-17, , 
1:56.0,Shooting foul by D. Finney-Smith (drawn by J. Noah), ,26-17, , 
1:56.0,J. Noah makes free throw 1 of 2,+1,27-17, , 
1:56.0, , ,27-17, ,J. Jackson enters the game for D. Finney-Smith
1:56.0,J. Noah makes free throw 2 of 2,+1,28-17, , 
1:39.0, , ,28-17, ,D. Harris misses 3-pt jump shot from 26 ft
1:36.0,Defensive rebound by C. Parsons, ,28-17, , 
1:25.0,I. Rabb makes 2-pt jump shot from 16 ft (assist by J. Noah),+2,30-17, , 
1:00.0, , ,30-17, ,D. Nowitzki misses 2-pt jump shot from 21 ft
0:58.0,Defensive rebound by J. Noah, ,30-17, , 
