time,away_description,away_change,score,home_change,home_description
11:47.0, , ,0-0, ,Shooting foul by B. Hield (drawn by M. Porter)
11:47.0, , ,0-1,+1,M. Porter makes free throw 1 of 2
11:47.0, , ,0-2,+1,M. Porter makes free throw 2 of 2
11:33.0,R. Holmes misses 2-pt layup from 9 ft, ,0-2, , 
11:29.0, , ,0-2, ,Defensive rebound by M. Porter
11:21.0, , ,0-2, ,Turnover by J. Murray (traveling)
11:09.0,D. Fox makes 2-pt layup from 3 ft (assist by B. Hield),+2,2-2, , 
10:49.0, , ,2-4,+2,W. Barton makes 2-pt jump shot from 15 ft
10:28.0,N. Bjelica makes 2-pt jump shot from 10 ft (assist by D. Fox),+2,4-4, , 
10:10.0, , ,4-4, ,J. Grant misses 3-pt jump shot from 23 ft
10:06.0,Defensive rebound by B. Hield, ,4-4, , 
10:05.0,Turnover by B. Hield (discontinued dribble), ,4-4, , 
9:55.0, , ,4-6,+2,M. Porter makes 2-pt layup from 5 ft (assist by N. Jokić)
9:38.0,Turnover by D. Fox (bad pass; steal by J. Murray), ,4-6, , 
9:34.0, , ,4-8,+2,W. Barton makes 2-pt layup from 3 ft (assist by J. Murray)
9:15.0,R. Holmes makes 2-pt layup from 4 ft (assist by N. Bjelica),+2,6-8, , 
8:53.0, , ,6-8, ,Shooting foul by R. Holmes (drawn by J. Grant)
8:53.0, , ,6-9,+1,J. Grant makes free throw 1 of 2
8:53.0, , ,6-10,+1,J. Grant makes free throw 2 of 2
8:43.0,R. Holmes makes 2-pt layup from 5 ft (assist by D. Fox),+2,8-10, , 
8:32.0, , ,8-10, ,Shooting foul by D. Fox (drawn by J. Murray)
8:32.0, , ,8-11,+1,J. Murray makes free throw 1 of 2
8:32.0, , ,8-12,+1,J. Murray makes free throw 2 of 2
8:11.0,B. Hield misses 3-pt jump shot from 25 ft, ,8-12, , 
8:07.0, , ,8-12, ,Defensive rebound by M. Porter
8:05.0, , ,8-12, ,J. Murray misses 3-pt jump shot from 28 ft
8:02.0,Defensive rebound by N. Bjelica, ,8-12, , 
7:56.0,D. Fox makes 2-pt layup from 3 ft,+2,10-12, , 
7:44.0, , ,10-12, ,W. Barton misses 3-pt jump shot from 25 ft
7:39.0, , ,10-12, ,Offensive rebound by M. Porter
7:38.0, , ,10-15,+3,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Porter)
7:20.0,R. Holmes makes 2-pt jump shot from 16 ft (assist by N. Bjelica),+2,12-15, , 
7:09.0, , ,12-18,+3,J. Murray makes 3-pt jump shot from 25 ft
6:54.0,D. Fox makes 2-pt jump shot from 15 ft,+2,14-18, , 
6:52.0, , ,14-18, ,Denver full timeout
6:52.0,C. Joseph enters the game for D. Fox, ,14-18, , 
6:36.0, , ,14-20,+2,M. Porter makes 2-pt jump shot from 16 ft (assist by J. Murray)
6:21.0,Turnover by B. Hield (bad pass; steal by N. Jokić), ,14-20, , 
6:18.0, , ,14-22,+2,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić)
5:54.0,C. Joseph misses 3-pt jump shot from 26 ft, ,14-22, , 
5:52.0,Offensive rebound by Team, ,14-22, , 
5:49.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by R. Holmes),+3,17-22, , 
5:25.0, , ,17-22, ,Turnover by J. Murray (lost ball; steal by R. Holmes)
5:01.0,R. Holmes makes 2-pt jump shot from 12 ft (assist by B. Hield),+2,19-22, , 
4:42.0, , ,19-22, ,Personal foul by N. Bjelica (drawn by N. Jokić)
4:42.0,B. Bogdanović enters the game for H. Barnes, ,19-22, , 
4:42.0, , ,19-22, ,M. Morris enters the game for J. Murray
4:32.0, , ,19-24,+2,J. Grant makes 2-pt jump shot from 15 ft (assist by W. Barton)
4:20.0,B. Hield makes 2-pt jump shot from 7 ft,+2,21-24, , 
4:12.0, , ,21-24, ,Offensive foul by J. Grant (drawn by C. Joseph)
4:12.0, , ,21-24, ,Turnover by J. Grant (offensive foul)
3:59.0,N. Bjelica makes 2-pt hook shot from 8 ft,+2,23-24, , 
3:45.0, , ,23-26,+2,W. Barton makes 2-pt layup from 3 ft
3:33.0,Personal foul by N. Jokić (drawn by B. Hield), ,23-26, , 
3:33.0, , ,23-26, ,J. Hernangómez enters the game for N. Jokić
3:33.0, , ,23-26, ,M. Plumlee enters the game for M. Porter
3:22.0,R. Holmes misses 2-pt hook shot from 5 ft, ,23-26, , 
3:16.0,Offensive rebound by R. Holmes, ,23-26, , 
3:16.0,R. Holmes makes 2-pt layup at rim,+2,25-26, , 
3:02.0, , ,25-26, ,J. Grant misses 2-pt jump shot from 19 ft
2:59.0,Defensive rebound by N. Bjelica, ,25-26, , 
2:47.0,B. Hield makes 3-pt jump shot from 25 ft,+3,28-26, , 
2:21.0, , ,28-28,+2,M. Morris makes 2-pt jump shot from 19 ft
2:21.0, , ,28-28, ,Shooting foul by C. Joseph (drawn by M. Morris)
2:21.0,Sacramento full timeout, ,28-28, , 
2:21.0,H. Barnes enters the game for N. Bjelica, ,28-28, , 
2:21.0,H. Giles enters the game for R. Holmes, ,28-28, , 
2:21.0, , ,28-28, ,M. Beasley enters the game for W. Barton
2:21.0, , ,28-28, ,J. Murray enters the game for J. Grant
2:21.0, , ,28-29,+1,M. Morris makes free throw 1 of 1
1:58.0,H. Giles makes 2-pt jump shot from 9 ft (assist by B. Hield),+2,30-29, , 
1:36.0, , ,30-29, ,J. Murray misses 2-pt jump shot from 13 ft
1:32.0,Defensive rebound by H. Giles, ,30-29, , 
1:24.0,C. Joseph makes 2-pt layup from 3 ft (assist by H. Giles),+2,32-29, , 
1:06.0, , ,32-29, ,J. Hernangómez misses 3-pt jump shot from 25 ft
1:02.0,Defensive rebound by C. Joseph, ,32-29, , 
0:47.0,H. Giles misses 2-pt layup from 3 ft, ,32-29, , 
