time,away_description,away_change,score,home_change,home_description
11:43.0,Turnover by R. Bullock (bad pass; steal by M. Turner), ,0-0, , 
11:36.0, , ,0-2,+2,T. Young makes 2-pt layup at rim (assist by B. Bogdanović)
11:14.0,R. Bullock misses 3-pt jump shot from 28 ft, ,0-2, , 
11:11.0, , ,0-2, ,Defensive rebound by V. Oladipo
11:00.0, , ,0-4,+2,M. Turner makes 2-pt jump shot from 18 ft (assist by V. Oladipo)
10:40.0,Turnover by B. Griffin (out of bounds lost ball), ,0-4, , 
10:26.0, , ,0-6,+2,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Turner)
10:08.0,A. Drummond misses 2-pt hook shot from 8 ft (block by M. Turner), ,0-6, , 
10:05.0, , ,0-6, ,Defensive rebound by D. Collison
9:58.0, , ,0-8,+2,M. Turner makes 2-pt layup from 1 ft (assist by D. Collison)
9:53.0,Detroit full timeout, ,0-8, , 
9:47.0,Shooting foul by D. Collison (drawn by R. Jackson), ,0-8, , 
9:47.0,R. Jackson makes free throw 1 of 3,+1,1-8, , 
9:47.0,R. Jackson makes free throw 2 of 3,+1,2-8, , 
9:47.0,R. Jackson makes free throw 3 of 3,+1,3-8, , 
9:39.0, , ,3-8, ,V. Oladipo misses 2-pt jump shot from 19 ft
9:35.0,Defensive rebound by B. Griffin, ,3-8, , 
9:29.0,Turnover by B. Griffin (bad pass; steal by M. Turner), ,3-8, , 
9:25.0, , ,3-10,+2,T. Young makes 2-pt layup at rim (assist by D. Collison)
9:10.0,Personal foul by T. Young (drawn by R. Jackson), ,3-10, , 
8:57.0,R. Jackson misses 2-pt jump shot from 2 ft, ,3-10, , 
8:55.0, , ,3-10, ,Defensive rebound by T. Young
8:53.0, , ,3-10, ,Turnover by T. Young (bad pass)
8:39.0,R. Jackson misses 3-pt jump shot from 23 ft, ,3-10, , 
8:34.0, , ,3-10, ,Defensive rebound by M. Turner
8:23.0, , ,3-12,+2,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison)
7:58.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by R. Jackson),+2,5-12, , 
7:44.0, , ,5-12, ,Shooting foul by A. Drummond (drawn by M. Turner)
7:44.0, , ,5-13,+1,M. Turner makes free throw 1 of 2
7:44.0, , ,5-13, ,M. Turner misses free throw 2 of 2
7:43.0,Defensive rebound by A. Drummond, ,5-13, , 
7:35.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),+3,8-13, , 
7:08.0, , ,8-13, ,T. Young misses 2-pt dunk from 1 ft (block by A. Drummond)
7:06.0,Defensive rebound by A. Drummond, ,8-13, , 
7:03.0,R. Bullock misses 3-pt jump shot from 27 ft, ,8-13, , 
7:01.0, , ,8-13, ,Defensive rebound by Team
6:50.0, , ,8-13, ,T. Young misses 2-pt layup from 1 ft
6:48.0,Defensive rebound by A. Drummond, ,8-13, , 
6:45.0,B. Griffin misses 2-pt layup from 2 ft (block by M. Turner), ,8-13, , 
6:43.0, , ,8-13, ,Defensive rebound by V. Oladipo
6:40.0, , ,8-13, ,Turnover by V. Oladipo (bad pass)
6:29.0,R. Jackson misses 2-pt jump shot from 4 ft, ,8-13, , 
6:28.0,Offensive rebound by Team, ,8-13, , 
