time,away_description,away_change,score,home_change,home_description
11:38.0, , ,0-0, ,J. Valančiūnas misses 2-pt hook shot from 11 ft (block by D. Green)
11:34.0,Defensive rebound by W. Cauley-Stein, ,0-0, , 
11:25.0,G. Robinson makes 2-pt jump shot from 11 ft (assist by D. Green),+2,2-0, , 
11:08.0, , ,2-2,+2,D. Brooks makes 2-pt layup from 1 ft
11:08.0, , ,2-2, ,Shooting foul by D. Green (drawn by D. Brooks)
11:08.0, , ,2-3,+1,D. Brooks makes free throw 1 of 1
10:51.0,E. Paschall makes 2-pt jump shot from 8 ft (assist by G. Robinson),+2,4-3, , 
10:38.0, , ,4-3, ,J. Jackson misses 2-pt hook shot from 11 ft
10:36.0,Defensive rebound by D. Green, ,4-3, , 
10:28.0,G. Robinson makes 3-pt jump shot from 25 ft (assist by E. Paschall),+3,7-3, , 
10:15.0, , ,7-3, ,J. Crowder misses 3-pt jump shot from 25 ft
10:10.0, , ,7-3, ,Offensive rebound by J. Valančiūnas
10:08.0, , ,7-5,+2,D. Brooks makes 2-pt layup from 3 ft (assist by J. Valančiūnas)
10:01.0,Turnover by D. Green (bad pass), ,7-5, , 
9:48.0, , ,7-5, ,J. Morant misses 3-pt jump shot from 26 ft
9:45.0,Defensive rebound by D. Green, ,7-5, , 
9:31.0,W. Cauley-Stein misses 2-pt hook shot from 3 ft, ,7-5, , 
9:28.0, , ,7-5, ,Defensive rebound by J. Crowder
9:20.0, , ,7-7,+2,J. Morant makes 2-pt layup at rim
9:11.0,E. Paschall makes 2-pt layup from 1 ft (assist by D. Green),+2,9-7, , 
9:11.0,Shooting foul by J. Jackson (drawn by E. Paschall), ,9-7, , 
9:11.0,E. Paschall makes free throw 1 of 1,+1,10-7, , 
8:53.0, , ,10-7, ,J. Valančiūnas misses 2-pt layup from 3 ft (block by A. Burks)
8:50.0,Defensive rebound by D. Green, ,10-7, , 
8:49.0,G. Robinson makes 2-pt dunk from 1 ft (assist by D. Green),+2,12-7, , 
8:48.0, , ,12-7, ,Memphis full timeout
8:39.0, , ,12-10,+3,D. Brooks makes 3-pt jump shot from 23 ft (assist by J. Morant)
8:22.0,A. Burks makes 2-pt jump shot from 11 ft (assist by D. Green),+2,14-10, , 
8:00.0, , ,14-13,+3,J. Crowder makes 3-pt jump shot from 26 ft
7:48.0,Shooting foul by J. Valančiūnas (drawn by A. Burks), ,14-13, , 
7:48.0,A. Burks makes free throw 1 of 2,+1,15-13, , 
7:48.0,A. Burks makes free throw 2 of 2,+1,16-13, , 
7:33.0, , ,16-13, ,J. Morant misses 2-pt layup from 1 ft
7:28.0,Defensive rebound by W. Cauley-Stein, ,16-13, , 
7:23.0,G. Robinson makes 2-pt jump shot from 14 ft (assist by D. Green),+2,18-13, , 
7:10.0, , ,18-13, ,J. Crowder misses 3-pt jump shot from 25 ft
7:09.0,Defensive rebound by G. Robinson, ,18-13, , 
7:09.0,Personal take foul by J. Crowder (drawn by D. Green), ,18-13, , 
7:09.0,Instant Replay (Request: Ruling Stands), ,18-13, , 
6:51.0,A. Burks misses 3-pt jump shot from 25 ft, ,18-13, , 
6:49.0, , ,18-13, ,Defensive rebound by J. Crowder
6:31.0, , ,18-13, ,J. Morant misses 2-pt layup from 4 ft (block by E. Paschall)
6:31.0, , ,18-13, ,Offensive rebound by Team
6:31.0, , ,18-13, ,B. Clarke enters the game for J. Morant
6:31.0, , ,18-13, ,T. Jones enters the game for J. Valančiūnas
6:27.0, , ,18-13, ,B. Clarke misses 2-pt jump shot from 13 ft
6:25.0, , ,18-13, ,Offensive rebound by J. Crowder
6:24.0, , ,18-15,+2,J. Crowder makes 2-pt layup from 1 ft
6:04.0,D. Green misses 3-pt jump shot from 25 ft, ,18-15, , 
6:01.0, , ,18-15, ,Defensive rebound by T. Jones
5:57.0, , ,18-15, ,Personal foul by E. Paschall (drawn by J. Crowder)
5:57.0, , ,18-15, ,K. Anderson enters the game for D. Brooks
