time,away_description,away_change,score,home_change,home_description
11:46.0, , ,0-2,+2,J. Allen makes 2-pt layup from 1 ft (assist by D. Russell)
11:29.0,K. Walker makes 2-pt jump shot from 18 ft (assist by J. Lamb),+2,2-2, , 
11:04.0, , ,2-2, ,Turnover by J. Allen (lost ball; steal by K. Walker)
10:59.0,Personal foul by R. Hollis-Jefferson (drawn by M. Williams), ,2-2, , 
10:52.0,C. Zeller misses 2-pt layup from 2 ft, ,2-2, , 
10:49.0, , ,2-2, ,Defensive rebound by R. Kurucs
10:43.0, , ,2-2, ,D. Russell misses 3-pt jump shot from 25 ft
10:39.0,Defensive rebound by C. Zeller, ,2-2, , 
10:28.0,K. Walker makes 2-pt jump shot from 22 ft (assist by C. Zeller),+2,4-2, , 
10:14.0, , ,4-4,+2,J. Harris makes 2-pt layup from 4 ft (assist by D. Russell)
10:03.0,K. Walker misses 2-pt layup from 3 ft (block by J. Allen), ,4-4, , 
9:57.0, , ,4-4, ,Defensive rebound by D. Russell
9:56.0, , ,4-4, ,J. Harris misses 3-pt jump shot from 25 ft
9:53.0,Defensive rebound by J. Lamb, ,4-4, , 
9:48.0,C. Zeller misses 2-pt hook shot from 4 ft, ,4-4, , 
9:45.0, , ,4-4, ,Defensive rebound by J. Allen
9:40.0, , ,4-6,+2,D. Russell makes 2-pt jump shot from 19 ft
9:24.0,K. Walker makes 2-pt jump shot from 15 ft,+2,6-6, , 
9:07.0, , ,6-6, ,R. Hollis-Jefferson misses 2-pt layup from 1 ft
9:04.0,Defensive rebound by M. Williams, ,6-6, , 
8:59.0,M. Williams misses 3-pt jump shot from 24 ft, ,6-6, , 
8:55.0, , ,6-6, ,Defensive rebound by J. Allen
8:42.0, , ,6-6, ,R. Hollis-Jefferson misses 2-pt layup from 2 ft
8:41.0,Defensive rebound by C. Zeller, ,6-6, , 
8:39.0,Turnover by C. Zeller (bad pass; steal by J. Harris), ,6-6, , 
8:29.0, , ,6-8,+2,R. Kurucs makes 2-pt layup from 3 ft (assist by D. Russell)
8:20.0,Turnover by K. Walker (bad pass; steal by R. Kurucs), ,6-8, , 
8:15.0, , ,6-10,+2,R. Kurucs makes 2-pt dunk from 1 ft
8:06.0,N. Batum makes 3-pt jump shot from 26 ft,+3,9-10, , 
7:55.0, , ,9-10, ,D. Russell misses 3-pt jump shot from 25 ft
7:53.0,Defensive rebound by C. Zeller, ,9-10, , 
7:33.0,K. Walker misses 2-pt layup from 1 ft, ,9-10, , 
7:29.0,Offensive rebound by C. Zeller, ,9-10, , 
7:29.0,C. Zeller misses 2-pt layup at rim, ,9-10, , 
7:28.0, , ,9-10, ,Defensive rebound by J. Harris
7:19.0, , ,9-12,+2,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell)
7:06.0,J. Lamb makes 2-pt jump shot from 12 ft (assist by C. Zeller),+2,11-12, , 
7:03.0, , ,11-12, ,Turnover by D. Russell (offensive foul)
7:03.0, , ,11-12, ,Offensive foul by D. Russell (drawn by N. Batum)
6:56.0,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Zeller),+3,14-12, , 
6:44.0, , ,14-12, ,D. Russell misses 2-pt jump shot from 6 ft
6:43.0, , ,14-12, ,Offensive rebound by J. Allen
6:43.0, , ,14-12, ,Shooting foul by C. Zeller (drawn by J. Allen)
6:43.0, , ,14-12, ,Brooklyn full timeout
6:43.0, , ,14-12, ,S. Dinwiddie enters the game for D. Russell
6:43.0, , ,14-12, ,J. Allen misses free throw 1 of 2
6:43.0, , ,14-12, ,Offensive rebound by Team
6:43.0, , ,14-13,+1,J. Allen makes free throw 2 of 2
6:28.0,N. Batum misses 3-pt jump shot from 25 ft, ,14-13, , 
6:25.0, , ,14-13, ,Defensive rebound by R. Hollis-Jefferson
6:14.0, , ,14-16,+3,J. Harris makes 3-pt jump shot from 25 ft (assist by R. Kurucs)
5:58.0,J. Lamb makes 2-pt jump shot from 14 ft (assist by K. Walker),+2,16-16, , 
5:34.0, , ,16-16, ,S. Dinwiddie misses 3-pt jump shot from 23 ft
5:29.0, , ,16-16, ,Offensive rebound by R. Hollis-Jefferson
5:25.0, , ,16-16, ,S. Dinwiddie misses 3-pt jump shot from 26 ft
5:20.0,Defensive rebound by C. Zeller, ,16-16, , 
5:13.0,C. Zeller misses 2-pt layup from 1 ft, ,16-16, , 
5:11.0,Offensive rebound by C. Zeller, ,16-16, , 
5:11.0,C. Zeller misses 2-pt layup at rim, ,16-16, , 
5:10.0, , ,16-16, ,Defensive rebound by R. Kurucs
