time,away_description,away_change,score,home_change,home_description
11:43.0,K. Nunn makes 2-pt jump shot from 14 ft,+2,2-0, , 
11:27.0, , ,2-3,+3,L. Markkanen makes 3-pt jump shot from 23 ft (assist by Z. LaVine)
11:02.0,K. Okpala makes 2-pt layup from 1 ft,+2,4-3, , 
10:47.0, , ,4-3, ,P. Williams misses 2-pt jump shot from 5 ft
10:47.0, , ,4-3, ,Offensive rebound by P. Williams
10:34.0, , ,4-3, ,Turnover by L. Markkanen (bad pass; steal by J. Butler)
10:31.0,K. Nunn misses 2-pt layup from 1 ft (block by Z. LaVine), ,4-3, , 
10:31.0,Offensive rebound by Team, ,4-3, , 
10:29.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),+3,7-3, , 
10:17.0, , ,7-6,+3,Z. LaVine makes 3-pt jump shot from 26 ft (assist by W. Carter)
9:56.0,K. Olynyk misses 3-pt jump shot from 27 ft, ,7-6, , 
9:52.0, , ,7-6, ,Defensive rebound by P. Williams
9:41.0, , ,7-6, ,C. White misses 3-pt jump shot from 24 ft
9:39.0,Defensive rebound by K. Olynyk, ,7-6, , 
9:28.0,K. Olynyk misses 2-pt hook shot from 12 ft, ,7-6, , 
9:27.0, , ,7-6, ,Defensive rebound by Team
9:14.0, , ,7-6, ,Personal foul by K. Okpala (drawn by Z. LaVine)
9:06.0, , ,7-6, ,Turnover by Z. LaVine (lost ball; steal by D. Robinson)
9:00.0,D. Robinson misses 3-pt jump shot from 25 ft, ,7-6, , 
8:58.0, , ,7-6, ,Defensive rebound by W. Carter
8:43.0, , ,7-6, ,Personal foul by K. Olynyk (drawn by W. Carter)
8:32.0, , ,7-6, ,Turnover by L. Markkanen (lost ball; steal by K. Nunn)
8:28.0,K. Nunn misses 3-pt jump shot from 26 ft, ,7-6, , 
8:25.0, , ,7-6, ,Defensive rebound by Z. LaVine
8:22.0, , ,7-8,+2,Z. LaVine makes 2-pt layup from 1 ft
8:06.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Nunn),+3,10-8, , 
7:51.0, , ,10-8, ,C. White misses 2-pt layup from 2 ft
7:47.0, , ,10-8, ,Offensive rebound by W. Carter
7:47.0, , ,10-8, ,W. Carter misses 2-pt layup at rim
7:47.0, , ,10-8, ,Offensive rebound by L. Markkanen
7:45.0, , ,10-8, ,L. Markkanen misses 2-pt layup from 3 ft
7:45.0,Defensive rebound by K. Okpala, ,10-8, , 
