time,away_description,away_change,score,home_change,home_description
11:41.0,Turnover by D. Smith (lost ball; steal by R. Gay), ,0-0, , 
11:30.0, , ,0-2,+2,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. DeRozan)
11:15.0,W. Matthews makes 2-pt jump shot from 9 ft (assist by D. Jordan),+2,2-2, , 
10:54.0, , ,2-2, ,L. Aldridge misses 2-pt jump shot from 16 ft
10:51.0,Defensive rebound by H. Barnes, ,2-2, , 
10:46.0,H. Barnes misses 2-pt jump shot from 17 ft, ,2-2, , 
10:42.0, , ,2-2, ,Defensive rebound by R. Gay
10:35.0, , ,2-4,+2,B. Forbes makes 2-pt jump shot from 21 ft (assist by L. Aldridge)
10:11.0,W. Matthews misses 2-pt layup from 2 ft, ,2-4, , 
10:09.0, , ,2-4, ,Defensive rebound by R. Gay
10:00.0, , ,2-4, ,L. Aldridge misses 2-pt jump shot from 21 ft
9:57.0,Defensive rebound by D. Jordan, ,2-4, , 
9:49.0,Offensive foul by D. Jordan (drawn by D. Cunningham), ,2-4, , 
9:49.0,Turnover by D. Jordan (offensive foul), ,2-4, , 
9:29.0, , ,2-4, ,D. DeRozan misses 2-pt jump shot from 14 ft
9:26.0,Defensive rebound by D. Jordan, ,2-4, , 
9:18.0,D. Smith makes 2-pt jump shot from 16 ft,+2,4-4, , 
8:58.0, , ,4-4, ,Turnover by R. Gay (lost ball; steal by D. Smith)
8:50.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Smith),+3,7-4, , 
8:27.0, , ,7-6,+2,B. Forbes makes 2-pt layup from 1 ft (assist by D. DeRozan)
8:11.0,L. Dončić makes 2-pt jump shot from 9 ft,+2,9-6, , 
7:59.0, , ,9-6, ,B. Forbes misses 2-pt jump shot from 18 ft
7:56.0,Defensive rebound by D. Jordan, ,9-6, , 
7:49.0,W. Matthews misses 2-pt jump shot from 15 ft, ,9-6, , 
7:45.0, , ,9-6, ,Defensive rebound by Team
7:29.0, , ,9-8,+2,L. Aldridge makes 2-pt hook shot from 4 ft
7:17.0,Turnover by L. Dončić (traveling), ,9-8, , 
6:57.0, , ,9-8, ,Shooting foul by W. Matthews (drawn by D. DeRozan)
6:57.0, , ,9-8, ,San Antonio full timeout
6:57.0, , ,9-9,+1,D. DeRozan makes free throw 1 of 2
6:57.0, , ,9-10,+1,D. DeRozan makes free throw 2 of 2
6:38.0,H. Barnes misses 2-pt jump shot from 14 ft, ,9-10, , 
6:36.0, , ,9-10, ,Defensive rebound by D. Cunningham
6:29.0, , ,9-10, ,Shooting foul by H. Barnes (drawn by D. DeRozan)
6:29.0, , ,9-11,+1,D. DeRozan makes free throw 1 of 2
6:29.0,D. Finney-Smith enters the game for H. Barnes, ,9-11, , 
6:29.0, , ,9-11, ,P. Mills enters the game for B. Forbes
6:29.0, , ,9-12,+1,D. DeRozan makes free throw 2 of 2
6:16.0,D. Finney-Smith makes 3-pt jump shot from 27 ft (assist by W. Matthews),+3,12-12, , 
6:01.0, , ,12-12, ,P. Mills misses 2-pt jump shot from 20 ft
5:59.0,Defensive rebound by L. Dončić, ,12-12, , 
5:49.0,L. Dončić makes 2-pt jump shot from 13 ft,+2,14-12, , 
5:28.0, , ,14-12, ,Turnover by L. Aldridge (lost ball; steal by L. Dončić)
5:25.0,D. Smith makes 2-pt layup from 3 ft,+2,16-12, , 
5:25.0, , ,16-12, ,Violation by Team (def goaltending)
5:10.0, , ,16-12, ,R. Gay misses 2-pt jump shot from 3 ft
5:08.0,Defensive rebound by D. Jordan, ,16-12, , 
5:05.0,Turnover by L. Dončić (bad pass; steal by R. Gay), ,16-12, , 
5:04.0, , ,16-12, ,Personal foul by D. Smith (drawn by R. Gay)
5:04.0,J. Barea enters the game for D. Smith, ,16-12, , 
5:04.0, , ,16-12, ,M. Belinelli enters the game for R. Gay
4:53.0, , ,16-12, ,L. Aldridge misses 2-pt jump shot from 10 ft
4:51.0,Defensive rebound by D. Jordan, ,16-12, , 
4:38.0,W. Matthews misses 3-pt jump shot from 26 ft, ,16-12, , 
4:36.0, , ,16-12, ,Defensive rebound by P. Mills
4:31.0, , ,16-12, ,Turnover by P. Mills (bad pass; steal by D. Finney-Smith)
4:22.0,Turnover by D. Jordan (bad pass; steal by D. Cunningham), ,16-12, , 
4:11.0, , ,16-14,+2,D. DeRozan makes 2-pt jump shot from 17 ft (assist by D. Cunningham)
4:10.0,Dallas full timeout, ,16-14, , 
4:10.0, , ,16-14, ,P. Gasol enters the game for L. Aldridge
4:10.0, , ,16-14, ,R. Gay enters the game for D. Cunningham
4:10.0, , ,16-14, ,Q. Pondexter enters the game for D. DeRozan
3:55.0,D. Jordan misses 2-pt dunk at rim, ,16-14, , 
3:55.0,Offensive rebound by J. Barea, ,16-14, , 
3:48.0,D. Finney-Smith misses 3-pt jump shot from 24 ft, ,16-14, , 
3:48.0, , ,16-14, ,Defensive rebound by Q. Pondexter
3:29.0, , ,16-16,+2,M. Belinelli makes 2-pt jump shot from 23 ft (assist by P. Gasol)
3:13.0,Turnover by J. Barea (bad pass; steal by Q. Pondexter), ,16-16, , 
3:04.0, , ,16-16, ,M. Belinelli misses 3-pt jump shot from 26 ft
