time,away_description,away_change,score,home_change,home_description
11:45.0, , ,0-0, ,Turnover by E. İlyasova (bad pass; steal by J. Isaac)
11:39.0,J. Isaac makes 2-pt dunk from 1 ft (assist by M. Fultz),+2,2-0, , 
11:24.0, , ,2-2,+2,D. DiVincenzo makes 2-pt jump shot from 17 ft (assist by E. İlyasova)
11:09.0,M. Fultz misses 2-pt jump shot from 13 ft, ,2-2, , 
11:06.0, , ,2-2, ,Defensive rebound by E. İlyasova
10:59.0, , ,2-4,+2,B. Lopez makes 2-pt jump shot from 8 ft (assist by E. İlyasova)
10:41.0,A. Gordon misses 2-pt jump shot from 20 ft, ,2-4, , 
10:37.0, , ,2-4, ,Defensive rebound by W. Matthews
10:27.0, , ,2-4, ,K. Middleton misses 2-pt jump shot from 10 ft
10:22.0,Defensive rebound by J. Isaac, ,2-4, , 
10:18.0,J. Isaac misses 2-pt layup from 2 ft, ,2-4, , 
10:11.0,Offensive rebound by J. Isaac, ,2-4, , 
10:11.0,J. Isaac misses 2-pt layup from 1 ft, ,2-4, , 
10:11.0, , ,2-4, ,Defensive rebound by E. İlyasova
10:07.0, , ,2-7,+3,E. İlyasova makes 3-pt jump shot from 26 ft (assist by D. DiVincenzo)
9:49.0,E. Fournier misses 2-pt jump shot from 8 ft, ,2-7, , 
9:49.0, , ,2-7, ,Defensive rebound by E. İlyasova
9:42.0, , ,2-10,+3,K. Middleton makes 3-pt jump shot from 25 ft
9:26.0,Turnover by E. Fournier (bad pass; steal by B. Lopez), ,2-10, , 
9:18.0, , ,2-10, ,Turnover by W. Matthews (lost ball; steal by J. Isaac)
9:08.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),+3,5-10, , 
8:51.0, , ,5-10, ,K. Middleton misses 2-pt jump shot from 16 ft
8:47.0,Defensive rebound by A. Gordon, ,5-10, , 
8:41.0,N. Vučević makes 3-pt jump shot from 27 ft (assist by M. Fultz),+3,8-10, , 
8:18.0, , ,8-12,+2,B. Lopez makes 2-pt layup from 1 ft (assist by W. Matthews)
8:09.0,Turnover by M. Fultz (out of bounds lost ball), ,8-12, , 
7:58.0, , ,8-12, ,B. Lopez misses 2-pt hook shot from 9 ft
7:52.0,Defensive rebound by N. Vučević, ,8-12, , 
7:47.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by J. Isaac),+3,11-12, , 
7:35.0, , ,11-12, ,D. DiVincenzo misses 3-pt jump shot from 25 ft
7:33.0, , ,11-12, ,Offensive rebound by K. Middleton
7:33.0, , ,11-12, ,Shooting foul by J. Isaac (drawn by K. Middleton)
7:33.0, , ,11-13,+1,K. Middleton makes free throw 1 of 2
7:33.0, , ,11-14,+1,K. Middleton makes free throw 2 of 2
7:20.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),+2,13-14, , 
7:08.0, , ,13-16,+2,K. Middleton makes 2-pt jump shot from 8 ft
6:52.0,E. Fournier misses 3-pt jump shot from 23 ft, ,13-16, , 
6:49.0,Offensive rebound by J. Isaac, ,13-16, , 
6:49.0,J. Isaac makes 2-pt dunk from 1 ft,+2,15-16, , 
6:49.0, , ,15-16, ,Milwaukee full timeout
6:38.0, , ,15-16, ,Turnover by D. DiVincenzo (step out of bounds)
6:25.0,E. Fournier misses 2-pt layup from 2 ft, ,15-16, , 
6:23.0, , ,15-16, ,Defensive rebound by W. Matthews
6:10.0, , ,15-18,+2,E. İlyasova makes 2-pt jump shot from 21 ft (assist by D. DiVincenzo)
5:47.0,N. Vučević misses 3-pt jump shot from 26 ft, ,15-18, , 
5:43.0, , ,15-18, ,Defensive rebound by D. DiVincenzo
5:40.0, , ,15-18, ,K. Middleton misses 3-pt jump shot from 29 ft
5:36.0,Defensive rebound by N. Vučević, ,15-18, , 
5:30.0,E. Fournier makes 2-pt jump shot from 9 ft,+2,17-18, , 
5:18.0, , ,17-20,+2,W. Matthews makes 2-pt jump shot from 13 ft (assist by D. DiVincenzo)
5:18.0, , ,17-20, ,Shooting foul by J. Isaac (drawn by W. Matthews)
5:18.0,T. Ross enters the game for A. Gordon, ,17-20, , 
5:18.0, , ,17-20, ,S. Brown enters the game for D. DiVincenzo
5:18.0, , ,17-20, ,P. Connaughton enters the game for E. İlyasova
5:18.0, , ,17-20, ,G. Hill enters the game for K. Middleton
5:18.0, , ,17-20, ,W. Matthews misses free throw 1 of 1
5:16.0, , ,17-20, ,Offensive rebound by G. Hill
5:03.0, , ,17-20, ,Turnover by G. Hill (bad pass; steal by J. Isaac)
5:03.0,E. Fournier makes 2-pt layup from 1 ft,+2,19-20, , 
5:03.0,Shooting foul by P. Connaughton (drawn by E. Fournier), ,19-20, , 
5:03.0,D. Augustin enters the game for M. Fultz, ,19-20, , 
5:03.0, , ,19-20, ,K. Middleton enters the game for W. Matthews
5:03.0,E. Fournier makes free throw 1 of 1,+1,20-20, , 
4:38.0, , ,20-20, ,K. Middleton misses 3-pt jump shot from 23 ft
4:35.0,Defensive rebound by N. Vučević, ,20-20, , 
4:29.0,Turnover by E. Fournier (bad pass; steal by B. Lopez), ,20-20, , 
4:24.0, , ,20-20, ,S. Brown misses 3-pt jump shot from 25 ft
4:21.0, , ,20-20, ,Offensive rebound by P. Connaughton
4:19.0, , ,20-20, ,K. Middleton misses 3-pt jump shot from 27 ft
4:17.0, , ,20-20, ,Offensive rebound by S. Brown
4:14.0, , ,20-20, ,B. Lopez misses 3-pt jump shot from 28 ft
4:11.0, , ,20-20, ,Offensive rebound by P. Connaughton
4:09.0, , ,20-22,+2,S. Brown makes 2-pt jump shot from 13 ft (assist by P. Connaughton)
4:02.0,Orlando full timeout, ,20-22, , 
4:02.0,K. Birch enters the game for E. Fournier, ,20-22, , 
4:02.0,W. Iwundu enters the game for N. Vučević, ,20-22, , 
4:02.0, , ,20-22, ,K. Korver enters the game for B. Lopez
4:02.0, , ,20-22, ,R. Lopez enters the game for K. Middleton
3:49.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by W. Iwundu),+3,23-22, , 
3:32.0, , ,23-24,+2,R. Lopez makes 2-pt hook shot from 9 ft (assist by G. Hill)
3:32.0, , ,23-24, ,Shooting foul by W. Iwundu (drawn by R. Lopez)
3:32.0, , ,23-24, ,R. Lopez misses free throw 1 of 1
3:27.0,Defensive rebound by J. Isaac, ,23-24, , 
3:21.0,D. Augustin makes 2-pt jump shot from 16 ft,+2,25-24, , 
3:07.0, , ,25-24, ,P. Connaughton misses 3-pt jump shot from 26 ft
3:04.0,Defensive rebound by W. Iwundu, ,25-24, , 
2:57.0,K. Birch misses 2-pt jump shot from 10 ft, ,25-24, , 
2:54.0,Offensive rebound by K. Birch, ,25-24, , 
2:54.0,K. Birch misses 2-pt layup from 5 ft, ,25-24, , 
2:54.0,Offensive rebound by Team, ,25-24, , 
2:54.0, , ,25-24, ,Loose ball foul by R. Lopez (drawn by J. Isaac)
2:54.0,A. Gordon enters the game for J. Isaac, ,25-24, , 
2:44.0,D. Augustin misses 2-pt jump shot from 13 ft, ,25-24, , 
2:41.0, , ,25-24, ,Defensive rebound by S. Brown
2:33.0, , ,25-26,+2,S. Brown makes 2-pt layup at rim (assist by G. Hill)
2:14.0,W. Iwundu misses 2-pt layup from 7 ft, ,25-26, , 
2:10.0, , ,25-26, ,Defensive rebound by P. Connaughton
2:06.0, , ,25-29,+3,G. Hill makes 3-pt jump shot from 25 ft (assist by K. Korver)
1:51.0,T. Ross misses 3-pt jump shot from 26 ft, ,25-29, , 
1:51.0, , ,25-29, ,Defensive rebound by S. Brown
1:34.0, , ,25-31,+2,R. Lopez makes 2-pt jump shot from 5 ft (assist by P. Connaughton)
1:34.0, , ,25-31, ,Shooting foul by K. Birch (drawn by R. Lopez)
1:34.0, , ,25-32,+1,R. Lopez makes free throw 1 of 1
1:12.0,A. Gordon misses 2-pt jump shot from 13 ft, ,25-32, , 
1:08.0, , ,25-32, ,Defensive rebound by K. Korver
1:04.0, , ,25-34,+2,K. Korver makes 2-pt jump shot from 19 ft
0:43.0,A. Gordon misses 3-pt jump shot from 26 ft, ,25-34, , 
0:39.0, , ,25-34, ,Defensive rebound by P. Connaughton
0:35.0, , ,25-34, ,Personal foul by D. Augustin (drawn by P. Connaughton)
0:35.0, , ,25-35,+1,P. Connaughton makes free throw 1 of 2
0:35.0, , ,25-35, ,E. İlyasova enters the game for S. Brown
0:35.0, , ,25-35, ,P. Connaughton misses free throw 2 of 2
0:34.0,Defensive rebound by K. Birch, ,25-35, , 
0:24.0,K. Birch misses 2-pt layup from 8 ft, ,25-35, , 
0:21.0, , ,25-35, ,Defensive rebound by G. Hill
0:03.0, , ,25-37,+2,R. Lopez makes 2-pt hook shot from 12 ft (assist by G. Hill)
0:00.0,A. Gordon misses 3-pt jump shot from 40 ft, ,25-37, , 
0:00.0,Offensive rebound by Team, ,25-37, , 
11:40.0,W. Iwundu misses 3-pt jump shot from 26 ft, ,25-37, , 
11:36.0, , ,25-37, ,Defensive rebound by E. İlyasova
11:26.0, , ,25-37, ,E. İlyasova misses 2-pt layup from 2 ft
11:23.0,Defensive rebound by K. Birch, ,25-37, , 
11:17.0,A. Gordon misses 2-pt jump shot from 13 ft, ,25-37, , 
11:12.0, , ,25-37, ,Defensive rebound by P. Connaughton
11:02.0, , ,25-39,+2,G. Hill makes 2-pt jump shot from 18 ft
10:38.0,Shooting foul by K. Korver (drawn by K. Birch), ,25-39, , 
10:38.0,K. Birch makes free throw 1 of 2,+1,26-39, , 
10:38.0, , ,26-39, ,D. DiVincenzo enters the game for P. Connaughton
10:38.0, , ,26-39, ,K. Middleton enters the game for G. Hill
10:38.0,K. Birch misses free throw 2 of 2, ,26-39, , 
10:34.0, , ,26-39, ,Defensive rebound by E. İlyasova
10:19.0, , ,26-41,+2,R. Lopez makes 2-pt hook shot from 7 ft
9:52.0,A. Gordon misses 3-pt jump shot from 26 ft, ,26-41, , 
9:48.0, , ,26-41, ,Defensive rebound by K. Middleton
9:43.0, , ,26-41, ,Turnover by K. Middleton (bad pass)
9:43.0,E. Fournier enters the game for W. Iwundu, ,26-41, , 
9:26.0,Orlando full timeout, ,26-41, , 
9:17.0,E. Fournier makes 2-pt layup from 2 ft,+2,28-41, , 
9:04.0, , ,28-43,+2,K. Middleton makes 2-pt jump shot from 16 ft (assist by R. Lopez)
8:47.0,T. Ross misses 3-pt jump shot from 25 ft, ,28-43, , 
8:43.0, , ,28-43, ,Defensive rebound by D. DiVincenzo
8:33.0, , ,28-46,+3,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Middleton)
8:09.0,Shooting foul by K. Korver (drawn by D. Augustin), ,28-46, , 
8:09.0,D. Augustin makes free throw 1 of 2,+1,29-46, , 
8:09.0,M. Fultz enters the game for K. Birch, ,29-46, , 
8:09.0,J. Isaac enters the game for A. Gordon, ,29-46, , 
8:09.0,N. Vučević enters the game for T. Ross, ,29-46, , 
8:09.0, , ,29-46, ,W. Matthews enters the game for K. Korver
8:09.0,D. Augustin makes free throw 2 of 2,+1,30-46, , 
7:58.0, , ,30-46, ,K. Middleton misses 2-pt jump shot from 16 ft
7:55.0,Defensive rebound by J. Isaac, ,30-46, , 
7:47.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by E. Fournier),+3,33-46, , 
7:26.0, , ,33-46, ,K. Middleton misses 3-pt jump shot from 26 ft
7:22.0,Defensive rebound by N. Vučević, ,33-46, , 
7:12.0,N. Vučević misses 2-pt jump shot from 17 ft, ,33-46, , 
7:09.0, , ,33-46, ,Defensive rebound by E. İlyasova
7:03.0, , ,33-49,+3,E. İlyasova makes 3-pt jump shot from 26 ft (assist by K. Middleton)
6:44.0,E. Fournier misses 2-pt jump shot from 13 ft, ,33-49, , 
6:41.0, , ,33-49, ,Defensive rebound by E. İlyasova
6:41.0, , ,33-49, ,B. Lopez enters the game for E. İlyasova
6:41.0, , ,33-49, ,D. Wilson enters the game for R. Lopez
